BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	clone	source_name	treatment	group
SAMN03744021	SRR2045059	2016-01-07T15:57:17Z	2015-05-30T02:18:54Z	8192402	819240200	8192402	100	521		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045059/SRR2045059.1	SRX1043781		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949248	simple	9606	Homo sapiens	GSM1700505							no					GEO	SRA270447		public	846B1B65D5EF3251630E0436D2BB5EC4	4DCC0BF28F5D84568732D3C0D38FD4BF	3744021	A375_Parental_CPI203_6h_R2	Constellation Pharmaceuticals	9606	SRS949248	GSM1700505	A375	A375 parental	SL44062	CPI203	A375_parental.CPI203
SAMN03744021	SRR2045060	2016-01-07T15:57:17Z	2015-05-30T02:18:48Z	8043066	804306600	8043066	100	506		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045060/SRR2045060.1	SRX1043781		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949248	simple	9606	Homo sapiens	GSM1700505							no					GEO	SRA270447		public	04F4544A9B691134C3FD26148E33E2F5	B39E020B1CD907A72ABEC995FC3BD299	3744021	A375_Parental_CPI203_6h_R2	Constellation Pharmaceuticals	9606	SRS949248	GSM1700505	A375	A375 parental	SL44062	CPI203	A375_parental.CPI203
SAMN03744021	SRR2045061	2016-01-07T15:57:17Z	2015-05-30T02:18:53Z	7983062	798306200	7983062	100	501		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045061/SRR2045061.1	SRX1043781		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949248	simple	9606	Homo sapiens	GSM1700505							no					GEO	SRA270447		public	D8FA2B00ED529E7997D37EED8C658759	C6AB760D9FFBC4819C77D2FCFB4F614D	3744021	A375_Parental_CPI203_6h_R2	Constellation Pharmaceuticals	9606	SRS949248	GSM1700505	A375	A375 parental	SL44062	CPI203	A375_parental.CPI203
SAMN03744021	SRR2045062	2016-01-07T15:57:17Z	2015-05-30T02:18:52Z	8058889	805888900	8058889	100	507		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045062/SRR2045062.1	SRX1043781		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949248	simple	9606	Homo sapiens	GSM1700505							no					GEO	SRA270447		public	A80432F8DBC1EF194A5086F0090EFF25	F99CF7EF7FEE81FF8F1370F86AA222EA	3744021	A375_Parental_CPI203_6h_R2	Constellation Pharmaceuticals	9606	SRS949248	GSM1700505	A375	A375 parental	SL44062	CPI203	A375_parental.CPI203
SAMN03744022	SRR2045063	2016-01-07T15:57:17Z	2015-05-30T02:19:03Z	9480081	948008100	9480081	100	603		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045063/SRR2045063.1	SRX1043782		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949247	simple	9606	Homo sapiens	GSM1700506							no					GEO	SRA270447		public	6F3D3FD4E56997D8631C2A82207744A4	84EF54A228C0279114B9C90E72BFB92E	3744022	A375_Resistant1_DMSO_6h_R1	Constellation Pharmaceuticals	9606	SRS949247	GSM1700506	A375	A375 resistant clone 1	SL44065	DMSO	A375_resistant_clone_1.DMSO
SAMN03744022	SRR2045064	2016-01-07T15:57:17Z	2015-05-30T02:19:05Z	9311387	931138700	9311387	100	586		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045064/SRR2045064.1	SRX1043782		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949247	simple	9606	Homo sapiens	GSM1700506							no					GEO	SRA270447		public	14DF0C2C53747AAEDEE600BC5FDD4AE8	3BC7A51BD18B9A39F234224EDEB4BDD6	3744022	A375_Resistant1_DMSO_6h_R1	Constellation Pharmaceuticals	9606	SRS949247	GSM1700506	A375	A375 resistant clone 1	SL44065	DMSO	A375_resistant_clone_1.DMSO
SAMN03744022	SRR2045065	2016-01-07T15:57:17Z	2015-05-30T02:19:00Z	9244125	924412500	9244125	100	581		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045065/SRR2045065.1	SRX1043782		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949247	simple	9606	Homo sapiens	GSM1700506							no					GEO	SRA270447		public	5E352439F6FBFAE2EC66A6E6DEBC332E	9342A237A1AF65305410671E2825B6D2	3744022	A375_Resistant1_DMSO_6h_R1	Constellation Pharmaceuticals	9606	SRS949247	GSM1700506	A375	A375 resistant clone 1	SL44065	DMSO	A375_resistant_clone_1.DMSO
SAMN03744022	SRR2045066	2016-01-07T15:57:17Z	2015-05-30T02:18:59Z	9314136	931413600	9314136	100	586		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045066/SRR2045066.1	SRX1043782		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949247	simple	9606	Homo sapiens	GSM1700506							no					GEO	SRA270447		public	56E6C8156A67963BFE2235B74951BD3A	D0231C95A7D170EF62E799874737CB2C	3744022	A375_Resistant1_DMSO_6h_R1	Constellation Pharmaceuticals	9606	SRS949247	GSM1700506	A375	A375 resistant clone 1	SL44065	DMSO	A375_resistant_clone_1.DMSO
SAMN03744023	SRR2045067	2016-01-07T15:57:17Z	2015-05-30T02:16:41Z	8778701	877870100	8778701	100	563		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045067/SRR2045067.1	SRX1043783		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949246	simple	9606	Homo sapiens	GSM1700507							no					GEO	SRA270447		public	BEBEB1563C8E06E96EB5276374FE2BB9	464256515272D29A72EC4042244C4185	3744023	A375_Resistant1_DMSO_6h_R2	Constellation Pharmaceuticals	9606	SRS949246	GSM1700507	A375	A375 resistant clone 1	SL44066	DMSO	A375_resistant_clone_1.DMSO
SAMN03744023	SRR2045068	2016-01-07T15:57:17Z	2015-05-30T02:16:57Z	8599080	859908000	8599080	100	546		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045068/SRR2045068.1	SRX1043783		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949246	simple	9606	Homo sapiens	GSM1700507							no					GEO	SRA270447		public	8F87CFFE6BEDD714C4ED12130400D8B6	C6437B4F1F4EA86F0B783BD5F4AA947F	3744023	A375_Resistant1_DMSO_6h_R2	Constellation Pharmaceuticals	9606	SRS949246	GSM1700507	A375	A375 resistant clone 1	SL44066	DMSO	A375_resistant_clone_1.DMSO
SAMN03744023	SRR2045069	2016-01-07T15:57:17Z	2015-05-30T02:16:45Z	8535055	853505500	8535055	100	541		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045069/SRR2045069.1	SRX1043783		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949246	simple	9606	Homo sapiens	GSM1700507							no					GEO	SRA270447		public	0AC367910CB8F73AED72758F627B07BC	1B446954D54D23256F694DB8359C55F0	3744023	A375_Resistant1_DMSO_6h_R2	Constellation Pharmaceuticals	9606	SRS949246	GSM1700507	A375	A375 resistant clone 1	SL44066	DMSO	A375_resistant_clone_1.DMSO
SAMN03744023	SRR2045070	2016-01-07T15:57:17Z	2015-05-30T02:16:53Z	8603173	860317300	8603173	100	546		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045070/SRR2045070.1	SRX1043783		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949246	simple	9606	Homo sapiens	GSM1700507							no					GEO	SRA270447		public	98BDE0FCF987CC40D93E51AE4C52C2F6	67EAF8E3C1752A51B453651B8256229D	3744023	A375_Resistant1_DMSO_6h_R2	Constellation Pharmaceuticals	9606	SRS949246	GSM1700507	A375	A375 resistant clone 1	SL44066	DMSO	A375_resistant_clone_1.DMSO
SAMN03744024	SRR2045071	2016-01-07T15:57:17Z	2015-05-30T02:16:42Z	9149471	914947100	9149471	100	584		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045071/SRR2045071.1	SRX1043784		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949245	simple	9606	Homo sapiens	GSM1700508							no					GEO	SRA270447		public	24268AC6F5F1658CDBED1446FA774D94	1D690246F25A4842962600EE2C0577F7	3744024	A375_Resistant1_CPI203_6h_R1	Constellation Pharmaceuticals	9606	SRS949245	GSM1700508	A375	A375 resistant clone 1	SL44069	CPI203	A375_resistant_clone_1.CPI203
SAMN03744024	SRR2045072	2016-01-07T15:57:17Z	2015-05-30T02:16:36Z	9006219	900621900	9006219	100	569		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045072/SRR2045072.1	SRX1043784		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949245	simple	9606	Homo sapiens	GSM1700508							no					GEO	SRA270447		public	392906A16DDB2F93563D82F448BD3735	6C6EFEDDC0CBA70C1B9210C72FADA768	3744024	A375_Resistant1_CPI203_6h_R1	Constellation Pharmaceuticals	9606	SRS949245	GSM1700508	A375	A375 resistant clone 1	SL44069	CPI203	A375_resistant_clone_1.CPI203
SAMN03744024	SRR2045073	2016-01-07T15:57:17Z	2015-05-30T02:15:44Z	8936928	893692800	8936928	100	563		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045073/SRR2045073.1	SRX1043784		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949245	simple	9606	Homo sapiens	GSM1700508							no					GEO	SRA270447		public	40E99BEE96C7A4DC9519C354DBC5F945	4CC7F79482A4FF7837F9E5DC3A93A448	3744024	A375_Resistant1_CPI203_6h_R1	Constellation Pharmaceuticals	9606	SRS949245	GSM1700508	A375	A375 resistant clone 1	SL44069	CPI203	A375_resistant_clone_1.CPI203
SAMN03744024	SRR2045074	2016-01-07T15:57:17Z	2015-05-30T02:15:45Z	9011689	901168900	9011689	100	569		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045074/SRR2045074.1	SRX1043784		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949245	simple	9606	Homo sapiens	GSM1700508							no					GEO	SRA270447		public	CCD7DFB3F789EBF67D7FD359D946A133	7C77A876FD3A52D745D75E8D4A064981	3744024	A375_Resistant1_CPI203_6h_R1	Constellation Pharmaceuticals	9606	SRS949245	GSM1700508	A375	A375 resistant clone 1	SL44069	CPI203	A375_resistant_clone_1.CPI203
SAMN03744025	SRR2045075	2016-01-07T15:57:17Z	2015-05-30T02:14:29Z	9900920	990092000	9900920	100	631		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045075/SRR2045075.1	SRX1043785		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949244	simple	9606	Homo sapiens	GSM1700509							no					GEO	SRA270447		public	32ED9011FD1F4FD20FDD4BCC77AD6B6E	4AE95B3E4A1DA4485F068E2B7452C93F	3744025	A375_Resistant1_CPI203_6h_R2	Constellation Pharmaceuticals	9606	SRS949244	GSM1700509	A375	A375 resistant clone 1	SL44070	CPI203	A375_resistant_clone_1.CPI203
SAMN03744025	SRR2045076	2016-01-07T15:57:17Z	2015-05-30T02:14:29Z	9707212	970721200	9707212	100	613		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045076/SRR2045076.1	SRX1043785		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949244	simple	9606	Homo sapiens	GSM1700509							no					GEO	SRA270447		public	1066004D425780C3B3E352BD62767AD1	686F8DEA473B64FB2F576B73C2C453D6	3744025	A375_Resistant1_CPI203_6h_R2	Constellation Pharmaceuticals	9606	SRS949244	GSM1700509	A375	A375 resistant clone 1	SL44070	CPI203	A375_resistant_clone_1.CPI203
SAMN03744025	SRR2045077	2016-01-07T15:57:17Z	2015-05-30T02:14:31Z	9636672	963667200	9636672	100	607		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045077/SRR2045077.1	SRX1043785		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949244	simple	9606	Homo sapiens	GSM1700509							no					GEO	SRA270447		public	D2EBE92B521480320BB13C7D947586F4	FDA17922EAD11DCBF9FE66AC564F6A47	3744025	A375_Resistant1_CPI203_6h_R2	Constellation Pharmaceuticals	9606	SRS949244	GSM1700509	A375	A375 resistant clone 1	SL44070	CPI203	A375_resistant_clone_1.CPI203
SAMN03744025	SRR2045078	2016-01-07T15:57:17Z	2015-05-30T02:14:27Z	9706891	970689100	9706891	100	612		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045078/SRR2045078.1	SRX1043785		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949244	simple	9606	Homo sapiens	GSM1700509							no					GEO	SRA270447		public	CEF135D83172882C9CA6295812E29813	446D54B8EAFCD8DFF999E958654AA9D2	3744025	A375_Resistant1_CPI203_6h_R2	Constellation Pharmaceuticals	9606	SRS949244	GSM1700509	A375	A375 resistant clone 1	SL44070	CPI203	A375_resistant_clone_1.CPI203
SAMN03744026	SRR2045079	2016-01-07T15:57:17Z	2015-05-30T02:13:43Z	10437433	1043743300	10437433	100	663		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045079/SRR2045079.1	SRX1043786		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949243	simple	9606	Homo sapiens	GSM1700510							no					GEO	SRA270447		public	17DC0CBB7F6ECBC83DD97CB05A35FFC3	74047D92BF23B99D8E5E56B94E3D770B	3744026	A375_Resistant4_DMSO_6h_R1	Constellation Pharmaceuticals	9606	SRS949243	GSM1700510	A375	A375 resistant clone 4	SL44073	DMSO	A375_resistant_clone_4.DMSO
SAMN03744026	SRR2045080	2016-01-07T15:57:17Z	2015-05-30T02:13:36Z	10241863	1024186300	10241863	100	644		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045080/SRR2045080.1	SRX1043786		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949243	simple	9606	Homo sapiens	GSM1700510							no					GEO	SRA270447		public	8E0571367381696A7AECD25051958892	7A8B574C3EA08D08F66D0D8D7BB2F1BA	3744026	A375_Resistant4_DMSO_6h_R1	Constellation Pharmaceuticals	9606	SRS949243	GSM1700510	A375	A375 resistant clone 4	SL44073	DMSO	A375_resistant_clone_4.DMSO
SAMN03744026	SRR2045081	2016-01-07T15:57:17Z	2015-05-30T02:09:46Z	10174371	1017437100	10174371	100	638		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045081/SRR2045081.1	SRX1043786		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949243	simple	9606	Homo sapiens	GSM1700510							no					GEO	SRA270447		public	770CBDB56EE671C163A1E13A3118EB76	26EDDDC93C51685EF7DDED7CD8D44FE9	3744026	A375_Resistant4_DMSO_6h_R1	Constellation Pharmaceuticals	9606	SRS949243	GSM1700510	A375	A375 resistant clone 4	SL44073	DMSO	A375_resistant_clone_4.DMSO
SAMN03744026	SRR2045082	2016-01-07T15:57:17Z	2015-05-30T02:09:40Z	10258575	1025857500	10258575	100	645		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045082/SRR2045082.1	SRX1043786		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949243	simple	9606	Homo sapiens	GSM1700510							no					GEO	SRA270447		public	1D5EF0A1C5E9FA8B7D8CAB8D8CD959F2	FF2A1117D11CA4FB078F6E83D8FADFFF	3744026	A375_Resistant4_DMSO_6h_R1	Constellation Pharmaceuticals	9606	SRS949243	GSM1700510	A375	A375 resistant clone 4	SL44073	DMSO	A375_resistant_clone_4.DMSO
SAMN03744027	SRR2045083	2016-01-07T15:57:17Z	2015-05-30T02:09:46Z	10491954	1049195400	10491954	100	666		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045083/SRR2045083.1	SRX1043787		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949242	simple	9606	Homo sapiens	GSM1700511							no					GEO	SRA270447		public	3A6286458950711E243D054C20666FBC	9374F9DEB8B30E495F4D6CE761290DDA	3744027	A375_Resistant4_DMSO_6h_R2	Constellation Pharmaceuticals	9606	SRS949242	GSM1700511	A375	A375 resistant clone 4	SL44074	DMSO	A375_resistant_clone_4.DMSO
SAMN03744027	SRR2045084	2016-01-07T15:57:17Z	2015-05-30T02:09:54Z	10320760	1032076000	10320760	100	649		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045084/SRR2045084.1	SRX1043787		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949242	simple	9606	Homo sapiens	GSM1700511							no					GEO	SRA270447		public	A01AC634FA771BA1DE8198E9189EAE2A	6D61459D0FB241D7B1A641A658865333	3744027	A375_Resistant4_DMSO_6h_R2	Constellation Pharmaceuticals	9606	SRS949242	GSM1700511	A375	A375 resistant clone 4	SL44074	DMSO	A375_resistant_clone_4.DMSO
SAMN03744027	SRR2045085	2016-01-07T15:57:17Z	2015-05-30T02:09:38Z	10239288	1023928800	10239288	100	643		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045085/SRR2045085.1	SRX1043787		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949242	simple	9606	Homo sapiens	GSM1700511							no					GEO	SRA270447		public	B4869F0D4B97F84228C345F9BA1D6535	EA7BB0A4B6BDB5E908FA0E0A4D22F152	3744027	A375_Resistant4_DMSO_6h_R2	Constellation Pharmaceuticals	9606	SRS949242	GSM1700511	A375	A375 resistant clone 4	SL44074	DMSO	A375_resistant_clone_4.DMSO
SAMN03744027	SRR2045086	2016-01-07T15:57:17Z	2015-05-30T02:09:43Z	10320959	1032095900	10320959	100	649		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045086/SRR2045086.1	SRX1043787		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949242	simple	9606	Homo sapiens	GSM1700511							no					GEO	SRA270447		public	FE55B26994A9DC67FCD81080D4CFD0C8	73C045D5BED08A24F3DEBA8F774FC77A	3744027	A375_Resistant4_DMSO_6h_R2	Constellation Pharmaceuticals	9606	SRS949242	GSM1700511	A375	A375 resistant clone 4	SL44074	DMSO	A375_resistant_clone_4.DMSO
SAMN03744005	SRR2045087	2016-01-07T15:57:17Z	2015-05-30T02:09:33Z	8913918	891391800	8913918	100	579		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045087/SRR2045087.1	SRX1043788		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949241	simple	9606	Homo sapiens	GSM1700512							no					GEO	SRA270447		public	A999D80A5C5065BA7E3CA37C139FFF53	EEC7D5C5A77600D1F42972A718A766FE	3744005	A375_Resistant4_CPI203_6h_R1	Constellation Pharmaceuticals	9606	SRS949241	GSM1700512	A375	A375 resistant clone 4	SL44077	CPI203	A375_resistant_clone_4.CPI203
SAMN03744005	SRR2045088	2016-01-07T15:57:17Z	2015-05-30T02:09:33Z	8878851	887885100	8878851	100	576		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045088/SRR2045088.1	SRX1043788		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949241	simple	9606	Homo sapiens	GSM1700512							no					GEO	SRA270447		public	0F2A2E3B57F2E41D649B3D4A6413438C	B2D2DB847696EB5911A169ADD0005728	3744005	A375_Resistant4_CPI203_6h_R1	Constellation Pharmaceuticals	9606	SRS949241	GSM1700512	A375	A375 resistant clone 4	SL44077	CPI203	A375_resistant_clone_4.CPI203
SAMN03744005	SRR2045089	2016-01-07T15:57:17Z	2015-05-30T02:09:18Z	8693933	869393300	8693933	100	568		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045089/SRR2045089.1	SRX1043788		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949241	simple	9606	Homo sapiens	GSM1700512							no					GEO	SRA270447		public	75D7263BEFACE703A5CBF9E89CFC6CBD	F83C57EF6E5F7D641813CB015CA1C8E0	3744005	A375_Resistant4_CPI203_6h_R1	Constellation Pharmaceuticals	9606	SRS949241	GSM1700512	A375	A375 resistant clone 4	SL44077	CPI203	A375_resistant_clone_4.CPI203
SAMN03744005	SRR2045090	2016-01-07T15:57:17Z	2015-05-30T02:09:26Z	8261694	826169400	8261694	100	550		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045090/SRR2045090.1	SRX1043788		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949241	simple	9606	Homo sapiens	GSM1700512							no					GEO	SRA270447		public	FA98FF5273B0CBA00312357257C252CC	8C02B4F2D7D1F74AFE3949E362EED973	3744005	A375_Resistant4_CPI203_6h_R1	Constellation Pharmaceuticals	9606	SRS949241	GSM1700512	A375	A375 resistant clone 4	SL44077	CPI203	A375_resistant_clone_4.CPI203
SAMN03744004	SRR2045091	2016-01-07T15:57:17Z	2015-05-30T02:09:35Z	9560372	956037200	9560372	100	620		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045091/SRR2045091.1	SRX1043789		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949240	simple	9606	Homo sapiens	GSM1700513							no					GEO	SRA270447		public	0BBC034B1852B9B1F13BA69833457D62	7D3551818007FE59C7471907FBCC1DDE	3744004	A375_Resistant4_CPI203_6h_R2	Constellation Pharmaceuticals	9606	SRS949240	GSM1700513	A375	A375 resistant clone 4	SL44078	CPI203	A375_resistant_clone_4.CPI203
SAMN03744004	SRR2045092	2016-01-07T15:57:17Z	2015-05-30T02:09:35Z	9520171	952017100	9520171	100	618		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045092/SRR2045092.1	SRX1043789		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949240	simple	9606	Homo sapiens	GSM1700513							no					GEO	SRA270447		public	4FD94177F4C76A4AC154014519FB30DD	7F60A53A21CB4E5270FB68C4AC20C1C3	3744004	A375_Resistant4_CPI203_6h_R2	Constellation Pharmaceuticals	9606	SRS949240	GSM1700513	A375	A375 resistant clone 4	SL44078	CPI203	A375_resistant_clone_4.CPI203
SAMN03744004	SRR2045093	2016-01-07T15:57:17Z	2015-05-30T02:09:28Z	9313333	931333300	9313333	100	608		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2045093/SRR2045093.1	SRX1043789		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP058856	PRJNA285337	2	285337	SRS949240	simple	9606	Homo sapiens	GSM1700513							no					GEO	SRA270447		public	A22EBF02A81A8BDD50F6FF8D8523551E	6EF536269B178E8D1FE8ABA223CBA1AD	3744004	A375_Resistant4_CPI203_6h_R2	Constellation Pharmaceuticals	9606	SRS949240	GSM1700513	A375	A375 resistant clone 4	SL44078	CPI203	A375_resistant_clone_4.CPI203
