BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	compound	genotype	source_name	time course	group
SAMN20169185	SRR15100778	2021-07-17T08:28:42Z	2021-07-12T11:47:42Z	5987523	299376150	0	50	109		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100778/SRR15100778.lite.1	SRX11410511		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454146	simple	9606	Homo sapiens	GSM5436595							no					GEO	SRA1257618		public	365A79055BCF0891B165B5FFB2ECEBBC	CFAF8583585102CE46640283C2EFD3F3	20169185	SLFN11_KO2_cntrl_24h_9	AstraZeneca	9606	SRS9454146	GSM5436595	cntrl	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.cntrl.24h
SAMN20169185	SRR15100779	2021-07-17T08:28:42Z	2021-07-12T11:53:46Z	6298151	314907550	0	50	114		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100779/SRR15100779.lite.1	SRX11410511		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454146	simple	9606	Homo sapiens	GSM5436595							no					GEO	SRA1257618		public	9C40C3865F547EA8F3CD1A35B74D7E4A	196AC885E095C5113BD6B8918F01897B	20169185	SLFN11_KO2_cntrl_24h_9	AstraZeneca	9606	SRS9454146	GSM5436595	cntrl	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.cntrl.24h
SAMN20169185	SRR15100780	2021-07-17T08:28:42Z	2021-07-12T11:39:39Z	5736065	286803250	0	50	103		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100780/SRR15100780.lite.1	SRX11410511		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454146	simple	9606	Homo sapiens	GSM5436595							no					GEO	SRA1257618		public	005C4729E7786AD908D2B80DCAC0B1CB	F0562EC47DB58B06099A4E4C2F2B21E6	20169185	SLFN11_KO2_cntrl_24h_9	AstraZeneca	9606	SRS9454146	GSM5436595	cntrl	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.cntrl.24h
SAMN20169186	SRR15100771	2021-07-17T08:28:42Z	2021-07-12T11:34:05Z	4680718	234035900	0	50	85		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100771/SRR15100771.lite.1	SRX11410510		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454145	simple	9606	Homo sapiens	GSM5436594							no					GEO	SRA1257618		public	6D46038C6CCD8685FBD1E9137587F8C6	1F9E2869785694406C8FA2A31B82935C	20169186	SLFN11_KO2_cntrl_24h_33	AstraZeneca	9606	SRS9454145	GSM5436594	cntrl	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.cntrl.24h
SAMN20169186	SRR15100772	2021-07-17T08:28:42Z	2021-07-12T11:34:59Z	5048087	252404350	0	50	91		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100772/SRR15100772.lite.1	SRX11410510		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454145	simple	9606	Homo sapiens	GSM5436594							no					GEO	SRA1257618		public	37EF8914B93F0AB682C390488F3D4674	D18CD200E64B80EABEED1F6E02FB1E91	20169186	SLFN11_KO2_cntrl_24h_33	AstraZeneca	9606	SRS9454145	GSM5436594	cntrl	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.cntrl.24h
SAMN20169186	SRR15100773	2021-07-17T08:28:42Z	2021-07-12T11:47:51Z	7019114	350955700	0	50	125		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100773/SRR15100773.lite.1	SRX11410510		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454145	simple	9606	Homo sapiens	GSM5436594							no					GEO	SRA1257618		public	216E4DFE224ECC0CE885CE91A46A9387	BF4CE536F317929E02FCE922C4AAAB11	20169186	SLFN11_KO2_cntrl_24h_33	AstraZeneca	9606	SRS9454145	GSM5436594	cntrl	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.cntrl.24h
SAMN20169186	SRR15100774	2021-07-17T08:28:42Z	2021-07-12T11:38:18Z	4795358	239767900	0	50	87		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100774/SRR15100774.lite.1	SRX11410510		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454145	simple	9606	Homo sapiens	GSM5436594							no					GEO	SRA1257618		public	4943F53C2A6361A0C2F899167F3D5FB4	54BB0925A92CC0268D15A393DF50FB34	20169186	SLFN11_KO2_cntrl_24h_33	AstraZeneca	9606	SRS9454145	GSM5436594	cntrl	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.cntrl.24h
SAMN20169186	SRR15100775	2021-07-17T08:28:42Z	2021-07-12T11:36:24Z	4653610	232680500	0	50	84		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100775/SRR15100775.lite.1	SRX11410510		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454145	simple	9606	Homo sapiens	GSM5436594							no					GEO	SRA1257618		public	8BEF17FC14449D9E37A513F412FBF11C	772B0FF8517B1133ACC453E34B3FD946	20169186	SLFN11_KO2_cntrl_24h_33	AstraZeneca	9606	SRS9454145	GSM5436594	cntrl	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.cntrl.24h
SAMN20169187	SRR15100761	2021-07-17T08:28:41Z	2021-07-12T11:43:36Z	4925437	246271850	0	50	89		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100761/SRR15100761.lite.1	SRX11410508		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454143	simple	9606	Homo sapiens	GSM5436592							no					GEO	SRA1257618		public	36EE8D41319972BC923E5803D648E240	5220463D360729A75E7F3D391C065AAC	20169187	SLFN11_KO2_100nM_Gem_6h_6	AstraZeneca	9606	SRS9454143	GSM5436592	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169187	SRR15100762	2021-07-17T08:28:41Z	2021-07-12T11:42:06Z	5358539	267926950	0	50	97		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100762/SRR15100762.lite.1	SRX11410508		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454143	simple	9606	Homo sapiens	GSM5436592							no					GEO	SRA1257618		public	080DE5D0ECB38B6104E8BBC62E79DA6E	166A0CF97C9A80A9439BB8241A7D832C	20169187	SLFN11_KO2_100nM_Gem_6h_6	AstraZeneca	9606	SRS9454143	GSM5436592	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169187	SRR15100763	2021-07-17T08:28:41Z	2021-07-12T11:42:31Z	5075504	253775200	0	50	93		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100763/SRR15100763.lite.1	SRX11410508		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454143	simple	9606	Homo sapiens	GSM5436592							no					GEO	SRA1257618		public	A196D790F0FEBD48CF2F0FF1F831344E	AC6232F315F3D33403772A7BBA08F648	20169187	SLFN11_KO2_100nM_Gem_6h_6	AstraZeneca	9606	SRS9454143	GSM5436592	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169187	SRR15100764	2021-07-17T08:28:41Z	2021-07-12T11:38:03Z	4959911	247995550	0	50	90		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100764/SRR15100764.lite.1	SRX11410508		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454143	simple	9606	Homo sapiens	GSM5436592							no					GEO	SRA1257618		public	D7CA2129D57B7E1B49DFC5A20BA7337F	9FC953691A2FB63C1E1E612126C845A3	20169187	SLFN11_KO2_100nM_Gem_6h_6	AstraZeneca	9606	SRS9454143	GSM5436592	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169187	SRR15100765	2021-07-17T08:28:41Z	2021-07-12T11:47:41Z	7416660	370833000	0	50	133		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100765/SRR15100765.lite.1	SRX11410508		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454143	simple	9606	Homo sapiens	GSM5436592							no					GEO	SRA1257618		public	412DDC9068773A5C127C328E3EB2B17D	DB95C744C92B709C2086CC66181EBC4B	20169187	SLFN11_KO2_100nM_Gem_6h_6	AstraZeneca	9606	SRS9454143	GSM5436592	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169188	SRR15100756	2021-07-17T08:28:41Z	2021-07-12T11:38:11Z	5609505	280475250	0	50	102		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100756/SRR15100756.lite.1	SRX11410507		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454142	simple	9606	Homo sapiens	GSM5436591							no					GEO	SRA1257618		public	971EE9352C62B187A7F7EBA58E9A7E1F	814EAD39D919828B6EDAB19256E05DC0	20169188	SLFN11_KO2_100nM_Gem_6h_30	AstraZeneca	9606	SRS9454142	GSM5436591	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169188	SRR15100757	2021-07-17T08:28:41Z	2021-07-12T11:39:17Z	6073856	303692800	0	50	111		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100757/SRR15100757.lite.1	SRX11410507		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454142	simple	9606	Homo sapiens	GSM5436591							no					GEO	SRA1257618		public	3C7358347D9D2D15960006EC5D21B280	F4A757D1D55989D920451D8034960598	20169188	SLFN11_KO2_100nM_Gem_6h_30	AstraZeneca	9606	SRS9454142	GSM5436591	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169188	SRR15100758	2021-07-17T08:28:41Z	2021-07-12T11:39:45Z	5771270	288563500	0	50	106		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100758/SRR15100758.lite.1	SRX11410507		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454142	simple	9606	Homo sapiens	GSM5436591							no					GEO	SRA1257618		public	C9C94450E02882F995ADE573C5AF8C88	3BA59F2AFD3BB5C1123DA0C0118FCA2B	20169188	SLFN11_KO2_100nM_Gem_6h_30	AstraZeneca	9606	SRS9454142	GSM5436591	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169188	SRR15100759	2021-07-17T08:28:41Z	2021-07-12T11:36:41Z	5635458	281772900	0	50	103		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100759/SRR15100759.lite.1	SRX11410507		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454142	simple	9606	Homo sapiens	GSM5436591							no					GEO	SRA1257618		public	3FFF01A0E63971316E72783F168BEBF7	4EA31EDEDFA77EA1C1DEBD253320E264	20169188	SLFN11_KO2_100nM_Gem_6h_30	AstraZeneca	9606	SRS9454142	GSM5436591	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169188	SRR15100760	2021-07-17T08:28:41Z	2021-07-12T11:57:47Z	8525616	426280800	0	50	153		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100760/SRR15100760.lite.1	SRX11410507		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454142	simple	9606	Homo sapiens	GSM5436591							no					GEO	SRA1257618		public	FD2622280FDCB1AAA1DF379C55CEB02A	564B57519B2E0D5FC9B13F4F598FEDAF	20169188	SLFN11_KO2_100nM_Gem_6h_30	AstraZeneca	9606	SRS9454142	GSM5436591	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169189	SRR15100751	2021-07-17T08:28:41Z	2021-07-12T11:27:08Z	4124634	206231700	0	50	76		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100751/SRR15100751.lite.1	SRX11410506		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454141	simple	9606	Homo sapiens	GSM5436590							no					GEO	SRA1257618		public	727BB640FF0EE484A6E04A2726884286	5692F75F77971C971C5A6B0EEA27F19F	20169189	SLFN11_KO2_100nM_Gem_6h_18	AstraZeneca	9606	SRS9454141	GSM5436590	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169189	SRR15100752	2021-07-17T08:28:41Z	2021-07-12T11:30:49Z	4224439	211221950	0	50	78		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100752/SRR15100752.lite.1	SRX11410506		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454141	simple	9606	Homo sapiens	GSM5436590							no					GEO	SRA1257618		public	BDC92DDADEEC691B5C3EFCFF572D1C76	13B8800782BD22A09E58A57AE988FE91	20169189	SLFN11_KO2_100nM_Gem_6h_18	AstraZeneca	9606	SRS9454141	GSM5436590	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169189	SRR15100753	2021-07-17T08:28:41Z	2021-07-12T11:38:09Z	6158469	307923450	0	50	111		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100753/SRR15100753.lite.1	SRX11410506		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454141	simple	9606	Homo sapiens	GSM5436590							no					GEO	SRA1257618		public	A5E55D8F9BEFF8A7B10146FEB9BD61C1	CBC344325DF1DCB0CC18DEF57C2BC86C	20169189	SLFN11_KO2_100nM_Gem_6h_18	AstraZeneca	9606	SRS9454141	GSM5436590	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169189	SRR15100754	2021-07-17T08:28:41Z	2021-07-12T11:28:41Z	4437182	221859100	0	50	81		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100754/SRR15100754.lite.1	SRX11410506		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454141	simple	9606	Homo sapiens	GSM5436590							no					GEO	SRA1257618		public	31D93ABB472B378542A8152F5B6E454C	AC656FEACD190AC163E4023735D4F3A1	20169189	SLFN11_KO2_100nM_Gem_6h_18	AstraZeneca	9606	SRS9454141	GSM5436590	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169189	SRR15100755	2021-07-17T08:28:41Z	2021-07-12T11:28:34Z	4060822	203041100	0	50	74		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100755/SRR15100755.lite.1	SRX11410506		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454141	simple	9606	Homo sapiens	GSM5436590							no					GEO	SRA1257618		public	24A671689E12423009F427D1E52AA4BE	0FBC9324AC9728EDDF91F3C1E591EE65	20169189	SLFN11_KO2_100nM_Gem_6h_18	AstraZeneca	9606	SRS9454141	GSM5436590	Gem	KO 2	DU145 SLFN11 knockout	6h	DU145.SLFN11.KO.2.Gem.100nM.6h
SAMN20169190	SRR15100746	2021-07-17T08:28:41Z	2021-07-12T11:41:40Z	7009867	350493350	0	50	126		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100746/SRR15100746.lite.1	SRX11410505		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454140	simple	9606	Homo sapiens	GSM5436589							no					GEO	SRA1257618		public	D3ED0464977CF8E1428D9058B46D977E	79B85838458E252C925BCD62157936B3	20169190	SLFN11_KO2_100nM_Gem_24h_36	AstraZeneca	9606	SRS9454140	GSM5436589	Gem	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.Gem.100nM.24h
SAMN20169190	SRR15100747	2021-07-17T08:28:41Z	2021-07-12T11:45:00Z	7096563	354828150	0	50	128		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100747/SRR15100747.lite.1	SRX11410505		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454140	simple	9606	Homo sapiens	GSM5436589							no					GEO	SRA1257618		public	3C691B16B823E98631A5E6E6F5C4F0C5	8BA71B7C25EDC2492157C25C674B14FA	20169190	SLFN11_KO2_100nM_Gem_24h_36	AstraZeneca	9606	SRS9454140	GSM5436589	Gem	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.Gem.100nM.24h
SAMN20169190	SRR15100748	2021-07-17T08:28:41Z	2021-07-12T11:44:40Z	7278568	363928400	0	50	132		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100748/SRR15100748.lite.1	SRX11410505		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454140	simple	9606	Homo sapiens	GSM5436589							no					GEO	SRA1257618		public	B46D1FFCA8A14995DEC94D7FEACAA2CF	90469E3BB66301D80967FE10C3906E77	20169190	SLFN11_KO2_100nM_Gem_24h_36	AstraZeneca	9606	SRS9454140	GSM5436589	Gem	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.Gem.100nM.24h
SAMN20169190	SRR15100749	2021-07-17T08:28:41Z	2021-07-12T11:46:11Z	7648423	382421150	0	50	138		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100749/SRR15100749.lite.1	SRX11410505		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454140	simple	9606	Homo sapiens	GSM5436589							no					GEO	SRA1257618		public	7D3E246A087DAE19F2F5636FCC74945D	55B00CADB97523D505F2A52906B08AFE	20169190	SLFN11_KO2_100nM_Gem_24h_36	AstraZeneca	9606	SRS9454140	GSM5436589	Gem	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.Gem.100nM.24h
SAMN20169190	SRR15100750	2021-07-17T08:28:41Z	2021-07-13T05:28:05Z	10581710	529085500	0	50	188		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100750/SRR15100750.lite.1	SRX11410505		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454140	simple	9606	Homo sapiens	GSM5436589							no					GEO	SRA1257618		public	571B5BAA4B5752C2919E8D23382B60A5	2CAE74B8B1B594D056C20E387A9AB257	20169190	SLFN11_KO2_100nM_Gem_24h_36	AstraZeneca	9606	SRS9454140	GSM5436589	Gem	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.Gem.100nM.24h
SAMN20169191	SRR15100741	2021-07-17T08:28:41Z	2021-07-12T12:01:59Z	9408034	470401700	0	50	167		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100741/SRR15100741.lite.1	SRX11410504		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454139	simple	9606	Homo sapiens	GSM5436588							no					GEO	SRA1257618		public	C46C525A5C76FF7660C806DC70269A22	8962227F66CDCD9DC1144466318571E1	20169191	SLFN11_KO2_100nM_Gem_24h_24	AstraZeneca	9606	SRS9454139	GSM5436588	Gem	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.Gem.100nM.24h
SAMN20169191	SRR15100742	2021-07-17T08:28:41Z	2021-07-12T11:38:14Z	6414032	320701600	0	50	115		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100742/SRR15100742.lite.1	SRX11410504		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454139	simple	9606	Homo sapiens	GSM5436588							no					GEO	SRA1257618		public	0671796603337FC44786E5C254F67312	D636F2FE220D49C76F10F009853BE4FE	20169191	SLFN11_KO2_100nM_Gem_24h_24	AstraZeneca	9606	SRS9454139	GSM5436588	Gem	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.Gem.100nM.24h
SAMN20169191	SRR15100743	2021-07-17T08:28:41Z	2021-07-12T11:39:25Z	6539714	326985700	0	50	118		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100743/SRR15100743.lite.1	SRX11410504		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454139	simple	9606	Homo sapiens	GSM5436588							no					GEO	SRA1257618		public	9771E7087D4413B342BABBCB830964D3	5BB6A6D2F81FFEFA66CED9903E130C3D	20169191	SLFN11_KO2_100nM_Gem_24h_24	AstraZeneca	9606	SRS9454139	GSM5436588	Gem	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.Gem.100nM.24h
SAMN20169191	SRR15100744	2021-07-17T08:28:41Z	2021-07-12T11:41:31Z	6859646	342982300	0	50	123		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100744/SRR15100744.lite.1	SRX11410504		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454139	simple	9606	Homo sapiens	GSM5436588							no					GEO	SRA1257618		public	D4AB67C002A937103E3603700CA2004A	A929F9B1CB0EDD80739A00E60BDBB648	20169191	SLFN11_KO2_100nM_Gem_24h_24	AstraZeneca	9606	SRS9454139	GSM5436588	Gem	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.Gem.100nM.24h
SAMN20169191	SRR15100745	2021-07-17T08:28:41Z	2021-07-12T11:34:31Z	6256683	312834150	0	50	112		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15100/SRR15100745/SRR15100745.lite.1	SRX11410504		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327912	PRJNA745556	3	745556	SRS9454139	simple	9606	Homo sapiens	GSM5436588							no					GEO	SRA1257618		public	97B293DD4085F29DCB52CF9B760B0FC0	015847A288E60A53958F850350B3EA5D	20169191	SLFN11_KO2_100nM_Gem_24h_24	AstraZeneca	9606	SRS9454139	GSM5436588	Gem	KO 2	DU145 SLFN11 knockout	24h	DU145.SLFN11.KO.2.Gem.100nM.24h
