BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	genotype/variation	source_name	treatment	group
SAMN11810209	SRR9104895	2019-08-30T16:32:10Z	2019-05-22T04:36:02Z	3644159	273311925	0	75	72	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104895/SRR9104895.1	SRX5879846		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802609	simple	9606	Homo sapiens	GSM3790460							no					GEO	SRA889226		public	7C83AF0127B434824E9EF56E3526CB77	08F54EB60CEE5F86BA939A512AED9782	11810209	K562 Daunorubicin M237I_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802609	GSM3790460	K562	M237I	Acute myeloid leukemia cell line	Daunorubicin	K562.M237I.Daunorubicin
SAMN11810208	SRR9104896	2019-08-30T16:32:10Z	2019-05-22T04:26:35Z	5559758	416981850	0	75	108	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104896/SRR9104896.1	SRX5879847		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802610	simple	9606	Homo sapiens	GSM3790461							no					GEO	SRA889226		public	65EF7B15BD253DD5EE7EE5C0FECBE4EF	F1892EF243459AAF03768EF47E95E357	11810208	K562 Daunorubicin R248Q_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802610	GSM3790461	K562	R248Q	Acute myeloid leukemia cell line	Daunorubicin	K562.R248Q.Daunorubicin
SAMN11810207	SRR9104897	2019-08-30T16:32:10Z	2019-05-22T04:36:20Z	6523087	489231525	0	75	124	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104897/SRR9104897.1	SRX5879848		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802611	simple	9606	Homo sapiens	GSM3790462							no					GEO	SRA889226		public	F71822305DB70F67D650071507FA8236	87C602E7893878FE6C6D6601DA022815	11810207	K562 Daunorubicin R248Q_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802611	GSM3790462	K562	R248Q	Acute myeloid leukemia cell line	Daunorubicin	K562.R248Q.Daunorubicin
SAMN11810206	SRR9104898	2019-08-30T16:32:10Z	2019-05-22T04:35:56Z	4837711	362828325	0	75	94	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104898/SRR9104898.1	SRX5879849		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802612	simple	9606	Homo sapiens	GSM3790463							no					GEO	SRA889226		public	19AD5F94EE0FC1D5C03768AAE3ACD3F8	997A679D0B612E9D9E72D603E7D4A366	11810206	K562 Daunorubicin R248Q_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802612	GSM3790463	K562	R248Q	Acute myeloid leukemia cell line	Daunorubicin	K562.R248Q.Daunorubicin
SAMN11810205	SRR9104899	2019-08-30T16:32:10Z	2019-05-22T04:28:44Z	6173014	462976050	0	75	119	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9104899/SRR9104899.1	SRX5879850		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802613	simple	9606	Homo sapiens	GSM3790464							no					GEO	SRA889226		public	31C96CD3448984B7C3EB642A83AE5406	4F27B75462B7F1696B7E3FE46A1E37CC	11810205	K562 Daunorubicin R273H_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802613	GSM3790464	K562	R273H	Acute myeloid leukemia cell line	Daunorubicin	K562.R273H.Daunorubicin
SAMN11810204	SRR9104900	2019-08-30T16:32:10Z	2019-05-22T04:37:14Z	7659795	574484625	0	75	153	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9104900/SRR9104900.1	SRX5879851		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802614	simple	9606	Homo sapiens	GSM3790465							no					GEO	SRA889226		public	7422CC73ABD3CFC19CAB33529DEB2622	8527D597DF8EB7B6F1BF7837EED55233	11810204	K562 Daunorubicin R273H_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802614	GSM3790465	K562	R273H	Acute myeloid leukemia cell line	Daunorubicin	K562.R273H.Daunorubicin
SAMN11810232	SRR9104901	2019-08-30T16:32:10Z	2019-05-22T04:39:14Z	13048690	978651750	0	75	243	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104901/SRR9104901.1	SRX5879852		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802615	simple	9606	Homo sapiens	GSM3790466							no					GEO	SRA889226		public	86B8F92095CF1B4CC9B38903851CA681	C5DB8C15102706C95917AC35C3D41FDC	11810232	K562 Daunorubicin R273H_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802615	GSM3790466	K562	R273H	Acute myeloid leukemia cell line	Daunorubicin	K562.R273H.Daunorubicin
SAMN11810231	SRR9104902	2019-08-30T16:32:10Z	2019-05-22T04:37:16Z	7032004	527400300	0	75	138	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9104902/SRR9104902.1	SRX5879853		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802616	simple	9606	Homo sapiens	GSM3790467							no					GEO	SRA889226		public	15CBDFD665767AC0779586BC613CADFB	108516B69E939B136837DB30CE99FF64	11810231	K562 Daunorubicin R282W_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802616	GSM3790467	K562	R282W	Acute myeloid leukemia cell line	Daunorubicin	K562.R282W.Daunorubicin
SAMN11810230	SRR9104903	2019-08-30T16:32:10Z	2019-05-22T04:36:22Z	4496359	337226925	0	75	88	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104903/SRR9104903.1	SRX5879854		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802617	simple	9606	Homo sapiens	GSM3790468							no					GEO	SRA889226		public	EA95A6CEADD2A5B12B127C7A557A0AA5	8C26951925206F2984F57A00338C0371	11810230	K562 Daunorubicin R282W_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802617	GSM3790468	K562	R282W	Acute myeloid leukemia cell line	Daunorubicin	K562.R282W.Daunorubicin
SAMN11810229	SRR9104904	2019-08-30T16:32:10Z	2019-05-22T04:36:21Z	6202342	465175650	0	75	119	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104904/SRR9104904.1	SRX5879855		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802618	simple	9606	Homo sapiens	GSM3790469							no					GEO	SRA889226		public	68AD4ACF691C56121C37F4B62E579A7E	229EB55DCA371CF738C11F98A55A5C63	11810229	K562 Daunorubicin R282W_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802618	GSM3790469	K562	R282W	Acute myeloid leukemia cell line	Daunorubicin	K562.R282W.Daunorubicin
SAMN11810228	SRR9104905	2019-08-30T16:32:10Z	2019-05-22T04:26:23Z	5553024	416476800	0	75	110	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104905/SRR9104905.1	SRX5879856		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802619	simple	9606	Homo sapiens	GSM3790470							no					GEO	SRA889226		public	C4C628BB1CAAB9F0207F5A1DEA8C4890	156BFFE7A88A29C91F8F33F0B04D9D0F	11810228	K562 Daunorubicin KO_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802619	GSM3790470	K562	KO	Acute myeloid leukemia cell line	Daunorubicin	K562.KO.Daunorubicin
SAMN11810227	SRR9104906	2019-08-30T16:32:10Z	2019-05-22T04:36:21Z	7164439	537332925	0	75	136	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104906/SRR9104906.1	SRX5879857		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802620	simple	9606	Homo sapiens	GSM3790471							no					GEO	SRA889226		public	4D800841FEF0EB0A60C3E6723ED2BA75	D6DA2016902BC6B76B5C42AD4CACC77E	11810227	K562 Daunorubicin KO_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802620	GSM3790471	K562	KO	Acute myeloid leukemia cell line	Daunorubicin	K562.KO.Daunorubicin
SAMN11810226	SRR9104907	2019-08-30T16:32:10Z	2019-05-22T04:35:58Z	5111578	383368350	0	75	102	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9104907/SRR9104907.1	SRX5879858		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802621	simple	9606	Homo sapiens	GSM3790472							no					GEO	SRA889226		public	984DAAB82807F9C0B5F7BD3D78C1EEC0	C9D1C34AE31CCC7F3BFDCD6F295511FB	11810226	K562 Daunorubicin KO_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802621	GSM3790472	K562	KO	Acute myeloid leukemia cell line	Daunorubicin	K562.KO.Daunorubicin
SAMN11810225	SRR9104908	2019-08-30T16:32:10Z	2019-05-22T04:28:22Z	5872204	440415300	0	75	113	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104908/SRR9104908.1	SRX5879859		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802622	simple	9606	Homo sapiens	GSM3790473							no					GEO	SRA889226		public	FDBDBCBF9C83117709B2E0829EE762D7	14157B4674ECF7C8B7F8A7758917A00B	11810225	K562 Daunorubicin WT_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802622	GSM3790473	K562	WT	Acute myeloid leukemia cell line	Daunorubicin	K562.WT.Daunorubicin
SAMN11810224	SRR9104909	2019-08-30T16:32:10Z	2019-05-22T04:35:51Z	7509190	563189250	0	75	147	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9104909/SRR9104909.1	SRX5879860		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802623	simple	9606	Homo sapiens	GSM3790474							no					GEO	SRA889226		public	9843B3970B94F4CB5769D2BFAEB1EE64	7573657F113014F05C787020F5839242	11810224	K562 Daunorubicin WT_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802623	GSM3790474	K562	WT	Acute myeloid leukemia cell line	Daunorubicin	K562.WT.Daunorubicin
SAMN11810223	SRR9104910	2019-08-30T16:32:10Z	2019-05-22T04:36:26Z	5452636	408947700	0	75	105	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104910/SRR9104910.1	SRX5879861		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802624	simple	9606	Homo sapiens	GSM3790475							no					GEO	SRA889226		public	52D39571F73831A6237AF3AB2778332B	F329315D35BD949D1ABFE0B38C45491C	11810223	K562 Daunorubicin WT_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802624	GSM3790475	K562	WT	Acute myeloid leukemia cell line	Daunorubicin	K562.WT.Daunorubicin
SAMN11810222	SRR9104911	2019-08-30T16:32:10Z	2019-05-22T04:30:20Z	22635212	1697640900	0	75	529	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104911/SRR9104911.1	SRX5879862		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802625	simple	9606	Homo sapiens	GSM3790476							no					GEO	SRA889226		public	BEDE01CC2EA23D2F01FBDAA1B6FF1287	AD53601BFDB4EEEB3435559ECD420270	11810222	MOLM13 DMSO R175H_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802625	GSM3790476	MOLM13	R175H	Acute myeloid leukemia cell line	DMSO	MOLM13.R175H.DMSO
SAMN11810221	SRR9104912	2019-08-30T16:32:10Z	2019-05-22T04:38:12Z	44350182	3326263650	0	75	1031	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9104912/SRR9104912.1	SRX5879863		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802626	simple	9606	Homo sapiens	GSM3790477							no					GEO	SRA889226		public	AFCB4DE02DB60EB792C1C686E18E687C	3EF5E8BD5F318953B6683081A4DD3755	11810221	MOLM13 DMSO R175H_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802626	GSM3790477	MOLM13	R175H	Acute myeloid leukemia cell line	DMSO	MOLM13.R175H.DMSO
SAMN11810220	SRR9104913	2019-08-30T16:32:10Z	2019-05-22T04:33:37Z	22904645	1717848375	0	75	533	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9104913/SRR9104913.1	SRX5879864		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802627	simple	9606	Homo sapiens	GSM3790478							no					GEO	SRA889226		public	3162814DDC3F4F92E8779D7A7265AA64	43A7207FF078DFD41E0CD453FABBAFDC	11810220	MOLM13 DMSO R175H_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802627	GSM3790478	MOLM13	R175H	Acute myeloid leukemia cell line	DMSO	MOLM13.R175H.DMSO
SAMN11810172	SRR9104914	2019-08-30T16:32:10Z	2019-05-22T04:28:27Z	21779283	1633446225	0	75	503	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9104914/SRR9104914.1	SRX5879865		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802628	simple	9606	Homo sapiens	GSM3790479							no					GEO	SRA889226		public	9E991A1BE391068E2785D961B26D6B5E	94CF814E2C5BE333F7C2B161E6D6B0A6	11810172	MOLM13 DMSO Y220C_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802628	GSM3790479	MOLM13	Y220C	Acute myeloid leukemia cell line	DMSO	MOLM13.Y220C.DMSO
SAMN11810171	SRR9104915	2019-08-30T16:32:10Z	2019-05-22T04:33:03Z	33747712	2531078400	0	75	769	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9104915/SRR9104915.1	SRX5879866		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802629	simple	9606	Homo sapiens	GSM3790480							no					GEO	SRA889226		public	FF7847E22272E96184F6F7A9B7655977	DF46E83AD41BB7F322AAC6245DF2C106	11810171	MOLM13 DMSO Y220C_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802629	GSM3790480	MOLM13	Y220C	Acute myeloid leukemia cell line	DMSO	MOLM13.Y220C.DMSO
SAMN11810219	SRR9104916	2019-08-30T16:32:10Z	2019-05-22T04:29:11Z	21172285	1587921375	0	75	502	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9104916/SRR9104916.1	SRX5879867		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802630	simple	9606	Homo sapiens	GSM3790481							no					GEO	SRA889226		public	10D376DC0CD988650CE87A1479AEB85F	9F1D7ACC2AA1B1E051F7876145BD856A	11810219	MOLM13 DMSO Y220C_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802630	GSM3790481	MOLM13	Y220C	Acute myeloid leukemia cell line	DMSO	MOLM13.Y220C.DMSO
SAMN11810218	SRR9104917	2019-08-30T16:32:10Z	2019-05-22T04:28:25Z	16584110	1243808250	0	75	391	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9104917/SRR9104917.1	SRX5879868		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802631	simple	9606	Homo sapiens	GSM3790482							no					GEO	SRA889226		public	3D7CE57B2E92C7723075553231E15A9F	249D393A3A297274F1FFD38206783784	11810218	MOLM13 DMSO M237I_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802631	GSM3790482	MOLM13	M237I	Acute myeloid leukemia cell line	DMSO	MOLM13.M237I.DMSO
SAMN11810176	SRR9104918	2019-08-30T16:32:10Z	2019-05-22T04:31:42Z	27459134	2059435050	0	75	629	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9104918/SRR9104918.1	SRX5879869		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802632	simple	9606	Homo sapiens	GSM3790483							no					GEO	SRA889226		public	BF731BB5DB1D3C650B86DE4474AEF043	929A598611DAF70FF41F3657AF21A3DD	11810176	MOLM13 DMSO M237I_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802632	GSM3790483	MOLM13	M237I	Acute myeloid leukemia cell line	DMSO	MOLM13.M237I.DMSO
SAMN11810175	SRR9104919	2019-08-30T16:32:10Z	2019-05-22T04:32:00Z	30689910	2301743250	0	75	723	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104919/SRR9104919.1	SRX5879870		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802633	simple	9606	Homo sapiens	GSM3790484							no					GEO	SRA889226		public	0C6ABFF0A950F78CDB5B23DEFC2BA862	17278904E61F9FB36D5B8249BD3C7C0F	11810175	MOLM13 DMSO M237I_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802633	GSM3790484	MOLM13	M237I	Acute myeloid leukemia cell line	DMSO	MOLM13.M237I.DMSO
SAMN11810174	SRR9104920	2019-08-30T16:32:10Z	2019-05-22T04:31:13Z	24842462	1863184650	0	75	577	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9104920/SRR9104920.1	SRX5879871		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802634	simple	9606	Homo sapiens	GSM3790485							no					GEO	SRA889226		public	BE184F53F0DC0C3F34782DE7489BCB5D	0F2B6D17448B463F8BC7D110B5869286	11810174	MOLM13 DMSO R248Q_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802634	GSM3790485	MOLM13	R248Q	Acute myeloid leukemia cell line	DMSO	MOLM13.R248Q.DMSO
SAMN11810173	SRR9104921	2019-08-30T16:32:10Z	2019-05-22T04:31:49Z	24680637	1851047775	0	75	564	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104921/SRR9104921.1	SRX5879872		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802635	simple	9606	Homo sapiens	GSM3790486							no					GEO	SRA889226		public	D91AAE5AA82A9C2D25A3A161C9F8509D	F39D1D07A585CD0C2BEFA4810544D6FD	11810173	MOLM13 DMSO R248Q_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802635	GSM3790486	MOLM13	R248Q	Acute myeloid leukemia cell line	DMSO	MOLM13.R248Q.DMSO
SAMN11810170	SRR9104922	2019-08-30T16:32:10Z	2019-05-22T04:32:24Z	24154147	1811561025	0	75	566	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104922/SRR9104922.1	SRX5879873		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802636	simple	9606	Homo sapiens	GSM3790487							no					GEO	SRA889226		public	9DBEB779C911EC2B4DAF90E4D25F91B1	B52968A37AFDF210E1946397B00EABF1	11810170	MOLM13 DMSO R248Q_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802636	GSM3790487	MOLM13	R248Q	Acute myeloid leukemia cell line	DMSO	MOLM13.R248Q.DMSO
SAMN11810169	SRR9104923	2019-08-30T16:32:10Z	2019-05-22T04:28:21Z	16990203	1274265225	0	75	399	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9104923/SRR9104923.1	SRX5879874		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802637	simple	9606	Homo sapiens	GSM3790488							no					GEO	SRA889226		public	9C1657E5CF4F22F4249EB384492FDBED	01D62500A099800632F9580DE6ACC893	11810169	MOLM13 DMSO R273H_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802637	GSM3790488	MOLM13	R273H	Acute myeloid leukemia cell line	DMSO	MOLM13.R273H.DMSO
SAMN11810168	SRR9104924	2019-08-30T16:32:10Z	2019-05-22T04:30:31Z	23230142	1742260650	0	75	532	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104924/SRR9104924.1	SRX5879875		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802638	simple	9606	Homo sapiens	GSM3790489							no					GEO	SRA889226		public	3170D2D5A33C203FA59D105BD9541893	DE9C7D95CC93A54AD6C7B50D67888529	11810168	MOLM13 DMSO R273H_rep2	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802638	GSM3790489	MOLM13	R273H	Acute myeloid leukemia cell line	DMSO	MOLM13.R273H.DMSO
SAMN11810167	SRR9104925	2019-08-30T16:32:10Z	2019-05-22T04:28:49Z	13426317	1006973775	0	75	323	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9104925/SRR9104925.1	SRX5879876		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802639	simple	9606	Homo sapiens	GSM3790490							no					GEO	SRA889226		public	8954005D97440FC1303BF4031F08CAA2	63984D0063A884D7EF0B4524288D7662	11810167	MOLM13 DMSO R273H_rep3	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802639	GSM3790490	MOLM13	R273H	Acute myeloid leukemia cell line	DMSO	MOLM13.R273H.DMSO
SAMN11810166	SRR9104926	2019-08-30T16:32:10Z	2019-05-22T04:27:53Z	14791305	1109347875	0	75	343	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9104926/SRR9104926.1	SRX5879877		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP199122	PRJNA544103	3	544103	SRS4802640	simple	9606	Homo sapiens	GSM3790491							no					GEO	SRA889226		public	352947066CF6EDEBFBE04196F94423B8	E546CE6F0227422CD9633B337CC501E6	11810166	MOLM13 DMSO R282W_rep1	Ebert lab, Medical Oncology, DANA-FARBER CANCER INSTITUTE	9606	SRS4802640	GSM3790491	MOLM13	R282W	Acute myeloid leukemia cell line	DMSO	MOLM13.R282W.DMSO
