BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell_line	source_name	time point	tissue	treatment	group
SAMN07283833	SRR5761914	2017-06-30T12:47:10Z	2017-06-27T16:12:16Z	10549559	538027509	0	51	230		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761914/SRR5761914.1	SRX2961663		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318441	simple	9606	Homo sapiens	GSM2687213							no					GEO	SRA581930		public	C5015FC0EB0D99EDA15C6E38B6473CA3	5DEC3CD82C1C377E39F89B9A002FC612	7283833	LAN1_D10_CTRL_B2_1	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318441	GSM2687213	LAN-1	Neuroblastoma	day10	Tumor	DMSO (CTRL)	LAN1.DMSO.day10
SAMN07283832	SRR5761915	2017-06-30T12:47:10Z	2017-06-27T16:12:33Z	11048832	563490432	0	51	241		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761915/SRR5761915.1	SRX2961664		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318442	simple	9606	Homo sapiens	GSM2687214							no					GEO	SRA581930		public	EE0DA2886A07E0FDAA4B94F27973A338	6351CBB9397FABE2C7665F2877F7E990	7283832	LAN1_D10_CTRL_B2_2	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318442	GSM2687214	LAN-1	Neuroblastoma	day10	Tumor	DMSO (CTRL)	LAN1.DMSO.day10
SAMN07283831	SRR5761916	2017-06-30T12:47:10Z	2017-06-27T16:13:28Z	10371769	528960219	0	51	226		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761916/SRR5761916.1	SRX2961665		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318443	simple	9606	Homo sapiens	GSM2687215							no					GEO	SRA581930		public	F29A8DAF999335FB80E5334BD5F0F632	A589F337B4B3E717FC96A7FCA8F0F35C	7283831	LAN1_D10_CTRL_B2_3	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318443	GSM2687215	LAN-1	Neuroblastoma	day10	Tumor	DMSO (CTRL)	LAN1.DMSO.day10
SAMN07283830	SRR5761917	2017-06-30T12:47:10Z	2017-06-27T16:11:09Z	8887297	453252147	0	51	194		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761917/SRR5761917.1	SRX2961666		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318444	simple	9606	Homo sapiens	GSM2687216							no					GEO	SRA581930		public	F782E14627078B8583886CDF64171DDD	B6F32C116476D84ED9BF6D6E4B0AA773	7283830	LAN1_D10_RA_B1_0	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318444	GSM2687216	LAN-1	Neuroblastoma	day10	Tumor	AZA + RA	LAN1.AZA_RA.day10
SAMN07283829	SRR5761918	2017-06-30T12:47:10Z	2017-06-27T16:12:24Z	9057382	461926482	0	51	198		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761918/SRR5761918.1	SRX2961667		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318445	simple	9606	Homo sapiens	GSM2687217							no					GEO	SRA581930		public	647D6DB68EC68E162E0D19D84ED6C2CA	E1897F117611693B708033683773332E	7283829	LAN1_D10_RA_B1_1	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318445	GSM2687217	LAN-1	Neuroblastoma	day10	Tumor	AZA + RA	LAN1.AZA_RA.day10
SAMN07283828	SRR5761919	2017-06-30T12:47:10Z	2017-06-27T16:15:32Z	9512312	485127912	0	51	208		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761919/SRR5761919.1	SRX2961668		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318446	simple	9606	Homo sapiens	GSM2687218							no					GEO	SRA581930		public	2567EEB906304D7077BDA2CD268244FF	2A073F243DEC3F25458BC2B8E57248D3	7283828	LAN1_D10_RA_B1_2	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318446	GSM2687218	LAN-1	Neuroblastoma	day10	Tumor	AZA + RA	LAN1.AZA_RA.day10
SAMN07283827	SRR5761920	2017-06-30T12:47:10Z	2017-06-27T16:12:25Z	8484169	432692619	0	51	185		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761920/SRR5761920.1	SRX2961669		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318447	simple	9606	Homo sapiens	GSM2687219							no					GEO	SRA581930		public	7D98C0777780A63810E440AF5AFEF699	93B69F658054F3777F314893810042E3	7283827	LAN1_D10_RA_B1_3	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318447	GSM2687219	LAN-1	Neuroblastoma	day10	Tumor	AZA + RA	LAN1.AZA_RA.day10
SAMN07283826	SRR5761921	2017-06-30T12:47:10Z	2017-06-27T16:12:12Z	10260570	523289070	0	51	223		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761921/SRR5761921.1	SRX2961670		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318448	simple	9606	Homo sapiens	GSM2687220							no					GEO	SRA581930		public	AA9875F97CDAA7DB88F71D425A137AB3	7C251697FE899DBE2535D0DC64997CF9	7283826	LAN1_D10_RA_B2_0	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318448	GSM2687220	LAN-1	Neuroblastoma	day10	Tumor	AZA + RA	LAN1.AZA_RA.day10
SAMN07283825	SRR5761922	2017-06-30T12:47:10Z	2017-06-27T16:12:36Z	11554995	589304745	0	51	252		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761922/SRR5761922.1	SRX2961671		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318449	simple	9606	Homo sapiens	GSM2687221							no					GEO	SRA581930		public	84BE60EA5D1B17FECC02626389C443D5	32753D0CC3477C0E153223FF428FAF35	7283825	LAN1_D14_CTRL_B1_0	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318449	GSM2687221	LAN-1	Neuroblastoma	day14	Tumor	DMSO (CTRL)	LAN1.DMSO.day14
SAMN07283824	SRR5761923	2017-06-30T12:47:10Z	2017-06-27T16:12:28Z	10785183	550044333	0	51	235		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761923/SRR5761923.1	SRX2961672		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318450	simple	9606	Homo sapiens	GSM2687222							no					GEO	SRA581930		public	D2BBC3DE4CF2537E9B7A8C69E80AE622	DD87C55EDDE3AFDF4929C333C87CDF95	7283824	LAN1_D14_CTRL_B2_0	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318450	GSM2687222	LAN-1	Neuroblastoma	day14	Tumor	DMSO (CTRL)	LAN1.DMSO.day14
SAMN07283823	SRR5761924	2017-06-30T12:47:10Z	2017-06-27T16:12:39Z	11427179	582786129	0	51	249		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761924/SRR5761924.1	SRX2961673		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318451	simple	9606	Homo sapiens	GSM2687223							no					GEO	SRA581930		public	7540465BD6EDC829D5E4632A27298456	2D44D9683AB8614B4C6052E462435E3C	7283823	LAN1_D14_CTRL_B2_1	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318451	GSM2687223	LAN-1	Neuroblastoma	day14	Tumor	DMSO (CTRL)	LAN1.DMSO.day14
SAMN07283822	SRR5761925	2017-06-30T12:47:10Z	2017-06-27T16:12:50Z	10927601	557307651	0	51	238		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761925/SRR5761925.1	SRX2961674		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318452	simple	9606	Homo sapiens	GSM2687224							no					GEO	SRA581930		public	8EE432355C299104D67048726514D03B	88F1C3838CF903DD8DCDF08B16F37BEE	7283822	LAN1_D14_CTRL_B2_2	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318452	GSM2687224	LAN-1	Neuroblastoma	day14	Tumor	DMSO (CTRL)	LAN1.DMSO.day14
SAMN07283821	SRR5761926	2017-06-30T12:47:10Z	2017-06-27T16:12:42Z	10399322	530365422	0	51	226		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761926/SRR5761926.1	SRX2961675		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318453	simple	9606	Homo sapiens	GSM2687225							no					GEO	SRA581930		public	6F0DFA6E641635E7046BD8A7F4454F2D	A22F1B4ED14A21B2662CE3E0B3BE89F8	7283821	LAN1_D14_CTRL_B2_3	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318453	GSM2687225	LAN-1	Neuroblastoma	day14	Tumor	DMSO (CTRL)	LAN1.DMSO.day14
SAMN07283820	SRR5761927	2017-06-30T12:47:10Z	2017-06-27T16:12:16Z	10032992	511682592	0	51	219		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761927/SRR5761927.1	SRX2961676		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318454	simple	9606	Homo sapiens	GSM2687226							no					GEO	SRA581930		public	236DEAC08BEEF7EBBA9433E1D13ED0D6	9B78B9A262567E07B5B0B41B02E93096	7283820	LAN1_D14_RA_B1_1	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318454	GSM2687226	LAN-1	Neuroblastoma	day14	Tumor	AZA + RA	LAN1.AZA_RA.day14
SAMN07283819	SRR5761928	2017-06-30T12:47:10Z	2017-06-27T16:13:05Z	10932221	557543271	0	51	238		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761928/SRR5761928.1	SRX2961677		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318455	simple	9606	Homo sapiens	GSM2687227							no					GEO	SRA581930		public	EA862B4E99421C800687C4958CB72EB1	0F163ECC7DC272203054D3E14C53D574	7283819	LAN1_D14_RA_B1_2	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318455	GSM2687227	LAN-1	Neuroblastoma	day14	Tumor	AZA + RA	LAN1.AZA_RA.day14
SAMN07283818	SRR5761929	2017-06-30T12:47:10Z	2017-06-27T16:12:12Z	10677242	544539342	0	51	232		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761929/SRR5761929.1	SRX2961678		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318456	simple	9606	Homo sapiens	GSM2687228							no					GEO	SRA581930		public	5AB3F448B7E6E79FEFC447792E22E294	DA79B0BBD1525BD5F17C41CEFC178C06	7283818	LAN1_D14_RA_B1_3	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318456	GSM2687228	LAN-1	Neuroblastoma	day14	Tumor	AZA + RA	LAN1.AZA_RA.day14
SAMN07283817	SRR5761930	2017-06-30T12:47:10Z	2017-06-27T16:12:51Z	11960582	609989682	0	51	261		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761930/SRR5761930.1	SRX2961679		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318457	simple	9606	Homo sapiens	GSM2687229							no					GEO	SRA581930		public	F1384291CBE992C63419435A40B23910	6DCB49991C455522DDDDE81F1753737C	7283817	LAN1_D14_RA_B2_0	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318457	GSM2687229	LAN-1	Neuroblastoma	day14	Tumor	AZA + RA	LAN1.AZA_RA.day14
SAMN07283816	SRR5761931	2017-06-30T12:47:10Z	2017-06-27T16:12:49Z	11083484	565257684	0	51	242		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761931/SRR5761931.1	SRX2961680		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318458	simple	9606	Homo sapiens	GSM2687230							no					GEO	SRA581930		public	72748E33E68185CAA4F4C79AFAFCFAAE	AF6B7D24D552CE5C8C28F9E76C7B9C89	7283816	LAN1_D14_RA_B2_2	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318458	GSM2687230	LAN-1	Neuroblastoma	day14	Tumor	AZA + RA	LAN1.AZA_RA.day14
SAMN07283815	SRR5761932	2017-06-30T12:47:10Z	2017-06-27T16:12:22Z	8987258	458350158	0	51	201		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761932/SRR5761932.1	SRX2961681		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318459	simple	9606	Homo sapiens	GSM2687231							no					GEO	SRA581930		public	44C213C9DC800A07B0C7C81709222164	AF96749CEA275DAB1CF7FD37AA0855AC	7283815	Lan1_R2	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318459	GSM2687231	LAN-1	Neuroblastoma	EP	Tumor	RA	LAN1.RA.EP
SAMN07283814	SRR5761933	2017-06-30T12:47:10Z	2017-06-27T16:12:02Z	8273410	421943910	0	51	185		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761933/SRR5761933.1	SRX2961682		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318460	simple	9606	Homo sapiens	GSM2687232							no					GEO	SRA581930		public	CE83B6D2EFFE906D8A1DF2E29D48C980	D458F0373C4BB63CD26007292DA3EF5F	7283814	Lan1_R3	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318460	GSM2687232	LAN-1	Neuroblastoma	EP	Tumor	RA	LAN1.RA.EP
SAMN07283813	SRR5761934	2017-06-30T12:47:10Z	2017-06-27T16:15:29Z	8440038	430441938	0	51	189		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761934/SRR5761934.1	SRX2961683		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318461	simple	9606	Homo sapiens	GSM2687233							no					GEO	SRA581930		public	3A522757AFEC8C613ECA2ACA16D77B2D	EEFD5BFC896493E70D9C0CF7E870ED43	7283813	Lan1_R4	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318461	GSM2687233	LAN-1	Neuroblastoma	EP	Tumor	RA	LAN1.RA.EP
SAMN07283812	SRR5761935	2017-06-30T12:47:10Z	2017-06-27T16:10:48Z	2978128	151884528	0	51	71		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761935/SRR5761935.1	SRX2961684		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318462	simple	9606	Homo sapiens	GSM2687234							no					GEO	SRA581930		public	8BE33FCC5A4274A5FB7E2B796D80AAC1	468E4118107F64373CABD2F09BBA3131	7283812	AS_ShCtrl_A2	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318462	GSM2687234	SK-N-AS	Neuroblastoma	EP	Tumor	AZA	SK_N_AS.AZA.EP
SAMN07283811	SRR5761936	2017-06-30T12:47:10Z	2017-06-27T16:10:54Z	4279201	218239251	0	51	102		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761936/SRR5761936.1	SRX2961685		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318463	simple	9606	Homo sapiens	GSM2687235							no					GEO	SRA581930		public	08E85EBE92755F808956A9BCE59E59BA	3E3A7A5304219169B41977D8F222D8CA	7283811	AS_ShCtrl_A4	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318463	GSM2687235	SK-N-AS	Neuroblastoma	EP	Tumor	AZA	SK_N_AS.AZA.EP
SAMN07283810	SRR5761937	2017-06-30T12:47:10Z	2017-06-27T16:11:04Z	5155798	262945698	0	51	122		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761937/SRR5761937.1	SRX2961686		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318464	simple	9606	Homo sapiens	GSM2687236							no					GEO	SRA581930		public	14A1D56DFAEC45524D9F79F36C049303	E2E419B55ED1768E8665D159FD8E244A	7283810	AS_ShCtrl_A5	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318464	GSM2687236	SK-N-AS	Neuroblastoma	EP	Tumor	AZA	SK_N_AS.AZA.EP
SAMN07283809	SRR5761938	2017-06-30T12:47:10Z	2017-06-27T16:11:17Z	5542633	282674283	0	51	132		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761938/SRR5761938.1	SRX2961687		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318465	simple	9606	Homo sapiens	GSM2687237							no					GEO	SRA581930		public	2A87810DAC0329DDD3CD8780548E348F	A578553673E7999D9A2F8179BE3A70C0	7283809	AS_ShCtrl_AR0	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318465	GSM2687237	SK-N-AS	Neuroblastoma	EP	Tumor	AZA + RA	SK_N_AS.AZA_RA.EP
SAMN07283808	SRR5761939	2017-06-30T12:47:10Z	2017-06-27T16:10:49Z	4144717	211380567	0	51	99		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761939/SRR5761939.1	SRX2961688		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318466	simple	9606	Homo sapiens	GSM2687238							no					GEO	SRA581930		public	5480AE1B6A48FCBF57141B34A4ACBB18	91029EE61530A3D7568EC47ADBC53BFA	7283808	AS_ShCtrl_AR2	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318466	GSM2687238	SK-N-AS	Neuroblastoma	EP	Tumor	AZA + RA	SK_N_AS.AZA_RA.EP
SAMN07283786	SRR5761940	2017-06-30T12:47:10Z	2017-06-27T16:13:09Z	5004654	255237354	0	51	120		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761940/SRR5761940.1	SRX2961689		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318467	simple	9606	Homo sapiens	GSM2687239							no					GEO	SRA581930		public	D274307599F7A06B50C4837F9E186E26	95C877A1FF5B0A35B0EDF4459741D41E	7283786	AS_ShCtrl_AR3	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318467	GSM2687239	SK-N-AS	Neuroblastoma	EP	Tumor	AZA + RA	SK_N_AS.AZA_RA.EP
SAMN07283785	SRR5761941	2017-06-30T12:47:10Z	2017-06-27T16:12:13Z	6303732	321490332	0	51	151		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761941/SRR5761941.1	SRX2961690		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318468	simple	9606	Homo sapiens	GSM2687240							no					GEO	SRA581930		public	849E6EE91DBB0B954303CC7FDDB084D3	13A0E1B8C99179E8DB4AEC77BFEC2CD9	7283785	AS_ShCtrl_AR6	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318468	GSM2687240	SK-N-AS	Neuroblastoma	EP	Tumor	AZA + RA	SK_N_AS.AZA_RA.EP
SAMN07283843	SRR5761942	2017-06-30T12:47:11Z	2017-06-27T16:12:25Z	6675820	340466820	0	51	150		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761942/SRR5761942.1	SRX2961691		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318470	simple	9606	Homo sapiens	GSM2687241							no					GEO	SRA581930		public	B39BBB2CC2032744B1FB3455041D541D	230BBB649926B976C837E86239D31E17	7283843	AS_ShCtrl_C0	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318470	GSM2687241	SK-N-AS	Neuroblastoma	EP	Tumor	DMSO (CTRL)	SK_N_AS.DMSO.EP
SAMN07283842	SRR5761943	2017-06-30T12:47:11Z	2017-06-27T16:12:23Z	6810494	347335194	0	51	152		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761943/SRR5761943.1	SRX2961692		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318469	simple	9606	Homo sapiens	GSM2687242							no					GEO	SRA581930		public	EC5E4E2E20526EF82E5281872EAAF8DA	DAC4765966D22A1600CF1678042E06D7	7283842	AS_ShCtrl_C1	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318469	GSM2687242	SK-N-AS	Neuroblastoma	EP	Tumor	DMSO (CTRL)	SK_N_AS.DMSO.EP
SAMN07283841	SRR5761944	2017-06-30T12:47:11Z	2017-06-27T16:12:36Z	7329137	373785987	0	51	164		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761944/SRR5761944.1	SRX2961693		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318471	simple	9606	Homo sapiens	GSM2687243							no					GEO	SRA581930		public	8B6811E35BF47222FA1BF96E1CFF4D46	614DA70D52E4F0D0F91709ED769DADDF	7283841	AS_ShCtrl_C2	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318471	GSM2687243	SK-N-AS	Neuroblastoma	EP	Tumor	DMSO (CTRL)	SK_N_AS.DMSO.EP
SAMN07283840	SRR5761945	2017-06-30T12:47:11Z	2017-06-27T16:11:47Z	4943538	252120438	0	51	111		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761945/SRR5761945.1	SRX2961694		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318472	simple	9606	Homo sapiens	GSM2687244							no					GEO	SRA581930		public	6BAE56AA585701B50F2DF94A09DA8624	759E1FB5D27277D19E56A92812043B9D	7283840	AS_ShCtrl_C3	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318472	GSM2687244	SK-N-AS	Neuroblastoma	EP	Tumor	DMSO (CTRL)	SK_N_AS.DMSO.EP
SAMN07283839	SRR5761946	2017-06-30T12:47:11Z	2017-06-27T16:11:18Z	2623105	133778355	0	51	63		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5761946/SRR5761946.1	SRX2961695		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP110615	PRJNA392124	2	392124	SRS2318473	simple	9606	Homo sapiens	GSM2687245							no					GEO	SRA581930		public	D004C10452A5A72BE02BE06151673CAB	15DE599158784233B99797DF32893723	7283839	AS_ShCtrl_R0	Department of Cell- and Molecular Biology, Ludwig Institute for Cancer Research, Karolinska Institute	9606	SRS2318473	GSM2687245	SK-N-AS	Neuroblastoma	EP	Tumor	RA	SK_N_AS.RA.EP
