BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex.x	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	Sex.y	cell line	cell type	source_name	tissue	group
SAMN04503342	SRR3179551	2017-02-08T16:25:37Z	2016-02-19T13:20:32Z	27050997	1352549850	0	50	635		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3179551/SRR3179551.1	SRX1593798		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301745	simple	9606	Homo sapiens	GSM2067387							no					GEO	SRA355817		public	136B404DC59C1633B193C7A89CE2CC2A	7E67E823AE0F9A4F50F55993C55969F4	4503342	DAC_UNC0638-2	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301745	GSM2067387	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac_unc0638
SAMN04503343	SRR3179552	2017-02-08T16:25:37Z	2016-02-19T13:21:57Z	26908414	1345420700	0	50	637		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179552/SRR3179552.1	SRX1593799		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301743	simple	9606	Homo sapiens	GSM2067388							no					GEO	SRA355817		public	3C8CB742B2C7F0E4479B099BC3C40D80	8404C12DC112E70392E5017795964A34	4503343	GSK343-2	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301743	GSM2067388	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	gsk343
SAMN04503343	SRR3179553	2017-02-08T16:25:37Z	2016-02-19T13:20:13Z	26738433	1336921650	0	50	628		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3179553/SRR3179553.1	SRX1593799		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301743	simple	9606	Homo sapiens	GSM2067388							no					GEO	SRA355817		public	6BCBA3970CB9BA00ACAD6FA0F8D76DC3	2609415765C8008641D27A85F21F7929	4503343	GSK343-2	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301743	GSM2067388	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	gsk343
SAMN04503344	SRR3179554	2017-02-08T16:25:37Z	2016-02-19T13:34:10Z	29242796	1462139800	0	50	693		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179554/SRR3179554.1	SRX1593800		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301744	simple	9606	Homo sapiens	GSM2067389							no					GEO	SRA355817		public	B326E7EA16DB2B7B7B7009A4867F801C	ADC6D75BE1B1D9DD3036A866ADA66A17	4503344	DAC_GSK343-2	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301744	GSM2067389	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac_gsk343
SAMN04503344	SRR3179555	2017-02-08T16:25:37Z	2016-02-19T13:33:55Z	29081960	1454098000	0	50	684		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179555/SRR3179555.1	SRX1593800		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301744	simple	9606	Homo sapiens	GSM2067389							no					GEO	SRA355817		public	F19D68F2ABBC3DBF94E243A405616D8A	DB42EE8851B87CE99E423EFBBF2FFC98	4503344	DAC_GSK343-2	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301744	GSM2067389	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac_gsk343
SAMN04503345	SRR3179556	2017-02-08T16:25:37Z	2016-02-19T13:40:57Z	22910436	1145521800	0	50	532		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3179556/SRR3179556.1	SRX1593801		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301742	simple	9606	Homo sapiens	GSM2067390							no					GEO	SRA355817		public	766E98F5B8B131610EA58894C92EA649	B2CAE1455C1C5ECDA0498B9C644EAFCC	4503345	Depsi-2	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301742	GSM2067390	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	depsi
SAMN04503345	SRR3179557	2017-02-08T16:25:37Z	2016-02-19T13:42:22Z	23149661	1157483050	0	50	553		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3179557/SRR3179557.1	SRX1593801		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301742	simple	9606	Homo sapiens	GSM2067390							no					GEO	SRA355817		public	05DEB21B93FC927617ADB49351B3C208	032615AE87E5F55712055FB03963C3CD	4503345	Depsi-2	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301742	GSM2067390	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	depsi
SAMN04503510	SRR3179558	2017-02-08T16:25:37Z	2016-02-19T13:09:57Z	23161060	1158053000	0	50	543		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179558/SRR3179558.1	SRX1593802		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301741	simple	9606	Homo sapiens	GSM2067391							no					GEO	SRA355817		public	B7AD5B97F744E74F5B97C4E33DAEA883	4834EB89184A02448AADDA53D746A485	4503510	DAC_Depsi-2	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301741	GSM2067391	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac_depsi
SAMN04503510	SRR3179559	2017-02-08T16:25:37Z	2016-02-19T13:11:19Z	23350412	1167520600	0	50	564		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3179559/SRR3179559.1	SRX1593802		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301741	simple	9606	Homo sapiens	GSM2067391							no					GEO	SRA355817		public	064D4DD0937555B7F5ECBCDFDA3909A4	68871173D10202C86247E90D9589ACA7	4503510	DAC_Depsi-2	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301741	GSM2067391	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac_depsi
SAMN04503511	SRR3179560	2017-02-08T16:25:37Z	2016-02-19T13:15:33Z	27485737	1374286850	0	50	637		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179560/SRR3179560.1	SRX1593803		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301740	simple	9606	Homo sapiens	GSM2067392							no					GEO	SRA355817		public	F41CC3AB6AC67E882007D7A0D5B93897	2D1AB3C9B1DAB0F71612010A83E94286	4503511	Cntrl-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301740	GSM2067392	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dmso
SAMN04503511	SRR3179561	2017-02-08T16:25:37Z	2016-02-19T13:27:04Z	27764621	1388231050	0	50	663		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3179561/SRR3179561.1	SRX1593803		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301740	simple	9606	Homo sapiens	GSM2067392							no					GEO	SRA355817		public	9BCDCD4F0CE7E6D83C5D15345C99B801	BFB78C5824BC16E59AFE39F0646B77F9	4503511	Cntrl-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301740	GSM2067392	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dmso
SAMN04503512	SRR3179562	2017-02-08T16:25:37Z	2016-02-19T13:19:15Z	29673862	1483693100	0	50	688		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3179562/SRR3179562.1	SRX1593804		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301739	simple	9606	Homo sapiens	GSM2067393							no					GEO	SRA355817		public	06CB7EFD4056A1FE1FC7A94A3320FA88	6C8EFE5809BF8A40B36A43F324B160F0	4503512	DAC-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301739	GSM2067393	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac
SAMN04503512	SRR3179563	2017-02-08T16:25:37Z	2016-02-19T13:17:58Z	29987931	1499396550	0	50	717		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3179563/SRR3179563.1	SRX1593804		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301739	simple	9606	Homo sapiens	GSM2067393							no					GEO	SRA355817		public	6EB14AB2F00EA598F62AAC56E3BB67E8	49D730F9D4DD47218C91E2E67A482EFC	4503512	DAC-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301739	GSM2067393	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac
SAMN04503513	SRR3179564	2017-02-08T16:25:37Z	2016-02-19T13:16:00Z	26784163	1339208150	0	50	621		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3179564/SRR3179564.1	SRX1593805		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301738	simple	9606	Homo sapiens	GSM2067394							no					GEO	SRA355817		public	7A8AE6EC620243C35E3316AC623D0CD8	40E7299B752544ACA7CF9BFF4AE5D13C	4503513	S2101-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301738	GSM2067394	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	s2101
SAMN04503513	SRR3179565	2017-02-08T16:25:37Z	2016-02-19T13:16:28Z	27041654	1352082700	0	50	646		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179565/SRR3179565.1	SRX1593805		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301738	simple	9606	Homo sapiens	GSM2067394							no					GEO	SRA355817		public	6A75DA142CF482E3CC8A395D2F580FAB	4350DF9B4E4801C78DDBC8EB58F018D9	4503513	S2101-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301738	GSM2067394	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	s2101
SAMN04503514	SRR3179566	2017-02-08T16:25:37Z	2016-02-19T13:25:18Z	29484570	1474228500	0	50	686		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3179566/SRR3179566.1	SRX1593806		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301736	simple	9606	Homo sapiens	GSM2067395							no					GEO	SRA355817		public	90016D5B1E8BF0982D81A4A101189024	0C65A344FCCEC5C2E484D695E350CBA7	4503514	DAC_S2101-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301736	GSM2067395	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac_s2101
SAMN04503514	SRR3179567	2017-02-08T16:25:37Z	2016-02-19T13:22:28Z	29783043	1489152150	0	50	714		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179567/SRR3179567.1	SRX1593806		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301736	simple	9606	Homo sapiens	GSM2067395							no					GEO	SRA355817		public	99B8A2356DF09F9CB42B447BC92E94CB	C866085D419D235188A597EF2BE91AC3	4503514	DAC_S2101-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301736	GSM2067395	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac_s2101
SAMN04503515	SRR3179568	2017-02-08T16:25:37Z	2016-02-19T13:18:54Z	28127038	1406351900	0	50	750		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179568/SRR3179568.1	SRX1593807		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301737	simple	9606	Homo sapiens	GSM2067396							no					GEO	SRA355817		public	A5D821DEA6C30B4A3288C29E8E35FE05	49F636678A0223527DF87C537B3DAC4C	4503515	UNC0638-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301737	GSM2067396	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	unc0638
SAMN04503515	SRR3179569	2017-02-08T16:25:37Z	2016-02-19T13:20:43Z	27611653	1380582650	0	50	733		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179569/SRR3179569.1	SRX1593807		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301737	simple	9606	Homo sapiens	GSM2067396							no					GEO	SRA355817		public	4B053D29310F36AF558A526968DF745D	0D1C18EEFE0801FB94597BD14562760A	4503515	UNC0638-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301737	GSM2067396	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	unc0638
SAMN04503516	SRR3179570	2017-02-08T16:25:37Z	2016-02-19T13:26:05Z	40930276	2046513800	0	50	1084		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3179570/SRR3179570.1	SRX1593808		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301735	simple	9606	Homo sapiens	GSM2067397							no					GEO	SRA355817		public	685411DDBE12E568DB9AFF6FD4BF097D	E68C205F2079F0B137F7D2923B02E2DD	4503516	DAC_UNC0638-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301735	GSM2067397	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac_unc0638
SAMN04503516	SRR3179571	2017-02-08T16:25:37Z	2016-02-19T13:24:55Z	40260009	2013000450	0	50	1061		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179571/SRR3179571.1	SRX1593808		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301735	simple	9606	Homo sapiens	GSM2067397							no					GEO	SRA355817		public	BA9BE243C3F24321CFB30769AB6B9596	03A3AC7DAE39E8DE96622FC9EE48748C	4503516	DAC_UNC0638-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301735	GSM2067397	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac_unc0638
SAMN04503517	SRR3179572	2017-02-08T16:25:37Z	2016-02-19T13:24:25Z	31418670	1570933500	0	50	834		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3179572/SRR3179572.1	SRX1593809		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301901	simple	9606	Homo sapiens	GSM2067398							no					GEO	SRA355817		public	2544D338D64CE34D810F9EEF447FFACD	E7622A937AB4EB135A33AF61DC7460C6	4503517	GSK343-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301901	GSM2067398	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	gsk343
SAMN04503517	SRR3179573	2017-02-08T16:25:37Z	2016-02-19T13:32:24Z	30943822	1547191100	0	50	818		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3179573/SRR3179573.1	SRX1593809		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301901	simple	9606	Homo sapiens	GSM2067398							no					GEO	SRA355817		public	F2E842875700535E48E440BE4158A9FD	CC7ECCED78D4AE7F7637D3856899939E	4503517	GSK343-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301901	GSM2067398	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	gsk343
SAMN04503518	SRR3179574	2017-02-08T16:25:37Z	2016-02-19T13:34:33Z	36395402	1819770100	0	50	966		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179574/SRR3179574.1	SRX1593810		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301899	simple	9606	Homo sapiens	GSM2067399							no					GEO	SRA355817		public	5D60F146F0D6AE4A3B90DB2D1AF77FD2	9E6B7751F9EAD0B483AB2CFA64197E3B	4503518	DAC_GSK343-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301899	GSM2067399	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac_gsk343
SAMN04503518	SRR3179575	2017-02-08T16:25:37Z	2016-02-19T13:45:26Z	35897884	1794894200	0	50	948		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3179575/SRR3179575.1	SRX1593810		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301899	simple	9606	Homo sapiens	GSM2067399							no					GEO	SRA355817		public	A16E49DAD80FB9E8943F79C8879F7806	C4C3D7F99E277376D927C7613D551DF6	4503518	DAC_GSK343-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301899	GSM2067399	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac_gsk343
SAMN04503519	SRR3179576	2017-02-08T16:25:37Z	2016-02-19T13:37:28Z	25775315	1288765750	0	50	687		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179576/SRR3179576.1	SRX1593811		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301897	simple	9606	Homo sapiens	GSM2067400							no					GEO	SRA355817		public	2694E0CB6A7E2C03EF8CB12310C59C8F	3D09F4F134B91ACBF7DAF54FA131FE5A	4503519	Depsi-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301897	GSM2067400	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	depsi
SAMN04503519	SRR3179577	2017-02-08T16:25:37Z	2016-02-19T13:36:11Z	25370650	1268532500	0	50	673		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179577/SRR3179577.1	SRX1593811		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301897	simple	9606	Homo sapiens	GSM2067400							no					GEO	SRA355817		public	89ACD1B7A49A816D21CFFB09268922FB	1E2685227035C5679A77EBC1CE164B35	4503519	Depsi-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301897	GSM2067400	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	depsi
SAMN04503520	SRR3179578	2017-02-08T16:25:37Z	2016-02-19T13:15:58Z	28778762	1438938100	0	50	772		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179578/SRR3179578.1	SRX1593812		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301894	simple	9606	Homo sapiens	GSM2067401							no					GEO	SRA355817		public	A7A76818B688D78D16E11C83A7118285	1A222A27BE15E621013EE0049892C753	4503520	DAC_Depsi-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301894	GSM2067401	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac_depsi
SAMN04503520	SRR3179579	2017-02-08T16:25:37Z	2016-02-19T13:18:54Z	28389182	1419459100	0	50	758		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3179579/SRR3179579.1	SRX1593812		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP070564	PRJNA312611	2	312611	SRS1301894	simple	9606	Homo sapiens	GSM2067401							no					GEO	SRA355817		public	17F4736954AC5DDF0F4BDDBA16F32B82	FB21A7B31390B59BF2E97E4053F73309	4503520	DAC_Depsi-3	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1301894	GSM2067401	female	HL60	acute promyelocytic leukemia	HL60 cell line	Peripheral blood leukocytes were obtained by leukopheresis from a 36-year-old Caucasian female with acute promyelocytic leukemia	dac_depsi
