BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	source_name	tissue	treatment
SAMN28900697	SRR19572874	2023-01-09T00:04:43Z	2022-06-07T12:58:14Z	7503861	637828185	0	85	238		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19572/SRR19572874/SRR19572874.lite.1	SRX15624888	GSM6215548	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325016	simple	9606	Homo sapiens	GSM6215548							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	DB95A193202AF9103991EC435A302F97	2727187E940DA438555BAFCFEECC0DA5	28900697	MIBG+Irinotecan, Day 0, baseline rep 4	Lawrence Livermore National Laboratory	9606	SRS13325016	GSM6215548	peripheral blood	peripheral blood	Untreated
SAMN28900697	SRR19572875	2023-01-09T00:04:42Z	2022-06-07T12:57:01Z	3462057	294274845	0	85	109		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19572/SRR19572875/SRR19572875.lite.1	SRX15624888	GSM6215548	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325016	simple	9606	Homo sapiens	GSM6215548							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	23A197B2356074D8054F6391EC7CFEDF	2AE142BE19E77BED62B55B9502931E22	28900697	MIBG+Irinotecan, Day 0, baseline rep 4	Lawrence Livermore National Laboratory	9606	SRS13325016	GSM6215548	peripheral blood	peripheral blood	Untreated
SAMN28900698	SRR19572880	2023-01-09T00:04:42Z	2022-06-07T12:58:31Z	7808218	663698530	0	85	250		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19572/SRR19572880/SRR19572880.lite.1	SRX15624885	GSM6215547	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325013	simple	9606	Homo sapiens	GSM6215547							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	451921C7C7BF1B8B88C2E391600BD268	2539B2D7FDF4957CE1FB6B15E12A921F	28900698	MIBG+Irinotecan, Day 0, baseline rep 3	Lawrence Livermore National Laboratory	9606	SRS13325013	GSM6215547	peripheral blood	peripheral blood	Untreated
SAMN28900698	SRR19572881	2023-01-09T00:04:42Z	2022-06-07T12:56:51Z	2949479	250705715	0	85	94		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19572/SRR19572881/SRR19572881.lite.1	SRX15624885	GSM6215547	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325013	simple	9606	Homo sapiens	GSM6215547							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	C38566F7A43915225CE902B945BE2EC0	EC426C260A8154E4E6244E779C792840	28900698	MIBG+Irinotecan, Day 0, baseline rep 3	Lawrence Livermore National Laboratory	9606	SRS13325013	GSM6215547	peripheral blood	peripheral blood	Untreated
SAMN28900699	SRR19572886	2023-01-09T00:04:42Z	2022-06-07T12:57:46Z	6795491	577616735	0	85	221		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19572/SRR19572886/SRR19572886.lite.1	SRX15624884	GSM6215546	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325012	simple	9606	Homo sapiens	GSM6215546							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	BC3F005FC0CDCF9C26E25E0AE9EB1E3F	585FE591A4A1DBA47A6424DD2E31E421	28900699	MIBG+Irinotecan, Day 0, baseline rep 2	Lawrence Livermore National Laboratory	9606	SRS13325012	GSM6215546	peripheral blood	peripheral blood	Untreated
SAMN28900699	SRR19572887	2023-01-09T00:04:42Z	2022-06-07T12:57:25Z	4635933	394054305	0	85	149		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19572/SRR19572887/SRR19572887.lite.1	SRX15624884	GSM6215546	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325012	simple	9606	Homo sapiens	GSM6215546							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	8D38A84FCB31AC29088D44172382CEA6	F677AC011CFF88897068312530018F11	28900699	MIBG+Irinotecan, Day 0, baseline rep 2	Lawrence Livermore National Laboratory	9606	SRS13325012	GSM6215546	peripheral blood	peripheral blood	Untreated
SAMN28900700	SRR19572890	2023-01-09T00:04:42Z	2022-06-07T12:57:38Z	7027080	597301800	0	85	224		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19572/SRR19572890/SRR19572890.lite.1	SRX15624882	GSM6215545	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325010	simple	9606	Homo sapiens	GSM6215545							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	0D949B931BF598E9059C6C7CDCFDA2F3	552DF84148426B32B018C15EBFCF7EB8	28900700	MIBG+Irinotecan, Day 0, baseline rep 1	Lawrence Livermore National Laboratory	9606	SRS13325010	GSM6215545	peripheral blood	peripheral blood	Untreated
SAMN28900700	SRR19572891	2023-01-09T00:04:42Z	2022-06-07T12:57:09Z	4078448	346668080	0	85	129		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19572/SRR19572891/SRR19572891.lite.1	SRX15624882	GSM6215545	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325010	simple	9606	Homo sapiens	GSM6215545							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	DA3A572701CF7AAA561FBC215011B564	A564817F586B87FF734646A0132CD57B	28900700	MIBG+Irinotecan, Day 0, baseline rep 1	Lawrence Livermore National Laboratory	9606	SRS13325010	GSM6215545	peripheral blood	peripheral blood	Untreated
SAMN28900701	SRR19572894	2023-01-09T00:04:42Z	2022-06-07T12:57:25Z	5499972	467497620	0	85	179		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19572/SRR19572894/SRR19572894.lite.1	SRX15624881	GSM6215544	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325008	simple	9606	Homo sapiens	GSM6215544							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	2D2D72A01E50BAC02E2B8E09272BA1DA	FCE8127BBBDF6F8526DE0E118092ED8D	28900701	MIBG+Vorinostat, Day 3, 72 hours rep 5	Lawrence Livermore National Laboratory	9606	SRS13325008	GSM6215544	peripheral blood	peripheral blood	131I-MIBG+vorinostat
SAMN28900701	SRR19572895	2023-01-09T00:04:42Z	2022-06-07T12:57:59Z	6260765	532165025	0	85	202		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19572/SRR19572895/SRR19572895.lite.1	SRX15624881	GSM6215544	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325008	simple	9606	Homo sapiens	GSM6215544							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	89A2A53CF6D5967AF0B2D191B4450DEC	111243B05DC3388B8DA473746FC03377	28900701	MIBG+Vorinostat, Day 3, 72 hours rep 5	Lawrence Livermore National Laboratory	9606	SRS13325008	GSM6215544	peripheral blood	peripheral blood	131I-MIBG+vorinostat
SAMN28900702	SRR19572888	2023-01-09T00:04:42Z	2022-06-07T12:58:15Z	7177492	610086820	0	85	229		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19572/SRR19572888/SRR19572888.lite.1	SRX15624883	GSM6215543	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325011	simple	9606	Homo sapiens	GSM6215543							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	B41FB0DC86F11ECF170BAD5FED846514	72A1D1976737F15721B0798AF40F12C5	28900702	MIBG+Vorinostat, Day 3, 72 hours rep 4	Lawrence Livermore National Laboratory	9606	SRS13325011	GSM6215543	peripheral blood	peripheral blood	131I-MIBG+vorinostat
SAMN28900702	SRR19572889	2023-01-09T00:04:42Z	2022-06-07T12:57:20Z	3982361	338500685	0	85	126		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19572/SRR19572889/SRR19572889.lite.1	SRX15624883	GSM6215543	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325011	simple	9606	Homo sapiens	GSM6215543							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	77D21C1F1833EB92B0DC7865B1F572B5	46B0F1F939B8565A8D0750EE358D4308	28900702	MIBG+Vorinostat, Day 3, 72 hours rep 4	Lawrence Livermore National Laboratory	9606	SRS13325011	GSM6215543	peripheral blood	peripheral blood	131I-MIBG+vorinostat
SAMN28900703	SRR19572892	2023-01-09T00:04:42Z	2022-06-07T12:58:00Z	7435417	632010445	0	85	235		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19572/SRR19572892/SRR19572892.lite.1	SRX15624880	GSM6215542	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325009	simple	9606	Homo sapiens	GSM6215542							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	FA2A33617018C0B745F96CBC78BAE365	973EECB9FD2AA662BA64725D5D79D490	28900703	MIBG+Vorinostat, Day 3, 72 hours rep 3	Lawrence Livermore National Laboratory	9606	SRS13325009	GSM6215542	peripheral blood	peripheral blood	131I-MIBG+vorinostat
SAMN28900703	SRR19572893	2023-01-09T00:04:42Z	2022-06-07T12:57:08Z	3529928	300043880	0	85	111		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19572/SRR19572893/SRR19572893.lite.1	SRX15624880	GSM6215542	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325009	simple	9606	Homo sapiens	GSM6215542							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	74EC52BBF41E2EB0D397CE850EB6D381	AE1E9D02ECE76D5B76E2DFA3210C23A6	28900703	MIBG+Vorinostat, Day 3, 72 hours rep 3	Lawrence Livermore National Laboratory	9606	SRS13325009	GSM6215542	peripheral blood	peripheral blood	131I-MIBG+vorinostat
SAMN28900704	SRR19572896	2023-01-09T00:04:42Z	2022-06-07T12:58:11Z	7485826	636295210	0	85	239		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19572/SRR19572896/SRR19572896.lite.1	SRX15624879	GSM6215541	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325007	simple	9606	Homo sapiens	GSM6215541							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	62B85118CB1F15CC2855644F769C3CCE	D7BD978720200A29B4356AEAE2D002FA	28900704	MIBG+Vorinostat, Day 3, 72 hours rep 2	Lawrence Livermore National Laboratory	9606	SRS13325007	GSM6215541	peripheral blood	peripheral blood	131I-MIBG+vorinostat
SAMN28900704	SRR19572897	2023-01-09T00:04:42Z	2022-06-07T12:56:55Z	3409043	289768655	0	85	108		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19572/SRR19572897/SRR19572897.lite.1	SRX15624879	GSM6215541	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325007	simple	9606	Homo sapiens	GSM6215541							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	560AF986926FD824B02B21A3B68DB9D9	49D6C0236E7B6280E1F4D73966194894	28900704	MIBG+Vorinostat, Day 3, 72 hours rep 2	Lawrence Livermore National Laboratory	9606	SRS13325007	GSM6215541	peripheral blood	peripheral blood	131I-MIBG+vorinostat
SAMN28900705	SRR19572900	2023-01-09T00:04:42Z	2022-06-07T12:59:30Z	6636265	564082525	0	85	215		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19572/SRR19572900/SRR19572900.lite.1	SRX15624877	GSM6215540	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325005	simple	9606	Homo sapiens	GSM6215540							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	21DE5A30D63206681140ABA843A7A48A	427B46CC615675326755AED7906309AE	28900705	MIBG+Vorinostat, Day 3, 72 hours rep 1	Lawrence Livermore National Laboratory	9606	SRS13325005	GSM6215540	peripheral blood	peripheral blood	131I-MIBG+vorinostat
SAMN28900705	SRR19572901	2023-01-09T00:04:42Z	2022-06-07T12:57:22Z	4580761	389364685	0	85	147		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19572/SRR19572901/SRR19572901.lite.1	SRX15624877	GSM6215540	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325005	simple	9606	Homo sapiens	GSM6215540							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	F046C479DDD7274ADA82D8B9BA282595	610AC587D83C9B58A460223A5289BC43	28900705	MIBG+Vorinostat, Day 3, 72 hours rep 1	Lawrence Livermore National Laboratory	9606	SRS13325005	GSM6215540	peripheral blood	peripheral blood	131I-MIBG+vorinostat
SAMN28900706	SRR19572904	2023-01-09T00:04:42Z	2022-06-07T12:57:29Z	5991102	509243670	0	85	198		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19572/SRR19572904/SRR19572904.lite.1	SRX15624876	GSM6215539	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325004	simple	9606	Homo sapiens	GSM6215539							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	BD373081F50025824979A7CAC1D30C89	CFBA2578B101E44AE772E9A025640E35	28900706	MIBG+vorinostat, Day 0, baseline rep 5	Lawrence Livermore National Laboratory	9606	SRS13325004	GSM6215539	peripheral blood	peripheral blood	Untreated
SAMN28900706	SRR19572905	2023-01-09T00:04:42Z	2022-06-07T12:57:47Z	5552049	471924165	0	85	182		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19572/SRR19572905/SRR19572905.lite.1	SRX15624876	GSM6215539	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325004	simple	9606	Homo sapiens	GSM6215539							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	285D27F859BE2DFE2275C4CB51992B47	94A3B8F6B15B33CD97D1E822CE8D796A	28900706	MIBG+vorinostat, Day 0, baseline rep 5	Lawrence Livermore National Laboratory	9606	SRS13325004	GSM6215539	peripheral blood	peripheral blood	Untreated
SAMN28900707	SRR19572898	2023-01-09T00:04:42Z	2022-06-07T12:58:08Z	8351893	709910905	0	85	264		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19572/SRR19572898/SRR19572898.lite.1	SRX15624878	GSM6215538	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325006	simple	9606	Homo sapiens	GSM6215538							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	D90772B6537A78159100C61487CEFE50	E3991EF932F997AE871F03E1AB3A8704	28900707	MIBG+vorinostat, Day 0, baseline rep 4	Lawrence Livermore National Laboratory	9606	SRS13325006	GSM6215538	peripheral blood	peripheral blood	Untreated
SAMN28900707	SRR19572899	2023-01-09T00:04:42Z	2022-06-07T12:56:46Z	2345479	199365715	0	85	73		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19572/SRR19572899/SRR19572899.lite.1	SRX15624878	GSM6215538	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325006	simple	9606	Homo sapiens	GSM6215538							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	FF356D9E972059D29A4A6B1FEB260914	F30E117E9011ED2E7C63B5C0FF30EB49	28900707	MIBG+vorinostat, Day 0, baseline rep 4	Lawrence Livermore National Laboratory	9606	SRS13325006	GSM6215538	peripheral blood	peripheral blood	Untreated
SAMN28900708	SRR19572902	2023-01-09T00:04:42Z	2022-06-07T12:58:27Z	7735485	657516225	0	85	247		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19572/SRR19572902/SRR19572902.lite.1	SRX15624875	GSM6215537	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325003	simple	9606	Homo sapiens	GSM6215537							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	C1CBFC0E4228944F2153EA7F3F0C14C9	EDE5712839F7373F0AAF3D5F0C3AC865	28900708	MIBG+vorinostat, Day 0, baseline rep 3	Lawrence Livermore National Laboratory	9606	SRS13325003	GSM6215537	peripheral blood	peripheral blood	Untreated
SAMN28900708	SRR19572903	2023-01-09T00:04:42Z	2022-06-07T12:56:59Z	3105447	263962995	0	85	98		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19572/SRR19572903/SRR19572903.lite.1	SRX15624875	GSM6215537	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325003	simple	9606	Homo sapiens	GSM6215537							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	2B1E90D98FB7C63380AA897D57E86A74	98A8D0D5AD6F058075D2F80D32E2FE7E	28900708	MIBG+vorinostat, Day 0, baseline rep 3	Lawrence Livermore National Laboratory	9606	SRS13325003	GSM6215537	peripheral blood	peripheral blood	Untreated
SAMN28900709	SRR19572906	2023-01-09T00:04:42Z	2022-06-07T12:57:52Z	7711407	655469595	0	85	245		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19572/SRR19572906/SRR19572906.lite.1	SRX15624874	GSM6215536	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325002	simple	9606	Homo sapiens	GSM6215536							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	EDDDB3720D820778EFDCDFA382987C7C	DF5690D1FA68744094E5821DDFE08DCF	28900709	MIBG+vorinostat, Day 0, baseline rep 2	Lawrence Livermore National Laboratory	9606	SRS13325002	GSM6215536	peripheral blood	peripheral blood	Untreated
SAMN28900709	SRR19572907	2023-01-09T00:04:42Z	2022-06-07T12:56:57Z	3236748	275123580	0	85	102		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19572/SRR19572907/SRR19572907.lite.1	SRX15624874	GSM6215536	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325002	simple	9606	Homo sapiens	GSM6215536							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	5E3D8302AB3F12776C3F861597180092	766D1FBE677AA423E81F573EBA816B9B	28900709	MIBG+vorinostat, Day 0, baseline rep 2	Lawrence Livermore National Laboratory	9606	SRS13325002	GSM6215536	peripheral blood	peripheral blood	Untreated
SAMN28900710	SRR19572908	2023-01-09T00:04:42Z	2022-06-07T12:58:16Z	7282085	618977225	0	85	231		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19572/SRR19572908/SRR19572908.lite.1	SRX15624873	GSM6215535	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325001	simple	9606	Homo sapiens	GSM6215535							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	8272BEFB328857E4A129D990539E1CE3	0D543B0BF069229D4F01D5BDEDB2B3DD	28900710	MIBG+vorinostat, Day 0, baseline rep 1	Lawrence Livermore National Laboratory	9606	SRS13325001	GSM6215535	peripheral blood	peripheral blood	Untreated
SAMN28900710	SRR19572909	2023-01-09T00:04:42Z	2022-06-07T12:57:03Z	3677917	312622945	0	85	115		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19572/SRR19572909/SRR19572909.lite.1	SRX15624873	GSM6215535	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP378919	PRJNA846720		846720	SRS13325001	simple	9606	Homo sapiens	GSM6215535							no					LAWRENCE LIVERMORE NATIONAL LABORATORY	SRA1433215		public	182A82108EE5EE442AE6F584E5EC27BB	5BBAB2064E385B16707349CE2A53497C	28900710	MIBG+vorinostat, Day 0, baseline rep 1	Lawrence Livermore National Laboratory	9606	SRS13325001	GSM6215535	peripheral blood	peripheral blood	Untreated
