BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	cell type	passage	source_name	treatment	treatment time	group
SAMN12237995	SRR9660864	2019-12-30T16:23:26Z	2019-07-09T15:04:27Z	6119167	462156605	0	75	187		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660864.sralite.1	SRX6421788		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078661	simple	9606	Homo sapiens	GSM3934414							no					GEO	SRA919019		public	F90F45B1818681275E4F375C2524BB25	9C564D4944AA31452C85F9F361B05FEF	12237995	Gbm2_SAHA_3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078661	GSM3934414	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	SAHA_3uM	1 days	GBM2.SAHA_3uM.24hrs
SAMN12237995	SRR9660865	2019-12-30T16:23:26Z	2019-07-09T15:04:39Z	5882211	444266747	0	75	182		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660865.sralite.1	SRX6421788		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078661	simple	9606	Homo sapiens	GSM3934414							no					GEO	SRA919019		public	D4516B7CC80219EC2E6835CE4439C3E6	C1977F6C73265C97A0AD1A50DC16D91A	12237995	Gbm2_SAHA_3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078661	GSM3934414	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	SAHA_3uM	1 days	GBM2.SAHA_3uM.24hrs
SAMN12237996	SRR9660858	2019-12-30T16:23:26Z	2019-07-09T15:03:52Z	6296006	475411990	0	75	194		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660858.sralite.1	SRX6421787		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078660	simple	9606	Homo sapiens	GSM3934413							no					GEO	SRA919019		public	FBB6ECD7A69B488835D55692C30B909E	FFE9947BF34B3DBB5C7473D8CF725CF9	12237996	Gbm2_DMSO_0.1%	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078660	GSM3934413	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	DMSO_0.1%	1 days	GBM2.DMSO_0.1..24hrs
SAMN12237996	SRR9660859	2019-12-30T16:23:26Z	2019-07-09T15:04:23Z	6171318	465996326	0	75	191		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660859.sralite.1	SRX6421787		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078660	simple	9606	Homo sapiens	GSM3934413							no					GEO	SRA919019		public	EB038B50674ADF30C8240DC8F0A0722E	D8B0158ABE4CB0D932E7CC59672F1F68	12237996	Gbm2_DMSO_0.1%	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078660	GSM3934413	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	DMSO_0.1%	1 days	GBM2.DMSO_0.1..24hrs
SAMN12237996	SRR9660860	2019-12-30T16:23:26Z	2019-07-09T15:04:33Z	6581847	497002566	0	75	201		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660860.sralite.1	SRX6421787		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078660	simple	9606	Homo sapiens	GSM3934413							no					GEO	SRA919019		public	B71A04A3FB9479793720C4D12CE8C851	9B134F80BEDA3F33A66C21A70114985B	12237996	Gbm2_DMSO_0.1%	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078660	GSM3934413	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	DMSO_0.1%	1 days	GBM2.DMSO_0.1..24hrs
SAMN12237996	SRR9660861	2019-12-30T16:23:26Z	2019-07-09T15:04:31Z	6411808	484156342	0	75	198		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660861.sralite.1	SRX6421787		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078660	simple	9606	Homo sapiens	GSM3934413							no					GEO	SRA919019		public	29BBB2C3AF656BFDBBCA5007E3CA7172	C4533ED87C1242C83D2DBACD021CA096	12237996	Gbm2_DMSO_0.1%	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078660	GSM3934413	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	DMSO_0.1%	1 days	GBM2.DMSO_0.1..24hrs
SAMN12237997	SRR9660854	2019-12-30T16:23:26Z	2019-07-09T15:04:31Z	6735535	508327753	0	75	205		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660854.sralite.1	SRX6421786		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078659	simple	9606	Homo sapiens	GSM3934412							no					GEO	SRA919019		public	22E57C1F6C1524132CD1F27A407CBE71	97107555FCDCE26DA0410C6A0CA92307	12237997	Gbm2_Digoxin_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078659	GSM3934412	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Digoxin_0.3uM	3 days	GBM2.Digoxin_0.3uM.72hrs
SAMN12237997	SRR9660855	2019-12-30T16:23:26Z	2019-07-09T15:04:13Z	6632469	500530321	0	75	202		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660855.sralite.1	SRX6421786		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078659	simple	9606	Homo sapiens	GSM3934412							no					GEO	SRA919019		public	F840F0D94E613914FD7084D4D30DCC1A	4CA7ECB224FE7632E122A69DCC529B5C	12237997	Gbm2_Digoxin_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078659	GSM3934412	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Digoxin_0.3uM	3 days	GBM2.Digoxin_0.3uM.72hrs
SAMN12237997	SRR9660856	2019-12-30T16:23:26Z	2019-07-09T15:04:17Z	6832104	515583658	0	75	210		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/660/SRR9660856.sralite.1	SRX6421786		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078659	simple	9606	Homo sapiens	GSM3934412							no					GEO	SRA919019		public	A48142EE63B95BCECBD0BBEB76DEBCBF	D7F58CECD698D533B8323441C2CED855	12237997	Gbm2_Digoxin_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078659	GSM3934412	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Digoxin_0.3uM	3 days	GBM2.Digoxin_0.3uM.72hrs
SAMN12237997	SRR9660857	2019-12-30T16:23:26Z	2019-07-09T15:04:33Z	6757333	509942996	0	75	207		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660857.sralite.1	SRX6421786		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078659	simple	9606	Homo sapiens	GSM3934412							no					GEO	SRA919019		public	BDE39570CDE6025BD70562D00E345461	6C3F1C070DA2E1CF73CF77B7D613ED38	12237997	Gbm2_Digoxin_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078659	GSM3934412	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Digoxin_0.3uM	3 days	GBM2.Digoxin_0.3uM.72hrs
SAMN12237999	SRR9660850	2019-12-30T16:23:26Z	2019-07-09T15:04:37Z	7075143	533529542	0	75	216		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660850.sralite.1	SRX6421785		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078658	simple	9606	Homo sapiens	GSM3934411							no					GEO	SRA919019		public	EB9FB405176161FB674C7301B6F4C4BA	D1B0CBD7638FE2EE40CD49490F9C9A41	12237999	Gbm2_Digitoxigenin_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078658	GSM3934411	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Digitoxigenin_0.3uM	3 days	GBM2.Digitoxigenin_0.3uM.72hrs
SAMN12237999	SRR9660851	2019-12-30T16:23:26Z	2019-07-09T15:04:43Z	6956358	524523471	0	75	212		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660851.sralite.1	SRX6421785		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078658	simple	9606	Homo sapiens	GSM3934411							no					GEO	SRA919019		public	873F64AF316A3A4C7570B5C122A92229	7825B49FF40B39C6485F2A54F7A06E44	12237999	Gbm2_Digitoxigenin_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078658	GSM3934411	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Digitoxigenin_0.3uM	3 days	GBM2.Digitoxigenin_0.3uM.72hrs
SAMN12237999	SRR9660852	2019-12-30T16:23:26Z	2019-07-09T15:05:12Z	7153266	539365007	0	75	220		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660852.sralite.1	SRX6421785		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078658	simple	9606	Homo sapiens	GSM3934411							no					GEO	SRA919019		public	A72516CD1FB662DFCB3F6E4E228AF7B6	35C24B7EC621C72354ED4FECF3AABE6F	12237999	Gbm2_Digitoxigenin_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078658	GSM3934411	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Digitoxigenin_0.3uM	3 days	GBM2.Digitoxigenin_0.3uM.72hrs
SAMN12237999	SRR9660853	2019-12-30T16:23:26Z	2019-07-09T15:05:01Z	7081133	533937417	0	75	218		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660853.sralite.1	SRX6421785		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078658	simple	9606	Homo sapiens	GSM3934411							no					GEO	SRA919019		public	DA938C6AA5546DA7954DE245477BE232	80D109B0242683035CBE099BFE610D36	12237999	Gbm2_Digitoxigenin_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078658	GSM3934411	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Digitoxigenin_0.3uM	3 days	GBM2.Digitoxigenin_0.3uM.72hrs
SAMN12238000	SRR9660846	2019-12-30T16:23:26Z	2019-07-09T15:04:10Z	6388037	482198139	0	75	194		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660846.sralite.1	SRX6421784		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078657	simple	9606	Homo sapiens	GSM3934410							no					GEO	SRA919019		public	F21BD6AECFEA6460560FF2B11B2A96C8	49A3111ADC595758AC07DA650BAC24CB	12238000	Gbm2_Etoposide_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078657	GSM3934410	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Etoposide_0.3uM	3 days	GBM2.Etoposide_0.3uM.72hrs
SAMN12238000	SRR9660847	2019-12-30T16:23:26Z	2019-07-09T15:04:24Z	6292516	474972943	0	75	190		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660847.sralite.1	SRX6421784		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078657	simple	9606	Homo sapiens	GSM3934410							no					GEO	SRA919019		public	B1ACD8B4E84C6FD556D9BD256F1173EB	9229DB0B507C2EC534EF26E131EE3B6C	12238000	Gbm2_Etoposide_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078657	GSM3934410	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Etoposide_0.3uM	3 days	GBM2.Etoposide_0.3uM.72hrs
SAMN12238000	SRR9660848	2019-12-30T16:23:26Z	2019-07-09T15:04:28Z	6459839	487595064	0	75	197		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660848.sralite.1	SRX6421784		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078657	simple	9606	Homo sapiens	GSM3934410							no					GEO	SRA919019		public	D0183714B36850C5A97F22090CD25E5D	0156BFFB082AC61A4FDB0D90E234DF41	12238000	Gbm2_Etoposide_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078657	GSM3934410	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Etoposide_0.3uM	3 days	GBM2.Etoposide_0.3uM.72hrs
SAMN12238000	SRR9660849	2019-12-30T16:23:26Z	2019-07-09T15:04:09Z	6402938	483292343	0	75	195		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660849.sralite.1	SRX6421784		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078657	simple	9606	Homo sapiens	GSM3934410							no					GEO	SRA919019		public	C88CAE2531C3D5413DCC47DA6193BA45	39DC9D90BC60A3D59B8F9FCD6C431904	12238000	Gbm2_Etoposide_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078657	GSM3934410	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Etoposide_0.3uM	3 days	GBM2.Etoposide_0.3uM.72hrs
SAMN12238001	SRR9660842	2019-12-30T16:23:26Z	2019-07-09T15:04:27Z	6596818	497876208	0	75	200		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660842.sralite.1	SRX6421783		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078656	simple	9606	Homo sapiens	GSM3934409							no					GEO	SRA919019		public	E1765E81EA4BE47D82C2610BD11FE144	0327851C202C4DFE2BD8BC438B1CFD98	12238001	Gbm2_Irinotecan_0.5uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078656	GSM3934409	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Irinotecan_0.5uM	3 days	GBM2.Irinotecan_0.5uM.72hrs
SAMN12238001	SRR9660843	2019-12-30T16:23:26Z	2019-07-09T15:04:09Z	6544053	493869051	0	75	197		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660843.sralite.1	SRX6421783		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078656	simple	9606	Homo sapiens	GSM3934409							no					GEO	SRA919019		public	E95F6AEDAE3F38D0F4DAA4CF959B5F56	E75CC6335111161A791033EA3D703D1C	12238001	Gbm2_Irinotecan_0.5uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078656	GSM3934409	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Irinotecan_0.5uM	3 days	GBM2.Irinotecan_0.5uM.72hrs
SAMN12238001	SRR9660844	2019-12-30T16:23:26Z	2019-07-09T15:04:16Z	6681294	504222985	0	75	203		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/660/SRR9660844.sralite.1	SRX6421783		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078656	simple	9606	Homo sapiens	GSM3934409							no					GEO	SRA919019		public	8B06314FA157073A2C985A6B6DC8AEF0	6CC731FE26EB809CC06E13374DD82A76	12238001	Gbm2_Irinotecan_0.5uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078656	GSM3934409	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Irinotecan_0.5uM	3 days	GBM2.Irinotecan_0.5uM.72hrs
SAMN12238001	SRR9660845	2019-12-30T16:23:26Z	2019-07-09T15:04:36Z	6658511	502505017	0	75	202		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660845.sralite.1	SRX6421783		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078656	simple	9606	Homo sapiens	GSM3934409							no					GEO	SRA919019		public	DBD53AA11FD9F1F0B6F135249B1C15E8	AADFE78DCA802414D2DFDC085CB98B2D	12238001	Gbm2_Irinotecan_0.5uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078656	GSM3934409	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Irinotecan_0.5uM	3 days	GBM2.Irinotecan_0.5uM.72hrs
SAMN12238002	SRR9660838	2019-12-30T16:23:26Z	2019-07-09T15:03:47Z	5755965	434626989	0	75	175		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660838.sralite.1	SRX6421782		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078655	simple	9606	Homo sapiens	GSM3934408							no					GEO	SRA919019		public	0CA44ADAD6E18A6116894771106B396F	CED2AAF5B91E9260013C7F2BBEC83400	12238002	Gbm2_Trifluridine_3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078655	GSM3934408	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Trifluridine_3uM	3 days	GBM2.Trifluridine_3uM.72hrs
SAMN12238002	SRR9660839	2019-12-30T16:23:26Z	2019-07-09T15:04:14Z	5717232	431687475	0	75	173		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660839.sralite.1	SRX6421782		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078655	simple	9606	Homo sapiens	GSM3934408							no					GEO	SRA919019		public	02AC3BCAEE3C8C63C350660F598957B7	5358BDCD2A1D9C40513CF42CEAFB1CDB	12238002	Gbm2_Trifluridine_3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078655	GSM3934408	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Trifluridine_3uM	3 days	GBM2.Trifluridine_3uM.72hrs
SAMN12238002	SRR9660840	2019-12-30T16:23:26Z	2019-07-09T15:04:22Z	5849262	441648657	0	75	179		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660840.sralite.1	SRX6421782		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078655	simple	9606	Homo sapiens	GSM3934408							no					GEO	SRA919019		public	BFEC272841847B80E92256D583D1D3E0	DF36865D5721A12CB7902B90542473C1	12238002	Gbm2_Trifluridine_3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078655	GSM3934408	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Trifluridine_3uM	3 days	GBM2.Trifluridine_3uM.72hrs
SAMN12238002	SRR9660841	2019-12-30T16:23:26Z	2019-07-09T15:03:48Z	5821615	439554519	0	75	178		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660841.sralite.1	SRX6421782		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078655	simple	9606	Homo sapiens	GSM3934408							no					GEO	SRA919019		public	BCEE07677E465183A43611597EA8244F	A56D512A238C7BF4805C9B27E633CE25	12238002	Gbm2_Trifluridine_3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078655	GSM3934408	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Trifluridine_3uM	3 days	GBM2.Trifluridine_3uM.72hrs
SAMN12238003	SRR9660834	2019-12-30T16:23:26Z	2019-07-09T15:04:22Z	6074939	458478183	0	75	184		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/660/SRR9660834.sralite.1	SRX6421781		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078654	simple	9606	Homo sapiens	GSM3934407							no					GEO	SRA919019		public	78DC4EBA3BF4E71EC26CC3606F5B8B90	E87E433CF2C75E084FBE053350FE991F	12238003	Gbm2_Cytarabine_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078654	GSM3934407	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Cytarabine_0.3uM	3 days	GBM2.Cytarabine_0.3uM.72hrs
SAMN12238003	SRR9660835	2019-12-30T16:23:26Z	2019-07-09T15:04:23Z	6034203	455375424	0	75	183		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/660/SRR9660835.sralite.1	SRX6421781		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078654	simple	9606	Homo sapiens	GSM3934407							no					GEO	SRA919019		public	B130B592B799AF33F7387A396690DA0E	F0CA017EF03AACDCC0F52C2E017E2E16	12238003	Gbm2_Cytarabine_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078654	GSM3934407	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Cytarabine_0.3uM	3 days	GBM2.Cytarabine_0.3uM.72hrs
SAMN12238003	SRR9660836	2019-12-30T16:23:26Z	2019-07-09T15:04:26Z	6170442	465648397	0	75	188		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/660/SRR9660836.sralite.1	SRX6421781		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078654	simple	9606	Homo sapiens	GSM3934407							no					GEO	SRA919019		public	CB6C6E9F0020195CFE37211417D11593	0CEB32A93FB27A07C7812C2CEBA1243A	12238003	Gbm2_Cytarabine_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078654	GSM3934407	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Cytarabine_0.3uM	3 days	GBM2.Cytarabine_0.3uM.72hrs
SAMN12238003	SRR9660837	2019-12-30T16:23:26Z	2019-07-09T15:04:25Z	6139120	463284705	0	75	187		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/660/SRR9660837.sralite.1	SRX6421781		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078654	simple	9606	Homo sapiens	GSM3934407							no					GEO	SRA919019		public	213D32FA1EC10955B5352243356F71C2	6A61DBB9FB2E15E066CA876929ABEED1	12238003	Gbm2_Cytarabine_0.3uM	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078654	GSM3934407	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Cytarabine_0.3uM	3 days	GBM2.Cytarabine_0.3uM.72hrs
SAMN12238005	SRR9660806	2019-12-30T16:23:26Z	2019-07-09T15:04:03Z	5168646	390181441	0	75	158		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/660/SRR9660806.sralite.1	SRX6421774		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP213900	PRJNA553547	3	553547	SRS5078647	simple	9606	Homo sapiens	GSM3934400							no					GEO	SRA919019		public	9503DFDCF86E9BD96FCEB097AA5B00D7	490770308B006DC31FA8F18BD7E1FEF5	12238005	Gbm2_Serum_2	Sanford Burnham Prebys Medical Discovery Institute	9606	SRS5078647	GSM3934400	GBM2	Glioblastoma tumor propagating cells	Passage 14	Glioblastoma tumor propagating cells	Serum (FBS 10%)	3 days	GBM2.Serum..FBS.10...72hrs
