BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	cell type	recovery time	source_name	treatment	group
SAMN17098581	SRR13263692	2020-12-22T08:40:28Z	2020-12-19T22:15:10Z	4235363	319843130	0	75	115		https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/012952/SRR13263692	SRX9694157		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891030	simple	9606	Homo sapiens	GSM4977817							no					GEO	SRA1174403		public	55CA8F2F194E777A98944B24D09E90CF	E0B828BF58240B105FEC6F3FB6109A05	17098581	CTRL 20h rep1	KU Leuven	9606	SRS7891030	GSM4977817	A375	Human melanoma	20 hours	A375	untreated	untreated_20hr
SAMN17098580	SRR13263693	2020-12-22T08:40:28Z	2020-12-19T22:15:21Z	4996815	377405549	0	75	135		https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/012952/SRR13263693	SRX9694158		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891031	simple	9606	Homo sapiens	GSM4977818							no					GEO	SRA1174403		public	4E31EF6ABFDD59E3C22BE86B0ED5FBAC	7AC169B92F43285EC491884AA5FFB973	17098580	CTRL 20h rep2	KU Leuven	9606	SRS7891031	GSM4977818	A375	Human melanoma	20 hours	A375	untreated	untreated_20hr
SAMN17098580	SRR13263694	2020-12-22T08:40:28Z	2020-12-19T22:15:13Z	4839184	365511348	0	75	131		https://sra-download.ncbi.nlm.nih.gov/traces/sra66/SRR/012952/SRR13263694	SRX9694158		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891031	simple	9606	Homo sapiens	GSM4977818							no					GEO	SRA1174403		public	014AF916CB1385C6F585865E2978C2F7	7B96CD94BB9810D26CBDC80299AF5940	17098580	CTRL 20h rep2	KU Leuven	9606	SRS7891031	GSM4977818	A375	Human melanoma	20 hours	A375	untreated	untreated_20hr
SAMN17098580	SRR13263695	2020-12-22T08:40:28Z	2020-12-19T22:15:23Z	4997444	377468398	0	75	135		https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/012952/SRR13263695	SRX9694158		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891031	simple	9606	Homo sapiens	GSM4977818							no					GEO	SRA1174403		public	FF025C0556627182E667FC4BCD400D6A	69516FEF262D9CD824F63BED5DB7188C	17098580	CTRL 20h rep2	KU Leuven	9606	SRS7891031	GSM4977818	A375	Human melanoma	20 hours	A375	untreated	untreated_20hr
SAMN17098580	SRR13263696	2020-12-22T08:40:28Z	2020-12-19T22:15:40Z	4948810	373803270	0	75	134		https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/012952/SRR13263696	SRX9694158		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891031	simple	9606	Homo sapiens	GSM4977818							no					GEO	SRA1174403		public	8443AF0E4E62CE92D42DBACD69D6F0A9	12B74EC333684FC2AA36D45CE3B12F7F	17098580	CTRL 20h rep2	KU Leuven	9606	SRS7891031	GSM4977818	A375	Human melanoma	20 hours	A375	untreated	untreated_20hr
SAMN17098579	SRR13263697	2020-12-22T08:40:28Z	2020-12-19T22:15:26Z	4553322	343887574	0	75	124		https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/012952/SRR13263697	SRX9694159		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891029	simple	9606	Homo sapiens	GSM4977819							no					GEO	SRA1174403		public	7F6DF027D521BF3BE1A8A3C96F4263C0	E69268CD515D1BFBE10D3A343F97E448	17098579	CTRL 20h rep3	KU Leuven	9606	SRS7891029	GSM4977819	A375	Human melanoma	20 hours	A375	untreated	untreated_20hr
SAMN17098579	SRR13263698	2020-12-22T08:40:28Z	2020-12-19T22:15:35Z	4399379	332269638	0	75	120		https://sra-download.ncbi.nlm.nih.gov/traces/sra66/SRR/012952/SRR13263698	SRX9694159		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891029	simple	9606	Homo sapiens	GSM4977819							no					GEO	SRA1174403		public	92DE53459AD232EF57BF697572AAC616	4CFC1499AA9801965E4A3A89F8BB75B1	17098579	CTRL 20h rep3	KU Leuven	9606	SRS7891029	GSM4977819	A375	Human melanoma	20 hours	A375	untreated	untreated_20hr
SAMN17098579	SRR13263699	2020-12-22T08:40:28Z	2020-12-19T22:15:33Z	4556665	344164337	0	75	124		https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/012952/SRR13263699	SRX9694159		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891029	simple	9606	Homo sapiens	GSM4977819							no					GEO	SRA1174403		public	0E21B3EEFF0AE06371AF224AED5536A9	C838451F195F6E801976F258CCE91D3E	17098579	CTRL 20h rep3	KU Leuven	9606	SRS7891029	GSM4977819	A375	Human melanoma	20 hours	A375	untreated	untreated_20hr
SAMN17098579	SRR13263700	2020-12-22T08:40:28Z	2020-12-19T22:15:38Z	4507653	340457302	0	75	123		https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/012952/SRR13263700	SRX9694159		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891029	simple	9606	Homo sapiens	GSM4977819							no					GEO	SRA1174403		public	503828E819034C706F38F388DDA137BD	EF6A4CE2BF1E967FFFFBF2DEA87C77C7	17098579	CTRL 20h rep3	KU Leuven	9606	SRS7891029	GSM4977819	A375	Human melanoma	20 hours	A375	untreated	untreated_20hr
SAMN17098578	SRR13263701	2020-12-22T08:40:28Z	2020-12-19T22:15:27Z	3849405	290657272	0	75	106		https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/012952/SRR13263701	SRX9694160		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891032	simple	9606	Homo sapiens	GSM4977820							no					GEO	SRA1174403		public	F413F3291C55DA8F94BBFF27482D835E	F56D12F0A99263020519EB25BE129F1A	17098578	CDDP 4h rep1	KU Leuven	9606	SRS7891032	GSM4977820	A375	Human melanoma	4 hours	A375	CDDP 50uM	CDDP_50uM_4hr
SAMN17098578	SRR13263702	2020-12-22T08:40:28Z	2020-12-19T22:15:27Z	3794447	286513639	0	75	105		https://sra-download.ncbi.nlm.nih.gov/traces/sra67/SRR/012952/SRR13263702	SRX9694160		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891032	simple	9606	Homo sapiens	GSM4977820							no					GEO	SRA1174403		public	F5A19557A4181591A3AD53BE0D277F34	C5CF3F30554679FEC118DA6034F231B9	17098578	CDDP 4h rep1	KU Leuven	9606	SRS7891032	GSM4977820	A375	Human melanoma	4 hours	A375	CDDP 50uM	CDDP_50uM_4hr
SAMN17098578	SRR13263703	2020-12-22T08:40:28Z	2020-12-19T22:15:26Z	3896990	294254887	0	75	108		https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/012952/SRR13263703	SRX9694160		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891032	simple	9606	Homo sapiens	GSM4977820							no					GEO	SRA1174403		public	8C92083CCE8501FE4FFE22F3087F00E3	35CB525A8945AF51C46E9A28DACB0A51	17098578	CDDP 4h rep1	KU Leuven	9606	SRS7891032	GSM4977820	A375	Human melanoma	4 hours	A375	CDDP 50uM	CDDP_50uM_4hr
SAMN17098578	SRR13263704	2020-12-22T08:40:28Z	2020-12-19T22:15:35Z	3881240	293062891	0	75	108		https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/012952/SRR13263704	SRX9694160		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891032	simple	9606	Homo sapiens	GSM4977820							no					GEO	SRA1174403		public	6E8BB2B1491E7F9F7328B2645FA2F51B	0A18BF6DCE1BF9E59B6452A86B3CC3A8	17098578	CDDP 4h rep1	KU Leuven	9606	SRS7891032	GSM4977820	A375	Human melanoma	4 hours	A375	CDDP 50uM	CDDP_50uM_4hr
SAMN17098577	SRR13263705	2020-12-22T08:40:28Z	2020-12-19T22:15:19Z	4376930	330163785	0	75	120		https://sra-download.ncbi.nlm.nih.gov/traces/sra4/SRR/012952/SRR13263705	SRX9694161		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891035	simple	9606	Homo sapiens	GSM4977821							no					GEO	SRA1174403		public	ED127E4C3BF4E99FDEEC99A3746F4D56	BF7C5D46493BC3D52205DA652A8F735C	17098577	CDDP 4h rep2	KU Leuven	9606	SRS7891035	GSM4977821	A375	Human melanoma	4 hours	A375	CDDP 50uM	CDDP_50uM_4hr
SAMN17098577	SRR13263706	2020-12-22T08:40:28Z	2020-12-19T22:15:26Z	4353578	328411347	0	75	119		https://sra-download.ncbi.nlm.nih.gov/traces/sra67/SRR/012952/SRR13263706	SRX9694161		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891035	simple	9606	Homo sapiens	GSM4977821							no					GEO	SRA1174403		public	C075A963B24A767294C764B56086679A	53A7863418B8CFBCEE99966DC08A3211	17098577	CDDP 4h rep2	KU Leuven	9606	SRS7891035	GSM4977821	A375	Human melanoma	4 hours	A375	CDDP 50uM	CDDP_50uM_4hr
SAMN17098577	SRR13263707	2020-12-22T08:40:28Z	2020-12-19T22:15:40Z	4451816	335809124	0	75	123		https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/012952/SRR13263707	SRX9694161		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891035	simple	9606	Homo sapiens	GSM4977821							no					GEO	SRA1174403		public	C3CE720C38879023E5D89E3453CC07D7	CF526DAB39697B8CCA024F729679B0B7	17098577	CDDP 4h rep2	KU Leuven	9606	SRS7891035	GSM4977821	A375	Human melanoma	4 hours	A375	CDDP 50uM	CDDP_50uM_4hr
SAMN17098577	SRR13263708	2020-12-22T08:40:28Z	2020-12-19T22:15:25Z	4453331	335928738	0	75	123		https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/012952/SRR13263708	SRX9694161		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891035	simple	9606	Homo sapiens	GSM4977821							no					GEO	SRA1174403		public	82D3FB4654740CA3FD55D305D485F184	DB9A95F03D0B76B078A9693A34D4186E	17098577	CDDP 4h rep2	KU Leuven	9606	SRS7891035	GSM4977821	A375	Human melanoma	4 hours	A375	CDDP 50uM	CDDP_50uM_4hr
SAMN17098576	SRR13263709	2020-12-22T08:40:28Z	2020-12-19T22:15:36Z	4649642	351192550	0	75	126		https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/012952/SRR13263709	SRX9694162		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891033	simple	9606	Homo sapiens	GSM4977822							no					GEO	SRA1174403		public	47CFD12774ACB2D7C678ABCD3A8FD3CE	C9A35690D4E21013EE38A9A8C5645B23	17098576	CDDP 4h rep3	KU Leuven	9606	SRS7891033	GSM4977822	A375	Human melanoma	4 hours	A375	CDDP 50uM	CDDP_50uM_4hr
SAMN17098576	SRR13263710	2020-12-22T08:40:28Z	2020-12-19T22:15:38Z	4490399	339171748	0	75	121		https://sra-download.ncbi.nlm.nih.gov/traces/sra78/SRR/012952/SRR13263710	SRX9694162		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891033	simple	9606	Homo sapiens	GSM4977822							no					GEO	SRA1174403		public	6223F1C9E16647D850241A35577EB901	6A76E7BB4B032E0DBC9EDA5459D0B8C1	17098576	CDDP 4h rep3	KU Leuven	9606	SRS7891033	GSM4977822	A375	Human melanoma	4 hours	A375	CDDP 50uM	CDDP_50uM_4hr
SAMN17098576	SRR13263711	2020-12-22T08:40:28Z	2020-12-19T22:15:26Z	4654281	351561905	0	75	126		https://sra-download.ncbi.nlm.nih.gov/traces/sra66/SRR/012952/SRR13263711	SRX9694162		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891033	simple	9606	Homo sapiens	GSM4977822							no					GEO	SRA1174403		public	A79E3F4272EA74A55795A3B934DA9D48	BB6D6129108797559C57C4E766826E3E	17098576	CDDP 4h rep3	KU Leuven	9606	SRS7891033	GSM4977822	A375	Human melanoma	4 hours	A375	CDDP 50uM	CDDP_50uM_4hr
SAMN17098576	SRR13263712	2020-12-22T08:40:29Z	2020-12-19T22:15:36Z	4591966	346855946	0	75	124		https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/012952/SRR13263712	SRX9694162		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891033	simple	9606	Homo sapiens	GSM4977822							no					GEO	SRA1174403		public	0E9B741A40D8197749DB71DABE895CB6	A3EBD74B044B0015EAEFCC8497D539E3	17098576	CDDP 4h rep3	KU Leuven	9606	SRS7891033	GSM4977822	A375	Human melanoma	4 hours	A375	CDDP 50uM	CDDP_50uM_4hr
SAMN17098575	SRR13263713	2020-12-22T08:40:29Z	2020-12-19T22:15:26Z	4106779	310128357	0	75	112		https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/012952/SRR13263713	SRX9694163		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891034	simple	9606	Homo sapiens	GSM4977823							no					GEO	SRA1174403		public	C3D29E66DA0FA83ED5EA81BBC78D954B	BAB5BC2E7A39E16873ACE9814B0BFB59	17098575	CDDP 10h rep1	KU Leuven	9606	SRS7891034	GSM4977823	A375	Human melanoma	10 hours	A375	CDDP 50uM	CDDP_50uM_10hr
SAMN17098575	SRR13263714	2020-12-22T08:40:29Z	2020-12-19T22:15:26Z	4059430	306562804	0	75	111		https://sra-download.ncbi.nlm.nih.gov/traces/sra66/SRR/012952/SRR13263714	SRX9694163		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891034	simple	9606	Homo sapiens	GSM4977823							no					GEO	SRA1174403		public	72B26D5DC3F16DEB921C1675212802CE	16956E00B0D8C63F278410C8FF9A619A	17098575	CDDP 10h rep1	KU Leuven	9606	SRS7891034	GSM4977823	A375	Human melanoma	10 hours	A375	CDDP 50uM	CDDP_50uM_10hr
SAMN17098575	SRR13263715	2020-12-22T08:40:29Z	2020-12-19T22:15:33Z	4161717	314281645	0	75	114		https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/012952/SRR13263715	SRX9694163		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891034	simple	9606	Homo sapiens	GSM4977823							no					GEO	SRA1174403		public	8085DFD40B89484AAB99A898327C6710	BE41149F310F83038DA12BF515EF30FA	17098575	CDDP 10h rep1	KU Leuven	9606	SRS7891034	GSM4977823	A375	Human melanoma	10 hours	A375	CDDP 50uM	CDDP_50uM_10hr
SAMN17098575	SRR13263716	2020-12-22T08:40:29Z	2020-12-19T22:15:25Z	4148494	313280957	0	75	114		https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/012952/SRR13263716	SRX9694163		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891034	simple	9606	Homo sapiens	GSM4977823							no					GEO	SRA1174403		public	0CA069AA6A98F68846A59179128D51C1	72AF334B2DC009C97493E2DCB814CDF9	17098575	CDDP 10h rep1	KU Leuven	9606	SRS7891034	GSM4977823	A375	Human melanoma	10 hours	A375	CDDP 50uM	CDDP_50uM_10hr
SAMN17098574	SRR13263717	2020-12-22T08:40:29Z	2020-12-19T22:15:19Z	4031228	304420669	0	75	110		https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/012952/SRR13263717	SRX9694164		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891036	simple	9606	Homo sapiens	GSM4977824							no					GEO	SRA1174403		public	5B10E808F27FB2D59CC4E2F1207CBE93	8E36A1A496881C5F62D8E1E1E7080495	17098574	CDDP 10h rep2	KU Leuven	9606	SRS7891036	GSM4977824	A375	Human melanoma	10 hours	A375	CDDP 50uM	CDDP_50uM_10hr
SAMN17098574	SRR13263718	2020-12-22T08:40:29Z	2020-12-19T22:15:37Z	4001796	302206557	0	75	109		https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/012952/SRR13263718	SRX9694164		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891036	simple	9606	Homo sapiens	GSM4977824							no					GEO	SRA1174403		public	B2D642228CE25599F7C16BE2F709455F	C2C4A8DAFAE3DC0ABCD2667C8C4386B9	17098574	CDDP 10h rep2	KU Leuven	9606	SRS7891036	GSM4977824	A375	Human melanoma	10 hours	A375	CDDP 50uM	CDDP_50uM_10hr
SAMN17098574	SRR13263719	2020-12-22T08:40:29Z	2020-12-19T22:15:39Z	4088398	308747205	0	75	112		https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/012952/SRR13263719	SRX9694164		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891036	simple	9606	Homo sapiens	GSM4977824							no					GEO	SRA1174403		public	82185185123EA1FCF3F4724226086E84	5BDE4E72CF06842FB52A607DCF1B7EAA	17098574	CDDP 10h rep2	KU Leuven	9606	SRS7891036	GSM4977824	A375	Human melanoma	10 hours	A375	CDDP 50uM	CDDP_50uM_10hr
SAMN17098574	SRR13263720	2020-12-22T08:40:29Z	2020-12-19T22:15:41Z	4087787	308701414	0	75	112		https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/012952/SRR13263720	SRX9694164		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891036	simple	9606	Homo sapiens	GSM4977824							no					GEO	SRA1174403		public	C23323E8EC00366A4C2183408A7A4543	116D5CF07515FC554C1B81DCFAED1B01	17098574	CDDP 10h rep2	KU Leuven	9606	SRS7891036	GSM4977824	A375	Human melanoma	10 hours	A375	CDDP 50uM	CDDP_50uM_10hr
SAMN17098608	SRR13263721	2020-12-22T08:40:29Z	2020-12-19T22:15:52Z	4417707	333743131	0	75	120		https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/012952/SRR13263721	SRX9694165		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891037	simple	9606	Homo sapiens	GSM4977825							no					GEO	SRA1174403		public	6E9F5A458E9CFAAF865C7962C4564398	45AAC3FDFC219EB54E3D755495EBA2E4	17098608	CDDP 10h rep3	KU Leuven	9606	SRS7891037	GSM4977825	A375	Human melanoma	10 hours	A375	CDDP 50uM	CDDP_50uM_10hr
SAMN17098608	SRR13263722	2020-12-22T08:40:29Z	2020-12-19T22:15:45Z	4266196	322296534	0	75	116		https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/012952/SRR13263722	SRX9694165		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891037	simple	9606	Homo sapiens	GSM4977825							no					GEO	SRA1174403		public	891BCA8EDB0051C69F7C1ED641B36FC9	EF98E0A4D4140BAE59C8C3CA0C3778E9	17098608	CDDP 10h rep3	KU Leuven	9606	SRS7891037	GSM4977825	A375	Human melanoma	10 hours	A375	CDDP 50uM	CDDP_50uM_10hr
SAMN17098608	SRR13263723	2020-12-22T08:40:29Z	2020-12-19T22:15:41Z	4422110	334093862	0	75	121		https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/012952/SRR13263723	SRX9694165		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891037	simple	9606	Homo sapiens	GSM4977825							no					GEO	SRA1174403		public	8B366A2E592A3F3BF4287E4A97D605D4	BD2DC9970B6A1CD73D104D1F2CC83C3F	17098608	CDDP 10h rep3	KU Leuven	9606	SRS7891037	GSM4977825	A375	Human melanoma	10 hours	A375	CDDP 50uM	CDDP_50uM_10hr
SAMN17098608	SRR13263724	2020-12-22T08:40:29Z	2020-12-19T22:15:51Z	4360144	329411716	0	75	119		https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/012952/SRR13263724	SRX9694165		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891037	simple	9606	Homo sapiens	GSM4977825							no					GEO	SRA1174403		public	83FEC417CEF5795B147E56940CCB75E9	8960CA15BAADDCDE7E115A77113A0C82	17098608	CDDP 10h rep3	KU Leuven	9606	SRS7891037	GSM4977825	A375	Human melanoma	10 hours	A375	CDDP 50uM	CDDP_50uM_10hr
SAMN17098607	SRR13263725	2020-12-22T08:40:29Z	2020-12-19T22:15:29Z	3514903	265514947	0	75	98		https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/012952/SRR13263725	SRX9694166		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891038	simple	9606	Homo sapiens	GSM4977826							no					GEO	SRA1174403		public	1EC7765254B148EBD33A2B10B109A784	7E0CFB28A04F628D5BA27C8E9F29C595	17098607	CDDP 20h rep1	KU Leuven	9606	SRS7891038	GSM4977826	A375	Human melanoma	20 hours	A375	CDDP 50uM	CDDP_50uM_20hr
SAMN17098607	SRR13263726	2020-12-22T08:40:29Z	2020-12-19T22:15:35Z	3463917	261673175	0	75	97		https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/012952/SRR13263726	SRX9694166		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891038	simple	9606	Homo sapiens	GSM4977826							no					GEO	SRA1174403		public	2525CD7FDA8B9DC8E5458603A42583D0	2E2A37DEE20001C4C4D8C4A697011999	17098607	CDDP 20h rep1	KU Leuven	9606	SRS7891038	GSM4977826	A375	Human melanoma	20 hours	A375	CDDP 50uM	CDDP_50uM_20hr
SAMN17098607	SRR13263727	2020-12-22T08:40:29Z	2020-12-19T22:15:26Z	3548728	268077491	0	75	100		https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/012952/SRR13263727	SRX9694166		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891038	simple	9606	Homo sapiens	GSM4977826							no					GEO	SRA1174403		public	28031518333B8DD85C5F8BF7CCA43449	1CFA642DFB0DC8150BEAE6E05164F636	17098607	CDDP 20h rep1	KU Leuven	9606	SRS7891038	GSM4977826	A375	Human melanoma	20 hours	A375	CDDP 50uM	CDDP_50uM_20hr
SAMN17098607	SRR13263728	2020-12-22T08:40:29Z	2020-12-19T22:15:36Z	3538505	267303380	0	75	100		https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/012952/SRR13263728	SRX9694166		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891038	simple	9606	Homo sapiens	GSM4977826							no					GEO	SRA1174403		public	3A4A9571ACEA8739BE3E4D2606B214E2	948E2AD77A058FADBEB2E58007297481	17098607	CDDP 20h rep1	KU Leuven	9606	SRS7891038	GSM4977826	A375	Human melanoma	20 hours	A375	CDDP 50uM	CDDP_50uM_20hr
SAMN17098606	SRR13263729	2020-12-22T08:40:29Z	2020-12-19T22:15:44Z	4201808	317427585	0	75	114		https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/012952/SRR13263729	SRX9694167		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891040	simple	9606	Homo sapiens	GSM4977827							no					GEO	SRA1174403		public	A1767273CBAF6AA07B3244AE7BC59829	2303B78820EB61DA2EB27F6FA035EC68	17098606	CDDP 20h rep2	KU Leuven	9606	SRS7891040	GSM4977827	A375	Human melanoma	20 hours	A375	CDDP 50uM	CDDP_50uM_20hr
SAMN17098606	SRR13263730	2020-12-22T08:40:29Z	2020-12-19T22:15:33Z	4059095	306650139	0	75	111		https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/012952/SRR13263730	SRX9694167		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP298264	PRJNA685849		685849	SRS7891040	simple	9606	Homo sapiens	GSM4977827							no					GEO	SRA1174403		public	B8D4FA9940EC1BA008E7AD18CA4F7772	0EA11C5A6616F1A9040CBBBE2D80DCC5	17098606	CDDP 20h rep2	KU Leuven	9606	SRS7891040	GSM4977827	A375	Human melanoma	20 hours	A375	CDDP 50uM	CDDP_50uM_20hr
