BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	diagnosis	shRNA	source_name	treatment	group
SAMN03248096	SRR1688391	2015-09-08T16:06:19Z	2014-12-02T15:40:12Z	42345315	4234531500	42345315	100	2450		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688391/SRR1688391.1	SRX793235		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777022	simple	9606	Homo sapiens	GSM1557096							no					GEO	SRA207199		public	1926B8DB26FB420DD50696A1A8F33304	5C61286BAB13E1F07886CBB93EC72C53	3248096	SHP-77 2h JQ1 200 nM	The Research Institute of Molecular Pathology (IMP)	9606	SRS777022	GSM1557096	SCLC		Cell line	2h JQ1 200 nM	SHP77.JQ1.2.200nM
SAMN03248173	SRR1688392	2015-09-08T16:06:19Z	2014-12-02T15:51:02Z	46260983	4626098300	46260983	100	2677		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688392/SRR1688392.1	SRX793236		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777023	simple	9606	Homo sapiens	GSM1557097							no					GEO	SRA207199		public	44315317ABAFBCE5D9ABF107D8ED4F83	14E0EAE894E5BDF8015018A46F9952FF	3248173	SHP-77 24h JQ1 200 nM	The Research Institute of Molecular Pathology (IMP)	9606	SRS777023	GSM1557097	SCLC		Cell line	24h JQ1 200 nM	SHP77.JQ1.24.200nM
SAMN03248169	SRR1688393	2015-09-08T16:06:19Z	2014-12-02T15:46:40Z	46019030	4601903000	46019030	100	2756		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688393/SRR1688393.1	SRX793237		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777024	simple	9606	Homo sapiens	GSM1557098							no					GEO	SRA207199		public	D5FFC846048C37505F24BF938439DCCC	5D035A861DAF6E7A69BB75266F0B8427	3248169	ASPC-1 DMSO	The Research Institute of Molecular Pathology (IMP)	9606	SRS777024	GSM1557098	PDAC		Cell line	DMSO	ASPC1.DMSO
SAMN03248114	SRR1688394	2015-09-08T16:06:19Z	2014-12-02T15:57:28Z	45027365	4502736500	45027365	100	2695		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688394/SRR1688394.1	SRX793238		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777026	simple	9606	Homo sapiens	GSM1557099							no					GEO	SRA207199		public	4A2109CC9C97143FCE2257B4763FF121	FC06F7C57803FE73DBAFA4FF3CD52464	3248114	ASPC-1 2h JQ1 200 nM	The Research Institute of Molecular Pathology (IMP)	9606	SRS777026	GSM1557099	PDAC		Cell line	2h JQ1 200 nM	ASPC1.JQ1.2.200nM
SAMN03248177	SRR1688395	2015-09-08T16:06:19Z	2014-12-02T15:49:49Z	43381204	4338120400	43381204	100	2609		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688395/SRR1688395.1	SRX793239		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777025	simple	9606	Homo sapiens	GSM1557100							no					GEO	SRA207199		public	DA2D569333504C6DD30B36940B660390	5A53E6D50A67F8CF907F368AD4A4FE45	3248177	ASPC-1 24h JQ1 200 nM	The Research Institute of Molecular Pathology (IMP)	9606	SRS777025	GSM1557100	PDAC		Cell line	24h JQ1 200 nM	ASPC1.JQ1.24.200nM
SAMN03248155	SRR1688396	2015-09-08T16:06:19Z	2014-12-02T15:53:05Z	46755643	4675564300	46755643	100	2846		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688396/SRR1688396.1	SRX793240		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777029	simple	9606	Homo sapiens	GSM1557101							no					GEO	SRA207199		public	A9DE6DDCA9AAC8B38E956C9FCC714B7B	3540097777CBBEA73BDB02ED23C451C8	3248155	HPAF-1 DMSO	The Research Institute of Molecular Pathology (IMP)	9606	SRS777029	GSM1557101	PDAC		Cell line	DMSO	HPAF1.DMSO
SAMN03248159	SRR1688397	2015-09-08T16:06:19Z	2014-12-02T15:53:45Z	42976583	4297658300	42976583	100	2614		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688397/SRR1688397.1	SRX793241		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777027	simple	9606	Homo sapiens	GSM1557102							no					GEO	SRA207199		public	87032C8E54A039701B5831D2645D9249	0F83D4F60A18DFE452E055E8435AF4BA	3248159	HPAF-1 2h JQ1 200 nM	The Research Institute of Molecular Pathology (IMP)	9606	SRS777027	GSM1557102	PDAC		Cell line	2h JQ1 200 nM	HPAF1.JQ1.2.200nM
SAMN03248162	SRR1688398	2015-09-08T16:06:19Z	2014-12-02T15:24:58Z	53617611	5361761100	53617611	100	3322		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688398/SRR1688398.1	SRX793242		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777028	simple	9606	Homo sapiens	GSM1557103							no					GEO	SRA207199		public	28DEE9E70897C1BA35CD35727420E7B0	C2B0B8B8F5D4755EDFE16AB3232E5D36	3248162	HPAF-1 24h JQ1 200 nM	The Research Institute of Molecular Pathology (IMP)	9606	SRS777028	GSM1557103	PDAC		Cell line	24h JQ1 200 nM	HPAF1.JQ1.24.200nM
SAMN03248168	SRR1688399	2015-09-08T16:06:19Z	2014-12-02T15:26:16Z	56277263	5627726300	56277263	100	3479		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688399/SRR1688399.1	SRX793243		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777030	simple	9606	Homo sapiens	GSM1557104							no					GEO	SRA207199		public	29EED455A288B133ED5803A91EC0890E	8BA04E1BFB906766DE9FF62C3CD9DFB7	3248168	CAPAN-2 DMSO	The Research Institute of Molecular Pathology (IMP)	9606	SRS777030	GSM1557104	PDAC		Cell line	DMSO	CAPAN2.DMSO
SAMN03248142	SRR1688400	2015-09-08T16:06:19Z	2014-12-02T15:37:44Z	63177361	6317736100	63177361	100	3921		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688400/SRR1688400.1	SRX793244		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777031	simple	9606	Homo sapiens	GSM1557105							no					GEO	SRA207199		public	BC49BC3C455125C8A0D3034714997EF0	BF3E2E15FC4D3B85FA1801DB5FD4078C	3248142	CAPAN-2 2h JQ1 200 nM	The Research Institute of Molecular Pathology (IMP)	9606	SRS777031	GSM1557105	PDAC		Cell line	2h JQ1 200 nM	CAPAN2.JQ1.2.200nM
SAMN03248181	SRR1688401	2015-09-08T16:06:19Z	2014-12-02T15:29:37Z	61668848	6166884800	61668848	100	3814		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688401/SRR1688401.1	SRX793245		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777033	simple	9606	Homo sapiens	GSM1557106							no					GEO	SRA207199		public	D280F7EFAB7FB5C824DC6339F5D7FC16	5E688E1DAE9DD1E399DA740B69063A51	3248181	CAPAN-2 24h JQ1 200 nM	The Research Institute of Molecular Pathology (IMP)	9606	SRS777033	GSM1557106	PDAC		Cell line	24h JQ1 200 nM	CAPAN2.JQ1.24.200nM
SAMN03248113	SRR1688402	2015-09-08T16:06:19Z	2014-12-02T15:33:32Z	42039590	4203959000	42039590	100	2410		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688402/SRR1688402.1	SRX793246		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777032	simple	9606	Homo sapiens	GSM1557107							no					GEO	SRA207199		public	1EAFF9BAC95412DF115502E657D70A04	AD6ED78B3B032E78374580FB233D2E41	3248113	HUPT-4 DMSO	The Research Institute of Molecular Pathology (IMP)	9606	SRS777032	GSM1557107	PDAC		Cell line	DMSO	HUPT4.DMSO
SAMN03248149	SRR1688403	2015-09-08T16:06:19Z	2014-12-02T15:27:03Z	46148921	4614892100	46148921	100	2696		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688403/SRR1688403.1	SRX793247		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777034	simple	9606	Homo sapiens	GSM1557108							no					GEO	SRA207199		public	3B8051A1263784D163D968D65C9095E0	2EFBBCBAE626FD1AC44C8A2FF4D5AB27	3248149	HUPT-4 2h JQ1 200 nM	The Research Institute of Molecular Pathology (IMP)	9606	SRS777034	GSM1557108	PDAC		Cell line	2h JQ1 200 nM	HUPT4.JQ1.2.200nM
SAMN03248163	SRR1688404	2015-09-08T16:06:19Z	2014-12-02T15:37:40Z	47462376	4746237600	47462376	100	2770		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688404/SRR1688404.1	SRX793248		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777035	simple	9606	Homo sapiens	GSM1557109							no					GEO	SRA207199		public	F8B7D9AED34ABC18B041B7E3F31AEF71	9CD43D026886A219A60D72842E0FDA6E	3248163	HUPT-4 24h JQ1 200 nM	The Research Institute of Molecular Pathology (IMP)	9606	SRS777035	GSM1557109	PDAC		Cell line	24h JQ1 200 nM	HUPT4.JQ1.24.200nM
SAMN03248136	SRR1688405	2015-09-08T16:06:19Z	2014-12-02T15:49:22Z	43172788	4317278800	43172788	100	2587		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688405/SRR1688405.1	SRX793249		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777036	simple	9606	Homo sapiens	GSM1557110							no					GEO	SRA207199		public	FB37705D18DCD3D44BAFF4E0CB08AF9B	708F7D64345F9D3FB6582715B69DDAC1	3248136	MIAPACA-2 DMSO	The Research Institute of Molecular Pathology (IMP)	9606	SRS777036	GSM1557110	PDAC		Cell line	DMSO	MIAPACA2.DMSO
SAMN03248111	SRR1688406	2015-09-08T16:06:19Z	2014-12-02T15:50:46Z	45627415	4562741500	45627415	100	2781		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688406/SRR1688406.1	SRX793250		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777039	simple	9606	Homo sapiens	GSM1557111							no					GEO	SRA207199		public	47AD9C2081FD9C4AB47797A4C218CFB4	435210EEF01DB2E5B369264CB0F726D0	3248111	MIAPACA-2 2h JQ1 200 nM	The Research Institute of Molecular Pathology (IMP)	9606	SRS777039	GSM1557111	PDAC		Cell line	2h JQ1 200 nM	MIAPACA2.JQ1.2.200nM
SAMN03248171	SRR1688407	2015-09-08T16:06:19Z	2014-12-02T16:00:01Z	46583759	4658375900	46583759	100	2846		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688407/SRR1688407.1	SRX793251		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777037	simple	9606	Homo sapiens	GSM1557112							no					GEO	SRA207199		public	06AC3BAA2E81C2124C3EA0D5D243C481	203CA507124E1C42EDDBF6B7248B5F2E	3248171	MIAPACA-2 24h JQ1 200 nM	The Research Institute of Molecular Pathology (IMP)	9606	SRS777037	GSM1557112	PDAC		Cell line	24h JQ1 200 nM	MIAPACA2.JQ1.24.200nM
SAMN03248170	SRR1688408	2015-09-08T16:06:19Z	2014-12-02T15:44:32Z	41715875	4171587500	41715875	100	2376		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688408/SRR1688408.1	SRX793252		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777038	simple	9606	Homo sapiens	GSM1557113							no					GEO	SRA207199		public	FEADD651457BECE3BEA31C755830903D	8D49E4E90DA83E398121BCF946D7F641	3248170	SU-8686 DMSO	The Research Institute of Molecular Pathology (IMP)	9606	SRS777038	GSM1557113	PDAC		Cell line	DMSO	SU8686.DMSO
SAMN03248110	SRR1688409	2015-09-08T16:06:19Z	2014-12-02T15:41:04Z	44669274	4466927400	44669274	100	2542		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688409/SRR1688409.1	SRX793253		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777042	simple	9606	Homo sapiens	GSM1557114							no					GEO	SRA207199		public	8D41ED6633E797352E2D51E0D90E21B8	2934C6BB6A5728FDB839AC5538CD1A76	3248110	SU-8686 2h JQ1 200 nM	The Research Institute of Molecular Pathology (IMP)	9606	SRS777042	GSM1557114	PDAC		Cell line	2h JQ1 200 nM	SU8686.JQ1.2.200nM
SAMN03248178	SRR1688410	2015-09-08T16:06:19Z	2014-12-02T15:33:34Z	46289127	4628912700	46289127	100	2630		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688410/SRR1688410.1	SRX793254		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777040	simple	9606	Homo sapiens	GSM1557115							no					GEO	SRA207199		public	796B534FD3685738F44FB1496EBC9EAD	BF41B7AE3BC2CC045AABD6337F894E75	3248178	SU-8686 24h JQ1 200 nM	The Research Institute of Molecular Pathology (IMP)	9606	SRS777040	GSM1557115	PDAC		Cell line	24h JQ1 200 nM	SU8686.JQ1.24.200nM
SAMN03248099	SRR1688411	2015-09-08T16:06:19Z	2014-12-02T15:24:48Z	16203487	1620348700	16203487	100	1023		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688411/SRR1688411.1	SRX793255		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777041	simple	9606	Homo sapiens	GSM1557116							no					GEO	SRA207199		public	7B2B81304D425AFF9241A47E11E2ACAE	EC6A5BFBC76E6B309C6DBD0FEC67C723	3248099	K-562 Ren.713	The Research Institute of Molecular Pathology (IMP)	9606	SRS777041	GSM1557116	Leukemia	Ren.713	Cell line		K562.Ren_713
SAMN03248112	SRR1688412	2015-09-08T16:06:19Z	2014-12-02T15:26:45Z	19158741	1915874100	19158741	100	1198		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688412/SRR1688412.1	SRX793256		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777043	simple	9606	Homo sapiens	GSM1557117							no					GEO	SRA207199		public	D136273865E40FC2137483C3E0305C22	790E52081A49992D15DB28EA64C68C18	3248112	K-562 BRD2.1638	The Research Institute of Molecular Pathology (IMP)	9606	SRS777043	GSM1557117	Leukemia	BRD2.1638	Cell line		K562.BRD2_1638
SAMN03248145	SRR1688413	2015-09-08T16:06:19Z	2014-12-02T15:28:31Z	23640993	2364099300	23640993	100	1487		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688413/SRR1688413.1	SRX793257		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777044	simple	9606	Homo sapiens	GSM1557118							no					GEO	SRA207199		public	5158BCBD9A13312F7AEEE3C761B91409	71E557A34EE65D9B9B2DA1F32F520246	3248145	K-562 BRD3.3235	The Research Institute of Molecular Pathology (IMP)	9606	SRS777044	GSM1557118	Leukemia	BRD3.3235	Cell line		K562.BRD3_3235
SAMN03248172	SRR1688414	2015-09-08T16:06:19Z	2014-12-02T15:28:44Z	23786896	2378689600	23786896	100	1497		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688414/SRR1688414.1	SRX793258		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777045	simple	9606	Homo sapiens	GSM1557119							no					GEO	SRA207199		public	E727CD4567501949F1B35467DD245499	6F2A1A736B61663031E775B135AAFBBD	3248172	K-562 BRD4.1817	The Research Institute of Molecular Pathology (IMP)	9606	SRS777045	GSM1557119	Leukemia	BRD4.1817	Cell line		K562.BRD4_1817
SAMN03248094	SRR1688415	2015-09-08T16:06:19Z	2014-12-02T16:00:23Z	83093939	8309393900	83093939	100	5159		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688415/SRR1688415.1	SRX793259		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777046	simple	9606	Homo sapiens	GSM1557120							no					GEO	SRA207199		public	F715BD543410644FD853E1B1D1DEB4E3	99D690CFC258E009CAA26DDF67D24414	3248094	MOLM-13 Ren.713	The Research Institute of Molecular Pathology (IMP)	9606	SRS777046	GSM1557120	Leukemia	Ren.713	Cell line		MOLM13.Ren_713
SAMN03248107	SRR1688416	2015-09-08T16:06:19Z	2014-12-02T15:37:54Z	55774423	5577442300	55774423	100	3469		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688416/SRR1688416.1	SRX793260		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777047	simple	9606	Homo sapiens	GSM1557121							no					GEO	SRA207199		public	980F0012D991E260BF3309AF305C4604	83A7AF02A5DFF2E35E18BDF5BC9EB2DA	3248107	MOLM-13 BRD2.1638	The Research Institute of Molecular Pathology (IMP)	9606	SRS777047	GSM1557121	Leukemia	BRD2.1638	Cell line		MOLM13.BRD2_1638
SAMN03248102	SRR1688417	2015-09-08T16:06:19Z	2014-12-02T15:45:43Z	49625593	4962559300	49625593	100	3085		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688417/SRR1688417.1	SRX793261		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777048	simple	9606	Homo sapiens	GSM1557122							no					GEO	SRA207199		public	B934F82672A07564E73C8611FAF47E2E	0620DEDB0E4D06D002E4F4CF2C5D35F1	3248102	MOLM-13 BRD3.3235	The Research Institute of Molecular Pathology (IMP)	9606	SRS777048	GSM1557122	Leukemia	BRD3.3235	Cell line		MOLM13.BRD3_3235
SAMN03248138	SRR1688418	2015-09-08T16:06:19Z	2014-12-02T15:33:45Z	42054744	4205474400	42054744	100	2632		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR1688418/SRR1688418.1	SRX793262		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP050440	PRJNA269063	2	269063	SRS777049	simple	9606	Homo sapiens	GSM1557123							no					GEO	SRA207199		public	0B8CA8E61D4C1AF2491D713CEEB097FC	A55A2DABBF6AE0384001D49616FFC146	3248138	MOLM-13 BRD4.1817	The Research Institute of Molecular Pathology (IMP)	9606	SRS777049	GSM1557123	Leukemia	BRD4.1817	Cell line		MOLM13.BRD4_1817
