BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	age	biomaterial_provider	cell_line	cell_subtype	disease	isolate	sex	tissue	treatment
SAMN19550983	SRR14727581	2022-01-01T03:01:41Z	2021-06-04T03:48:36Z	22291176	6687352800	22291176	300	1933		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727581/SRR14727581.lite.1	SRX11064602	AR2_6_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131526	simple	9606	Homo sapiens	AR2_6_1					female		no					COLD SPRING HARBOR	SRA1240524		public	0183A74C2FC63EBABEBB5C1F1232F41A	34278664E6EE4C5516D52C3AC2863142	19550983	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: AR2_6_1	SRA: SRS9131526	54	Jason Sheltzer lab	A375	CDK11B-G579S	malignant melanoma	A375, CDK11B-G579S	female	skin	A375 G579S 25nM OTS964 6hr #1
SAMN19550984	SRR14727582	2022-01-01T03:01:41Z	2021-06-04T03:53:37Z	27266111	8179833300	27266111	300	2385		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727582/SRR14727582.lite.1	SRX11064601	AR2_6_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131525	simple	9606	Homo sapiens	AR2_6_2					female		no					COLD SPRING HARBOR	SRA1240524		public	84243D938FCD61439F4DB6047B917A7C	3302A94DCAF78A6AE1CB05031CCC145B	19550984	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: AR2_6_2	SRA: SRS9131525	54	Jason Sheltzer lab	A375	CDK11B-G579S	malignant melanoma	A375, CDK11B-G579S	female	skin	A375 G579S 25nM OTS964 6hr #2
SAMN19550985	SRR14727583	2022-01-01T03:01:41Z	2021-06-04T03:58:01Z	33675703	10102710900	33675703	300	2968		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR014/14727/SRR14727583/SRR14727583.lite.1	SRX11064600	AR3_6_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131524	simple	9606	Homo sapiens	AR3_6_1					female		no					COLD SPRING HARBOR	SRA1240524		public	D82783DBD4D22B50EACEC031F0340754	AE3BD484743D97003593EC548B7EDA00	19550985	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: AR3_6_1	SRA: SRS9131524	54	Jason Sheltzer lab	A375	CDK11B-G579S	malignant melanoma	A375, CDK11B-G579S	female	skin	A375 G579S 100nM OTS964 6hr #1
SAMN19550986	SRR14727584	2022-01-01T03:01:41Z	2021-06-04T03:50:52Z	21244579	6373373700	21244579	300	1845		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727584/SRR14727584.lite.1	SRX11064599	AR3_6_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131523	simple	9606	Homo sapiens	AR3_6_2					female		no					COLD SPRING HARBOR	SRA1240524		public	788F32F31BCCC3D175F4B8BE8C2949F8	46F8417CC4BFD880A5356408C518E28B	19550986	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: AR3_6_2	SRA: SRS9131523	54	Jason Sheltzer lab	A375	CDK11B-G579S	malignant melanoma	A375, CDK11B-G579S	female	skin	A375 G579S 100nM OTS964 6hr #2
SAMN19550987	SRR14727585	2022-01-01T03:01:41Z	2021-06-04T03:50:12Z	21904834	6571450200	21904834	300	1905		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR014/14727/SRR14727585/SRR14727585.lite.1	SRX11064598	AR0_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131522	simple	9606	Homo sapiens	AR0_24_1					female		no					COLD SPRING HARBOR	SRA1240524		public	86AB3AD50BE6ED37A9B7262A63AA4F17	85F5F186993FCF6D0D2FE0FE7EA82C1A	19550987	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: AR0_24_1	SRA: SRS9131522	54	Jason Sheltzer lab	A375	CDK11B-G579S	malignant melanoma	A375, CDK11B-G579S	female	skin	A375 G579S DMSO 24hr #1
SAMN19550988	SRR14727586	2022-01-01T03:01:41Z	2021-06-04T04:10:33Z	23347437	7004231100	23347437	300	2018		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727586/SRR14727586.lite.1	SRX11064597	AR0_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131521	simple	9606	Homo sapiens	AR0_24_2					female		no					COLD SPRING HARBOR	SRA1240524		public	8751C35783E5F319D0701E81E5CCB1F9	89DC7DA6A3B1E1B816E296CC4A507931	19550988	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: AR0_24_2	SRA: SRS9131521	54	Jason Sheltzer lab	A375	CDK11B-G579S	malignant melanoma	A375, CDK11B-G579S	female	skin	A375 G579S DMSO 24hr #2
SAMN19550989	SRR14727587	2022-01-01T03:01:41Z	2021-06-04T03:52:54Z	23764747	7129424100	23764747	300	2062		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727587/SRR14727587.lite.1	SRX11064596	AR2_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131520	simple	9606	Homo sapiens	AR2_24_1					female		no					COLD SPRING HARBOR	SRA1240524		public	57F8854FB25A657DDD7EF8DA4EEE53FC	F2C036FA609437286FD7B0F75842B35E	19550989	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: AR2_24_1	SRA: SRS9131520	54	Jason Sheltzer lab	A375	CDK11B-G579S	malignant melanoma	A375, CDK11B-G579S	female	skin	A375 G579S 25nM OTS964 24hr #1
SAMN19550990	SRR14727588	2022-01-01T03:01:41Z	2021-06-04T03:52:42Z	21551439	6465431700	21551439	300	1929		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727588/SRR14727588.lite.1	SRX11064595	AR2_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131519	simple	9606	Homo sapiens	AR2_24_2					female		no					COLD SPRING HARBOR	SRA1240524		public	D71B4D562DC3062B57924EA7D5433685	8706A4E485449CCAFB2E2A85B1CBCCA3	19550990	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: AR2_24_2	SRA: SRS9131519	54	Jason Sheltzer lab	A375	CDK11B-G579S	malignant melanoma	A375, CDK11B-G579S	female	skin	A375 G579S 25nM OTS964 24hr #2
SAMN19550991	SRR14727589	2022-01-01T03:01:41Z	2021-06-04T03:52:00Z	22148137	6644441100	22148137	300	1986		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727589/SRR14727589.lite.1	SRX11064594	AR3_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131518	simple	9606	Homo sapiens	AR3_24_1					female		no					COLD SPRING HARBOR	SRA1240524		public	EFED743A816376D30071B8C2B52E0F1E	DE24FDDD71666990AEE0CA0DDEA8696F	19550991	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: AR3_24_1	SRA: SRS9131518	54	Jason Sheltzer lab	A375	CDK11B-G579S	malignant melanoma	A375, CDK11B-G579S	female	skin	A375 G579S 100nM OTS964 24hr #1
SAMN19550992	SRR14727590	2022-01-01T03:01:41Z	2021-06-04T03:54:06Z	24844037	7453211100	24844037	300	2223		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727590/SRR14727590.lite.1	SRX11064593	AR3_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131517	simple	9606	Homo sapiens	AR3_24_2					female		no					COLD SPRING HARBOR	SRA1240524		public	76CFC63AEFA17122DA63CB6EACAD32E0	CE130B37998F7FC565C91DA8CEF54305	19550992	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: AR3_24_2	SRA: SRS9131517	54	Jason Sheltzer lab	A375	CDK11B-G579S	malignant melanoma	A375, CDK11B-G579S	female	skin	A375 G579S 100nM OTS964 24hr #2
SAMN19550993	SRR14727592	2022-01-01T03:01:41Z	2021-06-04T04:14:04Z	22058550	6617565000	22058550	300	1974		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727592/SRR14727592.lite.1	SRX11064591	C0_0_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131515	simple	9606	Homo sapiens	C0_0_1					female		no					COLD SPRING HARBOR	SRA1240524		public	B6C4DB32965232C5B8B0D7C46762E40C	1E28FA7C8C684F1A38DA500B2C563F94	19550993	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C0_0_1	SRA: SRS9131515	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 0hr #1
SAMN19550994	SRR14727593	2022-01-01T03:01:41Z	2021-06-04T04:15:33Z	20569552	6170865600	20569552	300	1853		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727593/SRR14727593.lite.1	SRX11064590	C0_0_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131514	simple	9606	Homo sapiens	C0_0_2					female		no					COLD SPRING HARBOR	SRA1240524		public	D6239CCE563471B8B46C9E3DCC18FD18	015F3AC89AE426A169F6C6E8E8F6640D	19550994	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C0_0_2	SRA: SRS9131514	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 0hr #2
SAMN19550995	SRR14727594	2022-01-01T03:01:41Z	2021-06-04T03:53:22Z	20795026	6238507800	20795026	300	1874		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727594/SRR14727594.lite.1	SRX11064589	C0_1_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131513	simple	9606	Homo sapiens	C0_1_1					female		no					COLD SPRING HARBOR	SRA1240524		public	655B938EC8EED7ADD5ED9312D46250F8	4151A969CA482B31ADFE8AD3CEED5086	19550995	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C0_1_1	SRA: SRS9131513	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 DMSO 1hr #1
SAMN19550996	SRR14727595	2022-01-01T03:01:41Z	2021-06-04T03:56:04Z	20937751	6281325300	20937751	300	1879		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727595/SRR14727595.lite.1	SRX11064588	C0_1_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131512	simple	9606	Homo sapiens	C0_1_2					female		no					COLD SPRING HARBOR	SRA1240524		public	6513A718A3D481808C59E87101B8589D	12A4440634DDE0A33FE6361A8A2C48E0	19550996	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C0_1_2	SRA: SRS9131512	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 DMSO 1hr #2
SAMN19550997	SRR14727596	2022-01-01T03:01:41Z	2021-06-04T03:50:37Z	22153694	6646108200	22153694	300	1980		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727596/SRR14727596.lite.1	SRX11064587	C2_1_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131511	simple	9606	Homo sapiens	C2_1_1					female		no					COLD SPRING HARBOR	SRA1240524		public	FB7A4844A00012914662F425218D81A8	CFA816FDF8DAE231FD1D93D7ADB9E765	19550997	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C2_1_1	SRA: SRS9131511	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 25nM OTS964 1hr #1
SAMN19550998	SRR14727597	2022-01-01T03:01:40Z	2021-06-04T03:58:05Z	22082330	6624699000	22082330	300	1966		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727597/SRR14727597.lite.1	SRX11064586	C2_1_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131510	simple	9606	Homo sapiens	C2_1_2					female		no					COLD SPRING HARBOR	SRA1240524		public	0EB6467B423D1A2B38015B33494AE4F4	4AF3EA0623CF1A93A9DACE028F9521A2	19550998	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C2_1_2	SRA: SRS9131510	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 25nM OTS964 1hr #2
SAMN19550999	SRR14727598	2022-01-01T03:01:40Z	2021-06-04T04:00:48Z	22787911	6836373300	22787911	300	2027		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR014/14727/SRR14727598/SRR14727598.lite.1	SRX11064585	C3_1_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131509	simple	9606	Homo sapiens	C3_1_1					female		no					COLD SPRING HARBOR	SRA1240524		public	A9D7E01ABB67F24920270C85876F936E	1BB85CC51BF6622B59C49081E8D61502	19550999	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C3_1_1	SRA: SRS9131509	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 100nM OTS964 1hr #1
SAMN19551000	SRR14727599	2022-01-01T03:01:40Z	2021-06-04T03:54:51Z	20830940	6249282000	20830940	300	1956		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727599/SRR14727599.lite.1	SRX11064584	C3_1_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131508	simple	9606	Homo sapiens	C3_1_2					female		no					COLD SPRING HARBOR	SRA1240524		public	2D6ACC6BDE3CDFBF3FB3175C809E7C2E	E4121A796442EAD8527DE4BDA2BC6A19	19551000	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C3_1_2	SRA: SRS9131508	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 100nM OTS964 1hr #2
SAMN19551001	SRR14727600	2022-01-01T03:01:40Z	2021-06-04T03:57:04Z	21762765	6528829500	21762765	300	1980		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727600/SRR14727600.lite.1	SRX11064583	C0_6_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131507	simple	9606	Homo sapiens	C0_6_1					female		no					COLD SPRING HARBOR	SRA1240524		public	263EFAE824ECDDC77E9E685696EAB93F	DC4683C61B73747188B4732B5F99D36C	19551001	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C0_6_1	SRA: SRS9131507	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 DMSO 6hr #1
SAMN19551002	SRR14727601	2022-01-01T03:01:40Z	2021-06-04T03:55:20Z	21108655	6332596500	21108655	300	1896		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727601/SRR14727601.lite.1	SRX11064582	C0_6_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131506	simple	9606	Homo sapiens	C0_6_2					female		no					COLD SPRING HARBOR	SRA1240524		public	CA5FAF11C837B0ACA7CC734474D17C8A	F9702412C3FBEE865ACD67A5B1863EB5	19551002	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C0_6_2	SRA: SRS9131506	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 DMSO 6hr #2
SAMN19551003	SRR14727603	2022-01-01T03:01:40Z	2021-06-04T04:19:21Z	21237163	6371148900	21237163	300	1918		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727603/SRR14727603.lite.1	SRX11064580	C2_6_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131504	simple	9606	Homo sapiens	C2_6_1					female		no					COLD SPRING HARBOR	SRA1240524		public	E5895F249F9018BD53349469332C6886	8F6A9542D744DBF94A081C07398D6DDC	19551003	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C2_6_1	SRA: SRS9131504	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 25nM OTS964 6hr #1
SAMN19551004	SRR14727604	2022-01-01T03:01:40Z	2021-06-04T03:55:56Z	22192475	6657742500	22192475	300	1984		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727604/SRR14727604.lite.1	SRX11064579	C2_6_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131503	simple	9606	Homo sapiens	C2_6_2					female		no					COLD SPRING HARBOR	SRA1240524		public	1E27087B5081B7B307A460ED57F56775	3114D6BB32A6B20E1B7650F9EC1AA43C	19551004	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C2_6_2	SRA: SRS9131503	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 25nM OTS964 6hr #2
SAMN19551005	SRR14727605	2022-01-01T03:01:40Z	2021-06-04T03:55:50Z	22029377	6608813100	22029377	300	1980		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727605/SRR14727605.lite.1	SRX11064578	C3_6_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131502	simple	9606	Homo sapiens	C3_6_1					female		no					COLD SPRING HARBOR	SRA1240524		public	F714F51E318257C4EAD48E61F4A2399A	43D374EA5C3C418889EDA5D15FEA506B	19551005	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C3_6_1	SRA: SRS9131502	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 100nM OTS964 6hr #1
SAMN19551006	SRR14727606	2022-01-01T03:01:40Z	2021-06-04T04:15:42Z	21338655	6401596500	21338655	300	1919		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14727/SRR14727606/SRR14727606.lite.1	SRX11064577	C3_6_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131501	simple	9606	Homo sapiens	C3_6_2					female		no					COLD SPRING HARBOR	SRA1240524		public	BD8BAAFF13074DD54643C68D6E8EE510	43B7555F8D5C5E38FDF2EBFEAFB8E7F8	19551006	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C3_6_2	SRA: SRS9131501	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 100nM OTS964 6hr #2
SAMN19551007	SRR14727607	2022-01-01T03:01:40Z	2021-06-04T04:01:29Z	24465364	7339609200	24465364	300	2202		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14727/SRR14727607/SRR14727607.lite.1	SRX11064576	C0_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131500	simple	9606	Homo sapiens	C0_24_1					female		no					COLD SPRING HARBOR	SRA1240524		public	9796FE54C733610C22EE037CEC67DB3F	B45606121DA14E13354782BFAC7BFEED	19551007	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C0_24_1	SRA: SRS9131500	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 DMSO 24hr #1
SAMN19551008	SRR14727608	2022-01-01T03:01:40Z	2021-06-04T03:57:30Z	21336196	6400858800	21336196	300	1924		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727608/SRR14727608.lite.1	SRX11064575	C0_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131499	simple	9606	Homo sapiens	C0_24_2					female		no					COLD SPRING HARBOR	SRA1240524		public	1A4C585464CC0F2F65E3EA4D392CEBC3	356C6D2CA639DD7F0948D1AD5CD72CC3	19551008	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C0_24_2	SRA: SRS9131499	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 DMSO 24hr #2
SAMN19551009	SRR14727609	2022-01-01T03:01:40Z	2021-06-04T03:57:57Z	21418622	6425586600	21418622	300	1911		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727609/SRR14727609.lite.1	SRX11064574	C2_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131498	simple	9606	Homo sapiens	C2_24_1					female		no					COLD SPRING HARBOR	SRA1240524		public	CF700AA3BCCF8AC99C13E588F340B1A2	10D44DE26C8B5844FF109835EFD84B4E	19551009	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C2_24_1	SRA: SRS9131498	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 25nM OTS964 24hr #1
SAMN19551010	SRR14727610	2022-01-01T03:01:40Z	2021-06-04T04:04:08Z	21062091	6318627300	21062091	300	1894		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR014/14727/SRR14727610/SRR14727610.lite.1	SRX11064573	C2_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131497	simple	9606	Homo sapiens	C2_24_2					female		no					COLD SPRING HARBOR	SRA1240524		public	7F8F2209ACA1D7EF279C621B08599F46	FBA3E1206C9FA9DF5CBE2841318DB52F	19551010	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C2_24_2	SRA: SRS9131497	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 25nM OTS964 24hr #2
SAMN19551011	SRR14727611	2022-01-01T03:01:40Z	2021-06-04T03:58:03Z	24094424	7228327200	24094424	300	2173		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR014/14727/SRR14727611/SRR14727611.lite.1	SRX11064572	C3_24_1	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131496	simple	9606	Homo sapiens	C3_24_1					female		no					COLD SPRING HARBOR	SRA1240524		public	C11FEB960CE8C29F11AC4E9FDE6B6F75	A8B947A31BA7593E591849A2471C13DA	19551011	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C3_24_1	SRA: SRS9131496	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 100nM OTS964 24hr #1
SAMN19551012	SRR14727612	2022-01-01T03:01:40Z	2021-06-04T03:57:45Z	22228554	6668566200	22228554	300	2013		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR014/14727/SRR14727612/SRR14727612.lite.1	SRX11064571	C3_24_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP322599	PRJNA734957		734957	SRS9131495	simple	9606	Homo sapiens	C3_24_2					female		no					COLD SPRING HARBOR	SRA1240524		public	6F584E57C911F47FB8C2D59391B469CF	364B0BA348647B417144A92F824E6C4E	19551012	Human sample from Homo sapiens	Cold Spring Harbor	9606	Sample name: C3_24_2	SRA: SRS9131495	45	Jason Sheltzer lab	Cal51	Wildtype	breast carcinoma	Cal51	female	breast	CAL51 100nM OTS964 24hr #2
