BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell type	disease state	gender	source_name	treatment	group
SAMN07775174	SRR6159265	2018-10-26T16:18:30Z	2017-10-11T15:33:23Z	12687659	634382950	0	50	260		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159265/SRR6159265.1	SRX3270887		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582497	simple	9606	Homo sapiens	GSM2808546							no					GEO	SRA618760		public	A8ACDBBF49FF0B6CBDF1334C8195E10C	1C4393838FDE93F149A649A127754F3B	7775174	HH1_10uM_8hr_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582497	GSM2808546	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_8hr	hh1.10uM.8
SAMN07775174	SRR6159266	2018-10-26T16:18:30Z	2017-10-11T15:34:14Z	13027822	651391100	0	50	266		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159266/SRR6159266.1	SRX3270887		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582497	simple	9606	Homo sapiens	GSM2808546							no					GEO	SRA618760		public	D3876821F5FFDB78F84D0C6517032322	357B98E06DF0486FF8A7EE0FDACEA6E1	7775174	HH1_10uM_8hr_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582497	GSM2808546	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_8hr	hh1.10uM.8
SAMN07775221	SRR6159267	2018-10-26T16:18:30Z	2017-10-11T15:33:42Z	20378654	1018932700	0	50	389		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR6159267/SRR6159267.1	SRX3270888		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582496	simple	9606	Homo sapiens	GSM2808547							no					GEO	SRA618760		public	098B11B51F361CCD74BB314027549D64	15ADF4F397FC73D2FCDA5FE9E5295E1B	7775221	HH1_10uM_8hr_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582496	GSM2808547	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_8hr	hh1.10uM.8
SAMN07775221	SRR6159268	2018-10-26T16:18:30Z	2017-10-11T15:36:38Z	20436404	1021820200	0	50	388		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159268/SRR6159268.1	SRX3270888		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582496	simple	9606	Homo sapiens	GSM2808547							no					GEO	SRA618760		public	E0041289EA48A096E26FE36EAF871453	E65009899687F703E388CA1DAFD7B176	7775221	HH1_10uM_8hr_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582496	GSM2808547	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_8hr	hh1.10uM.8
SAMN07775220	SRR6159269	2018-10-26T16:18:31Z	2017-10-11T15:36:45Z	18340071	917003550	0	50	347		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159269/SRR6159269.1	SRX3270889		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582500	simple	9606	Homo sapiens	GSM2808548							no					GEO	SRA618760		public	AF9BE8A8A7B4D8EDF29482F9CC4D17E1	3339BF827027C5CB5591FB377C2C4E15	7775220	HH1_10uM_8hr_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582500	GSM2808548	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_8hr	hh1.10uM.8
SAMN07775220	SRR6159270	2018-10-26T16:18:31Z	2017-10-11T15:33:07Z	18118891	905944550	0	50	341		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159270/SRR6159270.1	SRX3270889		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582500	simple	9606	Homo sapiens	GSM2808548							no					GEO	SRA618760		public	57BB649E016E5250724686DCF1C9D7E8	4E7B322F7DC218456A885C9F4551C175	7775220	HH1_10uM_8hr_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582500	GSM2808548	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_8hr	hh1.10uM.8
SAMN07775219	SRR6159271	2018-10-26T16:18:31Z	2017-10-11T15:33:20Z	19714170	985708500	0	50	396		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR6159271/SRR6159271.1	SRX3270890		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582498	simple	9606	Homo sapiens	GSM2808549							no					GEO	SRA618760		public	EB790FBB694BAD32DF1E3E2220E546C3	A806892923D2D0921F972075C3E92A95	7775219	DMSO_24hr_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582498	GSM2808549	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DMSO_24hr	dmso..24
SAMN07775219	SRR6159272	2018-10-26T16:18:31Z	2017-10-11T15:33:21Z	20066679	1003333950	0	50	400		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159272/SRR6159272.1	SRX3270890		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582498	simple	9606	Homo sapiens	GSM2808549							no					GEO	SRA618760		public	C608216B2405D984EE5A2E0CF80CAA01	ADB78EDAA207D6F6D95E084DCD3A8807	7775219	DMSO_24hr_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582498	GSM2808549	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DMSO_24hr	dmso..24
SAMN07775218	SRR6159273	2018-10-26T16:18:31Z	2017-10-11T15:37:14Z	18154767	907738350	0	50	344		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR6159273/SRR6159273.1	SRX3270891		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582499	simple	9606	Homo sapiens	GSM2808550							no					GEO	SRA618760		public	65CE8DC32A9AD1B8DC571384FE5EA534	1DA87F4FCBF78F4B684231D61CC7DDAF	7775218	DMSO_24hr_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582499	GSM2808550	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DMSO_24hr	dmso..24
SAMN07775218	SRR6159274	2018-10-26T16:18:31Z	2017-10-11T15:37:21Z	17933905	896695250	0	50	339		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159274/SRR6159274.1	SRX3270891		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582499	simple	9606	Homo sapiens	GSM2808550							no					GEO	SRA618760		public	507B74182DAF190B840977194120E3D3	1516EFF4B4ED6CAC578329D5830651C1	7775218	DMSO_24hr_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582499	GSM2808550	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DMSO_24hr	dmso..24
SAMN07775217	SRR6159275	2018-10-26T16:18:31Z	2017-10-11T15:36:26Z	15127825	756391250	0	50	286		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159275/SRR6159275.1	SRX3270892		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582501	simple	9606	Homo sapiens	GSM2808551							no					GEO	SRA618760		public	54713254568EEB840DF7CFE3F35E8FCA	C61F7F5E702DD625B9E7149FE076D175	7775217	DMSO_24hr_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582501	GSM2808551	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DMSO_24hr	dmso..24
SAMN07775217	SRR6159276	2018-10-26T16:18:31Z	2017-10-11T15:36:09Z	14914363	745718150	0	50	281		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159276/SRR6159276.1	SRX3270892		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582501	simple	9606	Homo sapiens	GSM2808551							no					GEO	SRA618760		public	39BD077803358D759E9FBB2EB24358E6	223049013C01A423E645BF98801AB88C	7775217	DMSO_24hr_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582501	GSM2808551	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DMSO_24hr	dmso..24
SAMN07775216	SRR6159277	2018-10-26T16:18:31Z	2017-10-11T15:38:59Z	12574649	628732450	0	50	259		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159277/SRR6159277.1	SRX3270893		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582502	simple	9606	Homo sapiens	GSM2808552							no					GEO	SRA618760		public	017A7C1C90483251F4EE30B99D1E5C31	5B41DC56E42DFDE700771182CAEA97FF	7775216	HH1_10uM_24hr_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582502	GSM2808552	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_24hr	hh1.10uM.24
SAMN07775216	SRR6159278	2018-10-26T16:18:31Z	2017-10-11T15:33:36Z	12940568	647028400	0	50	265		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159278/SRR6159278.1	SRX3270893		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582502	simple	9606	Homo sapiens	GSM2808552							no					GEO	SRA618760		public	B4525E065F4221EF0EC7757486DB2937	7D1E59202F93D5D1AF8EAC264704FF15	7775216	HH1_10uM_24hr_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582502	GSM2808552	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_24hr	hh1.10uM.24
SAMN07775215	SRR6159279	2018-10-26T16:18:31Z	2017-10-11T15:35:31Z	15065694	753284700	0	50	289		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159279/SRR6159279.1	SRX3270894		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582503	simple	9606	Homo sapiens	GSM2808553							no					GEO	SRA618760		public	F440A5BA7DB7922D7F246F4327873E38	BAE8CCA8BBA90CE334363D2337E607A3	7775215	HH1_10uM_24hr_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582503	GSM2808553	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_24hr	hh1.10uM.24
SAMN07775215	SRR6159280	2018-10-26T16:18:31Z	2017-10-11T15:38:38Z	15136668	756833400	0	50	289		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159280/SRR6159280.1	SRX3270894		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582503	simple	9606	Homo sapiens	GSM2808553							no					GEO	SRA618760		public	5DC9E5142738DA624B1A62B7BB1EB4CA	812A5AE1DAA33B9ADE0CA61CD84EC535	7775215	HH1_10uM_24hr_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582503	GSM2808553	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_24hr	hh1.10uM.24
SAMN07775214	SRR6159281	2018-10-26T16:18:31Z	2017-10-11T15:39:04Z	19242050	962102500	0	50	364		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159281/SRR6159281.1	SRX3270895		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582504	simple	9606	Homo sapiens	GSM2808554							no					GEO	SRA618760		public	D130E6F6C8AADE18B58305DCCD4627F6	6152317CC261A51ADD3D597B73B1624B	7775214	HH1_10uM_24hr_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582504	GSM2808554	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_24hr	hh1.10uM.24
SAMN07775214	SRR6159282	2018-10-26T16:18:31Z	2017-10-11T15:43:44Z	19016390	950819500	0	50	358		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159282/SRR6159282.1	SRX3270895		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582504	simple	9606	Homo sapiens	GSM2808554							no					GEO	SRA618760		public	29781D668DD072BC2F3D4B56022EAADA	DB0CA6D8CDDA61CEDFD329371E98E483	7775214	HH1_10uM_24hr_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582504	GSM2808554	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	HH1_10uM_24hr	hh1.10uM.24
SAMN07775213	SRR6159283	2018-10-26T16:18:31Z	2017-10-11T15:35:31Z	13991226	699561300	0	50	283		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159283/SRR6159283.1	SRX3270896		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582505	simple	9606	Homo sapiens	GSM2808555							no					GEO	SRA618760		public	C5A1977FADD69DAF142756CBFBEE8A21	D8ECE709E002E36E504774C3CFED7678	7775213	tet_on_72hr_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582505	GSM2808555	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	tet_on_72hr (viral transduction using a TET-off dnCDK9 construct)	tetOn..72
SAMN07775213	SRR6159284	2018-10-26T16:18:31Z	2017-10-11T15:35:42Z	14249811	712490550	0	50	286		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159284/SRR6159284.1	SRX3270896		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582505	simple	9606	Homo sapiens	GSM2808555							no					GEO	SRA618760		public	46FE7C3D752FB5F91923DB5844EB9234	AC10112CE539BCFFA6E7FFA2F9AA053F	7775213	tet_on_72hr_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582505	GSM2808555	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	tet_on_72hr (viral transduction using a TET-off dnCDK9 construct)	tetOn..72
SAMN07775208	SRR6159285	2018-10-26T16:18:31Z	2017-10-11T15:39:44Z	18128537	906426850	0	50	369		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR6159285/SRR6159285.1	SRX3270897		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582506	simple	9606	Homo sapiens	GSM2808556							no					GEO	SRA618760		public	CF9AC542BF9EA5096623E0615449A2D6	8818E8E9998393BD2603BA4251488753	7775208	tet_on_72hr_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582506	GSM2808556	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	tet_on_72hr (viral transduction using a TET-off dnCDK9 construct)	tetOn..72
SAMN07775208	SRR6159286	2018-10-26T16:18:31Z	2017-10-11T15:41:47Z	18582834	929141700	0	50	376		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159286/SRR6159286.1	SRX3270897		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582506	simple	9606	Homo sapiens	GSM2808556							no					GEO	SRA618760		public	3D5D56A741B39239434C6C2594E857D3	9322F9ECD0B135AF031F7B74A53BB7B3	7775208	tet_on_72hr_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582506	GSM2808556	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	tet_on_72hr (viral transduction using a TET-off dnCDK9 construct)	tetOn..72
SAMN07775207	SRR6159287	2018-10-26T16:18:31Z	2017-10-11T15:47:04Z	29646940	1482347000	0	50	564		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159287/SRR6159287.1	SRX3270898		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582507	simple	9606	Homo sapiens	GSM2808557							no					GEO	SRA618760		public	7469C110A42D84D3B75C51986B861641	A0CDF664EB39C58A4F88A68325D11F33	7775207	tet_on_72hr_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582507	GSM2808557	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	tet_on_72hr (viral transduction using a TET-off dnCDK9 construct)	tetOn..72
SAMN07775207	SRR6159288	2018-10-26T16:18:31Z	2017-10-11T15:44:44Z	29751415	1487570750	0	50	562		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159288/SRR6159288.1	SRX3270898		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582507	simple	9606	Homo sapiens	GSM2808557							no					GEO	SRA618760		public	FDB61EF0DFC50CCD866FBAD57E42D150	E912E6C31EDDC827AB9443EAFCD58619	7775207	tet_on_72hr_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582507	GSM2808557	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	tet_on_72hr (viral transduction using a TET-off dnCDK9 construct)	tetOn..72
SAMN07775206	SRR6159289	2018-10-26T16:18:31Z	2017-10-11T15:51:26Z	30176356	1508817800	0	50	572		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159289/SRR6159289.1	SRX3270899		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582508	simple	9606	Homo sapiens	GSM2808558							no					GEO	SRA618760		public	7020B2B959B88F95D984C30D59E51B02	E8810C0669DAB18BA135A90EE081A824	7775206	tet_off_72hr_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582508	GSM2808558	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	tet_off_72hr viral transduction using a TET-off dnCDK9 construct	tetOff..72
SAMN07775206	SRR6159290	2018-10-26T16:18:31Z	2017-10-11T15:45:21Z	29776878	1488843900	0	50	562		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159290/SRR6159290.1	SRX3270899		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582508	simple	9606	Homo sapiens	GSM2808558							no					GEO	SRA618760		public	B9AA389E7A6B1406FCD89957CE7EB1CC	A07780F692EA512CEE8F0633FB55FC3A	7775206	tet_off_72hr_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582508	GSM2808558	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	tet_off_72hr viral transduction using a TET-off dnCDK9 construct	tetOff..72
SAMN07775205	SRR6159291	2018-10-26T16:18:31Z	2017-10-11T15:47:34Z	35087704	1754385200	0	50	667		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159291/SRR6159291.1	SRX3270900		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582510	simple	9606	Homo sapiens	GSM2808559							no					GEO	SRA618760		public	7F491FA4B97D8631DBAA2264FFDF23F2	0699E06F9C375BE9C0150E2E4AFC3DA8	7775205	tet_off_72hr_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582510	GSM2808559	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	tet_off_72hr viral transduction using a TET-off dnCDK9 construct	tetOff..72
SAMN07775205	SRR6159292	2018-10-26T16:18:31Z	2017-10-11T15:52:36Z	35239187	1761959350	0	50	666		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159292/SRR6159292.1	SRX3270900		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582510	simple	9606	Homo sapiens	GSM2808559							no					GEO	SRA618760		public	2D01C4DD91BA21A2F23797ECB891B44B	0766EB79B5FE36418DCF505586460AB3	7775205	tet_off_72hr_2	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582510	GSM2808559	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	tet_off_72hr viral transduction using a TET-off dnCDK9 construct	tetOff..72
SAMN07775204	SRR6159293	2018-10-26T16:18:31Z	2017-10-11T15:44:52Z	28063524	1403176200	0	50	515		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159293/SRR6159293.1	SRX3270901		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582509	simple	9606	Homo sapiens	GSM2808560							no					GEO	SRA618760		public	B7665A560B9067C59297BF976EC9841B	DFB8D49373C7BE919AC35E773EA54D3A	7775204	tet_off_72hr_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582509	GSM2808560	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	tet_off_72hr viral transduction using a TET-off dnCDK9 construct	tetOff..72
SAMN07775204	SRR6159294	2018-10-26T16:18:31Z	2017-10-11T15:44:51Z	27926764	1396338200	0	50	509		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159294/SRR6159294.1	SRX3270901		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582509	simple	9606	Homo sapiens	GSM2808560							no					GEO	SRA618760		public	0654F01C28A871F4DA82AE545F4F09F4	FF86B51203299410C33790F6F0930287	7775204	tet_off_72hr_3	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582509	GSM2808560	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	tet_off_72hr viral transduction using a TET-off dnCDK9 construct	tetOff..72
SAMN07775203	SRR6159295	2018-10-26T16:18:31Z	2017-10-11T15:32:31Z	10230445	511522250	0	50	190		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR6159295/SRR6159295.1	SRX3270902		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP119776	PRJNA413957	3	413957	SRS2582511	simple	9606	Homo sapiens	GSM2808561							no					GEO	SRA618760		public	83441860BC607BBD77A64A58DE336EEC	2EFC1B988EE18B256DEFC2E3EA27CCD3	7775203	DMSO_4day_1	Jean-Pierre Issa's lab, Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS2582511	GSM2808561	colon cancer cell line	Dukes' type C, grade IV, colorectal adenocarcinoma	female	YB5 colon cancer cell line	DMSO_4day	dmso..96
