BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	source_name	treatment
SAMN02727454	SRR1238040	2014-07-07T15:47:11Z	2014-04-14T18:19:32Z	14589712	744075312	0	51	352	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238040/SRR1238040.1	SRX516788		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591837	simple	9606	Homo sapiens	GSM1369097							no					GEO	SRA157712		public	CE52E8E5F4BE91719D67FBEBCAA58E48	51D9A0A012CFAAC3CC3B7F5B0CF24D8D	2727454	siDPPA5 rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591837	GSM1369097	vorinostat-resistant HCT116	colorectal carcinoma cell line	siDPPA5
SAMN02727455	SRR1238035	2014-07-07T15:47:11Z	2014-04-14T18:24:19Z	13970706	712506006	0	51	336	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238035/SRR1238035.1	SRX516783		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591832	simple	9606	Homo sapiens	GSM1369092							no					GEO	SRA157712		public	49FD0E66D6689E67C2C7E9D4F4D883DD	2289455DDA89E2232FA22E4903FE3E02	2727455	siTOX4 rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591832	GSM1369092	vorinostat-resistant HCT116	colorectal carcinoma cell line	siTOX4
SAMN02727456	SRR1238034	2014-07-07T15:47:11Z	2014-04-14T18:21:54Z	13362627	681493977	0	51	322	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238034/SRR1238034.1	SRX516782		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591831	simple	9606	Homo sapiens	GSM1369091							no					GEO	SRA157712		public	30EEDA597505CE80CBAFE6D636F6B134	4D3050DE06BB1B0D48B983D6B9868420	2727456	siTGM5 rep2	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591831	GSM1369091	vorinostat-resistant HCT116	colorectal carcinoma cell line	siTGM5
SAMN02727457	SRR1238046	2014-07-07T15:47:11Z	2014-04-14T18:20:25Z	12804888	653049288	0	51	308	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238046/SRR1238046.1	SRX516794		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591843	simple	9606	Homo sapiens	GSM1369103							no					GEO	SRA157712		public	1BED3C769A13F5CC884675EF1AA1EFD9	F06498332717574D4F7137412B2DA89D	2727457	siPSMD13 rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591843	GSM1369103	vorinostat-resistant HCT116	colorectal carcinoma cell line	siPSMD13
SAMN02727458	SRR1238044	2014-07-07T15:47:11Z	2014-04-14T18:24:37Z	11219308	572184708	0	51	276	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238044/SRR1238044.1	SRX516792		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591841	simple	9606	Homo sapiens	GSM1369101							no					GEO	SRA157712		public	F450C80A2C09D036BE2330F2F193FF83	373802BCD7835F3EDEF3ADF6D9AEEEF2	2727458	siNFYA rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591841	GSM1369101	vorinostat-resistant HCT116	colorectal carcinoma cell line	siNFYA
SAMN02727459	SRR1238045	2014-07-07T15:47:11Z	2014-04-14T18:20:24Z	15782493	804907143	0	51	372	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238045/SRR1238045.1	SRX516793		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591842	simple	9606	Homo sapiens	GSM1369102							no					GEO	SRA157712		public	DCC0A7B3FB746E069212891398B41D08	DE5847A5F38F5B61EB3D43D2C9BF0E5D	2727459	siPOLR2D rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591842	GSM1369102	vorinostat-resistant HCT116	colorectal carcinoma cell line	siPOLR2D
SAMN02727460	SRR1238043	2014-07-07T15:47:11Z	2014-04-14T18:28:24Z	15299261	780262311	0	51	362	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238043/SRR1238043.1	SRX516791		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591840	simple	9606	Homo sapiens	GSM1369100							no					GEO	SRA157712		public	B4606B54F36672873466CFC3EEB799E3	772749907DCB51CD8F9A871CB6CA8467	2727460	siJAK2 rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591840	GSM1369100	vorinostat-resistant HCT116	colorectal carcinoma cell line	siJAK2
SAMN02727461	SRR1238048	2014-07-07T15:47:11Z	2014-04-14T18:23:02Z	18050180	920559180	0	51	434	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238048/SRR1238048.1	SRX516796		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591845	simple	9606	Homo sapiens	GSM1369105							no					GEO	SRA157712		public	83B599E4A9B550668F63FD945BECABE7	F4F701F7B83A5A72797F79FB5AE4DE68	2727461	siSAP130 rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591845	GSM1369105	vorinostat-resistant HCT116	colorectal carcinoma cell line	siSAP130
SAMN02727462	SRR1238050	2014-07-07T15:47:11Z	2014-04-14T18:31:30Z	17513707	893199057	0	51	418	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238050/SRR1238050.1	SRX516798		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591847	simple	9606	Homo sapiens	GSM1369107							no					GEO	SRA157712		public	91EC865E5F2931F55B9A3B0773A9706D	DD603CA22226517F1A0C38ADEA4B43BF	2727462	siTOX4 rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591847	GSM1369107	vorinostat-resistant HCT116	colorectal carcinoma cell line	siTOX4
SAMN02727463	SRR1238049	2014-07-07T15:47:11Z	2014-04-14T18:23:37Z	12923634	659105334	0	51	309	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238049/SRR1238049.1	SRX516797		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591846	simple	9606	Homo sapiens	GSM1369106							no					GEO	SRA157712		public	A0D465AB904FD2D4D4F7E8FEC2050F8C	02727F5C50B18543409F4800C74C34D0	2727463	siTGM5 rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591846	GSM1369106	vorinostat-resistant HCT116	colorectal carcinoma cell line	siTGM5
SAMN02727464	SRR1238047	2014-07-07T15:47:11Z	2014-04-14T18:28:57Z	12792707	652428057	0	51	309	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1238047/SRR1238047.1	SRX516795		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP041162	PRJNA244587		244587	SRS591844	simple	9606	Homo sapiens	GSM1369104							no					GEO	SRA157712		public	0564C601324A34C1D6FF3EEDAA804076	74C076C89727735E53CA97D6360D4752	2727464	siRGS18 rep3	Gene Regulation Laboratory, Research Division, Peter MacCallum Cancer Centre	9606	SRS591844	GSM1369104	vorinostat-resistant HCT116	colorectal carcinoma cell line	siRGS18
