BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	culture media	library preparation kit	source_name	time	treatment	xenograft	cell_line	group
SAMN05832147	SRR4299795	2017-01-23T09:30:33Z	2019-06-16T20:26:51Z	41503127	3154242440	0	76	614	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR4299795/SRR4299795.3	SRX2194345		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1716661	simple	9606	Homo sapiens	GSM2330661							no					GEO	SRA480659		public	46877122431588CFFEF25571F9DF945F	584BA53223EBCA320EE6F5F939E9454C	5832147	SUM159xenograft_mouse3_control_48h	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1716661	GSM2330661	SUM159 breast carcinoma cell line xenograft	""	""	SUM159 breast carcinoma cell line: xenograft	48h	control	SUM159 breast carcinoma cell line xenograft	SUM159_xenograft	SUM159_xenograft.control.48h
SAMN05832148	SRR4299794	2017-01-23T09:30:33Z	2016-12-02T11:46:50Z	35145645	2671074112	0	76	546	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR4299794/SRR4299794.1	SRX2194344		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1716660	simple	9606	Homo sapiens	GSM2330660							no					GEO	SRA480659		public	CB7E59C82D52167D17C1FA99FF9D29C6	204C02E57347E42A6005E89F0E5AD15D	5832148	SUM159xenograft_mouse2_control_48h	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1716660	GSM2330660	SUM159 breast carcinoma cell line xenograft	""	""	SUM159 breast carcinoma cell line: xenograft	48h	control	SUM159 breast carcinoma cell line xenograft	SUM159_xenograft	SUM159_xenograft.control.48h
SAMN05832149	SRR4299786	2017-01-23T09:30:33Z	2016-12-02T11:47:59Z	45031071	3422368920	0	76	733	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR4299786/SRR4299786.1	SRX2194336		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1716652	simple	9606	Homo sapiens	GSM2330652							no					GEO	SRA480659		public	AD54F5AA02793C7AD415C818FF9FFDB5	530B637E26283BC5FB627E163D9C95DB	5832149	SUM159xenograft_mouse3_2mpktrametinib_48h	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1716652	GSM2330652	SUM159 breast carcinoma cell line xenograft	""	""	SUM159 breast carcinoma cell line: xenograft	48h	2mpk_trametinib	SUM159 breast carcinoma cell line xenograft	SUM159_xenograft	SUM159_xenograft.2mpk_trametinib.48h
SAMN05832150	SRR4299787	2017-01-23T09:30:33Z	2016-12-02T11:52:37Z	43423157	3300170496	0	76	678	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR4299787/SRR4299787.1	SRX2194337		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1716654	simple	9606	Homo sapiens	GSM2330653							no					GEO	SRA480659		public	9668EAB7669791C862F075D2B880B404	3E305D2E326FE8E34EF9FB24BF719A1B	5832150	SUM159xenograft_mouse1_2mpktrametinib30mpkIBET151_48h	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1716654	GSM2330653	SUM159 breast carcinoma cell line xenograft	""	""	SUM159 breast carcinoma cell line: xenograft	48h	2mpk_trametinib_30mpkIBET151	SUM159 breast carcinoma cell line xenograft	SUM159_xenograft	SUM159_xenograft.2mpk_trametinib_30mpkIBET151.48h
SAMN05832151	SRR4299793	2017-01-23T09:30:33Z	2016-12-02T11:46:59Z	39243062	2982479324	0	76	593	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR4299793/SRR4299793.1	SRX2194343		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1716659	simple	9606	Homo sapiens	GSM2330659							no					GEO	SRA480659		public	18FFD69F81BF65D710DBA8CF313E5EBE	F56B060DACF81ECCB2BAD1BEE06FE685	5832151	SUM159xenograft_mouse1_control_48h	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1716659	GSM2330659	SUM159 breast carcinoma cell line xenograft	""	""	SUM159 breast carcinoma cell line: xenograft	48h	control	SUM159 breast carcinoma cell line xenograft	SUM159_xenograft	SUM159_xenograft.control.48h
SAMN05832152	SRR4299792	2017-01-23T09:30:33Z	2016-12-02T11:47:20Z	36861028	2801444816	0	76	559	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR4299792/SRR4299792.1	SRX2194342		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1716658	simple	9606	Homo sapiens	GSM2330658							no					GEO	SRA480659		public	3AB5E1D9AF7D660DE1C4B5AC21358108	A597CF5B37CD4A0E0668CEA70B91B05E	5832152	SUM159xenograft_mouse3_30mpkIBET151_48h	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1716658	GSM2330658	SUM159 breast carcinoma cell line xenograft	""	""	SUM159 breast carcinoma cell line: xenograft	48h	30mpk_IBET151	SUM159 breast carcinoma cell line xenograft	SUM159_xenograft	SUM159_xenograft.30mpk_IBET151.48h
SAMN05832153	SRR4299791	2017-01-23T09:30:33Z	2016-12-02T11:47:09Z	40994293	3115572044	0	76	628	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR4299791/SRR4299791.1	SRX2194341		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1716657	simple	9606	Homo sapiens	GSM2330657							no					GEO	SRA480659		public	A415F5CEDA530CBED7647A73732B9A66	EEFA31CAD81B19806541C41C2CC9652C	5832153	SUM159xenograft_mouse2_30mpkIBET151_48h	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1716657	GSM2330657	SUM159 breast carcinoma cell line xenograft	""	""	SUM159 breast carcinoma cell line: xenograft	48h	30mpk_IBET151	SUM159 breast carcinoma cell line xenograft	SUM159_xenograft	SUM159_xenograft.30mpk_IBET151.48h
SAMN05832154	SRR4299790	2017-01-23T09:30:33Z	2019-06-16T20:36:47Z	56283547	4277560668	0	76	842	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR4299790/SRR4299790.3	SRX2194340		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1716655	simple	9606	Homo sapiens	GSM2330656							no					GEO	SRA480659		public	A9F88C1ECFC20D77EF34DB166B341D01	B2C697C4CEC2EA2D248BB8FC4D589711	5832154	SUM159xenograft_mouse1_30mpkIBET151_48h	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1716655	GSM2330656	SUM159 breast carcinoma cell line xenograft	""	""	SUM159 breast carcinoma cell line: xenograft	48h	30mpk_IBET151	SUM159 breast carcinoma cell line xenograft	SUM159_xenograft	SUM159_xenograft.30mpk_IBET151.48h
SAMN06233963	SRR5198749	2019-10-24T11:02:05Z	2017-01-31T16:53:32Z	37591087	2856922612	0	76	1065	""	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198749/SRR5198749.1	SRX2514226		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937697	simple	9606	Homo sapiens	GSM2459932							no					GEO	SRA480659		public	BF6B06C6835D5EBBF5FD541EF883F2BB	4EC2A78875CB8C857959B011A9E5C5C9	6233963	WHIM12_500nMtrametinib_24h_replicate2	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937697	GSM2459932	PDX breast carcinoma cell line	RPMI 1640 supplemented with 10% FBS	KAPA Stranded mRNAseq kit	WHIM12_500nMtrametinib_24h	24h	500nM_trametinib	""	PDX	PDX.500nM_trametinib.24h
SAMN06233964	SRR5198748	2019-10-24T11:02:05Z	2017-01-24T18:23:13Z	38659643	2938140924	0	76	457	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198748/SRR5198748.1	SRX2514225		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937696	simple	9606	Homo sapiens	GSM2459931							no					GEO	SRA480659		public	C5146B6FBAF8BFA8688E7C6018EC16DB	1AB0490BE8D511F7B6901635C93FAC8E	6233964	WHIM12_500nMtrametinib_24h_replicate1	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937696	GSM2459931	PDX breast carcinoma cell line	RPMI 1640 supplemented with 10% FBS	KAPA Stranded mRNAseq kit	WHIM12_500nMtrametinib_24h	24h	500nM_trametinib	""	PDX	PDX.500nM_trametinib.24h
SAMN06233965	SRR5198747	2019-10-24T11:02:05Z	2017-01-24T18:09:56Z	38657490	2937975624	0	76	459	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198747/SRR5198747.1	SRX2514224		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937695	simple	9606	Homo sapiens	GSM2459930							no					GEO	SRA480659		public	67510F2BC2BB2774C62F75FCF70E524E	6CE260AD879D16E755F7D1F1147E0951	6233965	WHIM12_DMSO_24h_replicate2	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937695	GSM2459930	PDX breast carcinoma cell line	RPMI 1640 supplemented with 10% FBS	KAPA Stranded mRNAseq kit	WHIM12_DMSO_24h	24h	DMSO	""	PDX	PDX.DMSO.24h
SAMN06233966	SRR5198746	2019-10-24T11:02:05Z	2017-01-24T18:23:05Z	43119927	3277122736	0	76	498	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198746/SRR5198746.1	SRX2514223		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937694	simple	9606	Homo sapiens	GSM2459929							no					GEO	SRA480659		public	DE24D03524C1DD71BE2E258BB91005D5	A150622EF230103A95E210700AEDFDBD	6233966	WHIM12_DMSO_24h_replicate1	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937694	GSM2459929	PDX breast carcinoma cell line	RPMI 1640 supplemented with 10% FBS	KAPA Stranded mRNAseq kit	WHIM12_DMSO_24h	24h	DMSO	""	PDX	PDX.DMSO.24h
SAMN06233967	SRR5198745	2019-10-24T11:02:05Z	2017-01-24T18:14:26Z	38601670	2933734216	0	76	478	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198745/SRR5198745.1	SRX2514222		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937693	simple	9606	Homo sapiens	GSM2459928							no					GEO	SRA480659		public	9BE4948C03C7DF4FAE839EDDD8A3C361	F2131A29A8E2AA3D1E71C994893D0783	6233967	HS578T_500nMtrametinib_24h_replicate2	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937693	GSM2459928	HS578T breast carcinoma cell line	RPMI 1640 supplemented with 10% FBS	KAPA Stranded mRNAseq kit	HS578T_500nMtrametinib_24h	24h	500nM_trametinib	""	HS578T	HS578T.500nM_trametinib.24h
SAMN06233968	SRR5198744	2019-10-24T11:02:05Z	2017-01-24T18:12:33Z	35237079	2678022184	0	76	427	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198744/SRR5198744.1	SRX2514221		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937692	simple	9606	Homo sapiens	GSM2459927							no					GEO	SRA480659		public	1146B71938B4FC4AE0065156CEFC3B33	29965F5CAFF3CBA8256DE519E6F03180	6233968	HS578T_500nMtrametinib_24h_replicate1	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937692	GSM2459927	HS578T breast carcinoma cell line	RPMI 1640 supplemented with 10% FBS	KAPA Stranded mRNAseq kit	HS578T_500nMtrametinib_24h	24h	500nM_trametinib	""	HS578T	HS578T.500nM_trametinib.24h
SAMN06233969	SRR5198743	2019-10-24T11:02:05Z	2017-01-24T18:21:16Z	33454978	2542582584	0	76	395	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198743/SRR5198743.1	SRX2514220		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937691	simple	9606	Homo sapiens	GSM2459926							no					GEO	SRA480659		public	0FAA1A8D5060ECF3E73A7242F670769B	7D4FCDD9D01A1CC47AC3371FE3C39411	6233969	HS578T_DMSO_24h_replicate2	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937691	GSM2459926	HS578T breast carcinoma cell line	RPMI 1640 supplemented with 10% FBS	KAPA Stranded mRNAseq kit	HS578T_DMSO_24h	24h	DMSO	""	HS578T	HS578T.DMSO.24h
SAMN06233970	SRR5198742	2019-10-24T11:02:05Z	2017-01-24T18:07:48Z	38884981	2955266004	0	76	443	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198742/SRR5198742.1	SRX2514219		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937690	simple	9606	Homo sapiens	GSM2459925							no					GEO	SRA480659		public	F59066D72FD7041061D2B52881C2AE4E	1579A1DEF5C480DCE40A67169E62933F	6233970	HS578T_DMSO_24h_replicate1	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937690	GSM2459925	HS578T breast carcinoma cell line	RPMI 1640 supplemented with 10% FBS	KAPA Stranded mRNAseq kit	HS578T_DMSO_24h	24h	DMSO	""	HS578T	HS578T.DMSO.24h
SAMN06233971	SRR5198741	2019-10-24T11:02:05Z	2017-01-24T18:23:29Z	32660943	2482235316	0	76	426	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198741/SRR5198741.1	SRX2514218		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937689	simple	9606	Homo sapiens	GSM2459924							no					GEO	SRA480659		public	4EADD0E65649B87314807ED26BC4AE24	F01FFD60E00AC71F4DDC3240475DC98E	6233971	SUM159_500nMtrametinib_24h_replicate2	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937689	GSM2459924	SUM159 breast carcinoma cell line	DMEM/F12 1:1 supplemented with 5% FBS, 5 µg/ml insulin, 1 µg/ml hydrocortisone	KAPA Stranded mRNAseq kit	SUM159_500nMtrametinib_24h	24h	500nM_trametinib	""	SUM159	SUM159.500nM_trametinib.24h
SAMN06233972	SRR5198740	2019-10-24T11:02:05Z	2017-01-24T18:23:01Z	34858210	2649230496	0	76	440	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198740/SRR5198740.1	SRX2514217		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937688	simple	9606	Homo sapiens	GSM2459923							no					GEO	SRA480659		public	0D42685C82E827B12F659105E757E635	FC4F4C3BAB205E36010DB36643C60B50	6233972	SUM159_500nMtrametinib_24h_replicate1	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937688	GSM2459923	SUM159 breast carcinoma cell line	DMEM/F12 1:1 supplemented with 5% FBS, 5 µg/ml insulin, 1 µg/ml hydrocortisone	KAPA Stranded mRNAseq kit	SUM159_500nMtrametinib_24h	24h	500nM_trametinib	""	SUM159	SUM159.500nM_trametinib.24h
SAMN06233973	SRR5198739	2019-10-24T11:02:05Z	2017-01-24T18:10:42Z	35497675	2697831356	0	76	425	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198739/SRR5198739.1	SRX2514216		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937687	simple	9606	Homo sapiens	GSM2459922							no					GEO	SRA480659		public	EB4564B916A9BE6EAFF46EE7691AC904	6B0AE0878E3BC6B5CB2B73B5BF36E1C1	6233973	MDAMB468_500nMtrametinib_24h_replicate2	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937687	GSM2459922	MDAMB468 breast carcinoma cell line	RPMI 1640 supplemented with 10% FBS	KAPA Stranded mRNAseq kit	MDAMB468_500nMtrametinib_24h	24h	500nM_trametinib	""	MDAMB468	MDAMB468.500nM_trametinib.24h
SAMN06233974	SRR5198738	2019-10-24T11:02:05Z	2017-01-24T18:27:56Z	37781033	2871366792	0	76	423	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198738/SRR5198738.1	SRX2514215		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937686	simple	9606	Homo sapiens	GSM2459921							no					GEO	SRA480659		public	C2F9C5BA1643A73C5BD774B8FF003236	35BC07B2C6CDD06409F833511BE8A10B	6233974	MDAMB468_500nMtrametinib_24h_replicate1	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937686	GSM2459921	MDAMB468 breast carcinoma cell line	RPMI 1640 supplemented with 10% FBS	KAPA Stranded mRNAseq kit	MDAMB468_500nMtrametinib_24h	24h	500nM_trametinib	""	MDAMB468	MDAMB468.500nM_trametinib.24h
SAMN06233975	SRR5198737	2019-10-24T11:02:05Z	2017-01-24T18:23:05Z	37177156	2825472140	0	76	449	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198737/SRR5198737.1	SRX2514214		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937685	simple	9606	Homo sapiens	GSM2459920							no					GEO	SRA480659		public	F83A8B2DA75F57DCAF9F50A3723F595C	EDFE0817EB363F9F180537457AE93D56	6233975	MDAMB468_DMSO_24h_replicate2	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937685	GSM2459920	MDAMB468 breast carcinoma cell line	RPMI 1640 supplemented with 10% FBS	KAPA Stranded mRNAseq kit	MDAMB468_DMSO_24h	24h	DMSO	""	MDAMB468	MDAMB468.DMSO.24h
SAMN06233976	SRR5198736	2019-10-24T11:02:05Z	2017-01-24T18:08:50Z	32407702	2462991052	0	76	376	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198736/SRR5198736.1	SRX2514213		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937684	simple	9606	Homo sapiens	GSM2459919							no					GEO	SRA480659		public	D8C18AC18A3B798D61D4405C67E6BCE3	CF6CE26FD11CAD0FCDF47691BE5B22E6	6233976	MDAMB468_DMSO_24h_replicate1	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937684	GSM2459919	MDAMB468 breast carcinoma cell line	RPMI 1640 supplemented with 10% FBS	KAPA Stranded mRNAseq kit	MDAMB468_DMSO_24h	24h	DMSO	""	MDAMB468	MDAMB468.DMSO.24h
SAMN06233977	SRR5198735	2019-10-24T11:02:05Z	2017-01-24T18:13:34Z	38198908	2903126128	0	76	464	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198735/SRR5198735.1	SRX2514212		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937683	simple	9606	Homo sapiens	GSM2459918							no					GEO	SRA480659		public	547E111DCFC47E40437E70B5AE853BE5	2C582717E859DDEAC904C6B35E8524DB	6233977	SUM149pos_500nMtrametinib_24h_replicate2	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937683	GSM2459918	EpCAM/CD49f positive SUM149 breast carcinoma subpopulation	HuMEC supplemented with 5% FBS and Gibco defined HuMEC supplements	KAPA Stranded mRNAseq kit	SUM149pos_500nMtrametinib_24h	24h	500nM_trametinib	""	SUM149_EpCAM_CD49f_pos	SUM149_EpCAM_CD49f_pos.500nM_trametinib.24h
SAMN06233978	SRR5198734	2019-10-24T11:02:05Z	2017-01-24T18:20:49Z	32928589	2502579908	0	76	386	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198734/SRR5198734.1	SRX2514211		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937682	simple	9606	Homo sapiens	GSM2459917							no					GEO	SRA480659		public	42E5EE5ABA1099EC02907151D2867479	364B441D6C540F09FBF7438067FB25F7	6233978	SUM149pos_500nMtrametinib_24h_replicate1	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937682	GSM2459917	EpCAM/CD49f positive SUM149 breast carcinoma subpopulation	HuMEC supplemented with 5% FBS and Gibco defined HuMEC supplements	KAPA Stranded mRNAseq kit	SUM149pos_500nMtrametinib_24h	24h	500nM_trametinib	""	SUM149_EpCAM_CD49f_pos	SUM149_EpCAM_CD49f_pos.500nM_trametinib.24h
SAMN06233979	SRR5198733	2019-10-24T11:02:05Z	2017-01-24T18:14:56Z	42305034	3215191248	0	76	502	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198733/SRR5198733.1	SRX2514210		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937681	simple	9606	Homo sapiens	GSM2459916							no					GEO	SRA480659		public	A179CAF299AA279DD12DF3E0AA7E4A19	0371DA62810F30A8F30B8017CEEA0686	6233979	SUM149pos_DMSO_24h_replicate2	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937681	GSM2459916	EpCAM/CD49f positive SUM149 breast carcinoma subpopulation	HuMEC supplemented with 5% FBS and Gibco defined HuMEC supplements	KAPA Stranded mRNAseq kit	SUM149pos_DMSO_24h	24h	DMSO	""	SUM149_EpCAM_CD49f_pos	SUM149_EpCAM_CD49f_pos.DMSO.24h
SAMN06233980	SRR5198730	2019-10-24T11:02:05Z	2017-01-24T18:13:55Z	36762817	2793981920	0	76	438	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198730/SRR5198730.1	SRX2514207		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937678	simple	9606	Homo sapiens	GSM2459913							no					GEO	SRA480659		public	33E0AE17336BD7FF06A649D9853A5CBA	434773CEF5A7B592D4931A9A6AC77B2E	6233980	HCC1806_500nMtrametinib_24h_replicate1	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937678	GSM2459913	HCC1806 breast carcinoma cell line	RPMI 1640 supplemented with 10% FBS	KAPA Stranded mRNAseq kit	HCC1806_500nMtrametinib_24h	24h	500nM_trametinib	""	HCC1806	HCC1806.500nM_trametinib.24h
SAMN06233981	SRR5198731	2019-10-24T11:02:05Z	2017-01-24T18:10:58Z	38427577	2920503604	0	76	464	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198731/SRR5198731.1	SRX2514208		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937679	simple	9606	Homo sapiens	GSM2459914							no					GEO	SRA480659		public	4A29C686759B9A13252F9BB4DFFADE23	06C8ECF2BFD6981E0B8571852C555B7B	6233981	HCC1806_500nMtrametinib_24h_replicate2	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937679	GSM2459914	HCC1806 breast carcinoma cell line	RPMI 1640 supplemented with 10% FBS	KAPA Stranded mRNAseq kit	HCC1806_500nMtrametinib_24h	24h	500nM_trametinib	""	HCC1806	HCC1806.500nM_trametinib.24h
SAMN06233982	SRR5198732	2019-10-24T11:02:05Z	2017-01-24T18:17:11Z	33037358	2510846352	0	76	373	GCA_000001405.13	https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/SRR5198732/SRR5198732.1	SRX2514209		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP090547	PRJNA344725	2	344725	SRS1937680	simple	9606	Homo sapiens	GSM2459915							no					GEO	SRA480659		public	94630D0B16EAF54253438588886DAFEB	B85A195B8625BA4FED843B38531D498D	6233982	SUM149pos_DMSO_24h_replicate1	Gary L. Johnson Lab, Pharmacology, University of North Carolina School of Medicine	9606	SRS1937680	GSM2459915	EpCAM/CD49f positive SUM149 breast carcinoma subpopulation	HuMEC supplemented with 5% FBS and Gibco defined HuMEC supplements	KAPA Stranded mRNAseq kit	SUM149pos_DMSO_24h	24h	DMSO	""	SUM149_EpCAM_CD49f_pos	SUM149_EpCAM_CD49f_pos.DMSO.24h
