BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	source_name	treatment	treatment time	group
SAMN12280547	SRR9689922	2019-07-17T16:40:08Z	2019-07-15T19:55:09Z	20679062	1033953100	0	50	362		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9689922/SRR9689922.1	SRX6449284		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102910	simple	9606	Homo sapiens	GSM3942154							no					GEO	SRA921270		public	55DF8075BC86B0F0D0508A3E62FA2290	040403BE4488B92FCDFCDBA33F18E06F	12280547	SKMel147_24h_N2	Michigan State University	9606	SRS5102910	GSM3942154	melanoma cell line SKMel147	Melanoma Cell Line	CCG-222740	24 hr	SKMel147.CCG_222740.24hr
SAMN12280548	SRR9689919	2019-07-17T16:40:08Z	2019-07-15T19:56:52Z	20674482	1033724100	0	50	361		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9689919/SRR9689919.1	SRX6449283		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102909	simple	9606	Homo sapiens	GSM3942153							no					GEO	SRA921270		public	3E917F164FB158F637F67F2D50B7AABA	A97972B927337C0025057C79CFA90866	12280548	SKMel147_24h_N1	Michigan State University	9606	SRS5102909	GSM3942153	melanoma cell line SKMel147	Melanoma Cell Line	CCG-222740	24 hr	SKMel147.CCG_222740.24hr
SAMN12280548	SRR9689920	2019-07-17T16:40:08Z	2019-07-15T19:56:23Z	22817543	1140877150	0	50	397		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9689920/SRR9689920.1	SRX6449283		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102909	simple	9606	Homo sapiens	GSM3942153							no					GEO	SRA921270		public	988B1128A788B0D396100093A9D45AD5	24445BE49F57E719E890B7A734E6B220	12280548	SKMel147_24h_N1	Michigan State University	9606	SRS5102909	GSM3942153	melanoma cell line SKMel147	Melanoma Cell Line	CCG-222740	24 hr	SKMel147.CCG_222740.24hr
SAMN12280549	SRR9689917	2019-07-17T16:40:08Z	2019-07-15T19:55:02Z	19504526	975226300	0	50	338		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689917/SRR9689917.1	SRX6449282		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102908	simple	9606	Homo sapiens	GSM3942152							no					GEO	SRA921270		public	B0AB65A6C690C26836092F659A49443A	02DF58C821DE629BF23D07A71DD1F903	12280549	SKMel147_6h_N2	Michigan State University	9606	SRS5102908	GSM3942152	melanoma cell line SKMel147	Melanoma Cell Line	CCG-222740	6 hr	SKMel147.CCG_222740.6hr
SAMN12280549	SRR9689918	2019-07-17T16:40:08Z	2019-07-15T19:55:58Z	21273797	1063689850	0	50	368		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689918/SRR9689918.1	SRX6449282		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102908	simple	9606	Homo sapiens	GSM3942152							no					GEO	SRA921270		public	C8BE3D7CC818D4A6DAC21C3B3509605B	1731AEB2E6AAA67AEA534FD2431E6DA9	12280549	SKMel147_6h_N2	Michigan State University	9606	SRS5102908	GSM3942152	melanoma cell line SKMel147	Melanoma Cell Line	CCG-222740	6 hr	SKMel147.CCG_222740.6hr
SAMN12280550	SRR9689915	2019-07-17T16:40:08Z	2019-07-15T19:54:33Z	19607529	980376450	0	50	347		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689915/SRR9689915.1	SRX6449281		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102907	simple	9606	Homo sapiens	GSM3942151							no					GEO	SRA921270		public	D867D0F5EC232EA960440732F6682487	A038AF14E81AB0C72F9334FF2565D6BA	12280550	SKMel147_6h_N1	Michigan State University	9606	SRS5102907	GSM3942151	melanoma cell line SKMel147	Melanoma Cell Line	CCG-222740	6 hr	SKMel147.CCG_222740.6hr
SAMN12280550	SRR9689916	2019-07-17T16:40:08Z	2019-07-15T19:54:48Z	21256213	1062810650	0	50	376		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9689916/SRR9689916.1	SRX6449281		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102907	simple	9606	Homo sapiens	GSM3942151							no					GEO	SRA921270		public	1B98F612B348284C301F3E637120993D	15DF89A4095D4D6A87B2012CAE6BD727	12280550	SKMel147_6h_N1	Michigan State University	9606	SRS5102907	GSM3942151	melanoma cell line SKMel147	Melanoma Cell Line	CCG-222740	6 hr	SKMel147.CCG_222740.6hr
SAMN12280551	SRR9689913	2019-07-17T16:40:08Z	2019-07-15T19:55:06Z	20472742	1023637100	0	50	356		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9689913/SRR9689913.1	SRX6449280		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102906	simple	9606	Homo sapiens	GSM3942150							no					GEO	SRA921270		public	E96FF982332378BE000BEF6EBA95A238	94E324A757418890493EF20B251D2A2C	12280551	SKMel147_2h_N2	Michigan State University	9606	SRS5102906	GSM3942150	melanoma cell line SKMel147	Melanoma Cell Line	CCG-222740	2 hr	SKMel147.CCG_222740.2hr
SAMN12280551	SRR9689914	2019-07-17T16:40:08Z	2019-07-15T19:55:55Z	21395910	1069795500	0	50	371		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689914/SRR9689914.1	SRX6449280		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102906	simple	9606	Homo sapiens	GSM3942150							no					GEO	SRA921270		public	7C74F9BA4DBEAA2EDABC5B568DC72B35	73504F8D1C3604F274C9201AF18CCA9F	12280551	SKMel147_2h_N2	Michigan State University	9606	SRS5102906	GSM3942150	melanoma cell line SKMel147	Melanoma Cell Line	CCG-222740	2 hr	SKMel147.CCG_222740.2hr
SAMN12280552	SRR9689951	2019-07-17T16:40:09Z	2019-07-15T19:55:02Z	18623112	931155600	0	50	328		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9689951/SRR9689951.1	SRX6449300		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102926	simple	9606	Homo sapiens	GSM3942170							no					GEO	SRA921270		public	CEEEEEE1A9832E34C295412B030B9ACC	609A433259D9F5AB33B52C98794902AC	12280552	WM3623_24h_N2	Michigan State University	9606	SRS5102926	GSM3942170	melanoma cell line WM3623	Melanoma Cell Line	CCG-222740	24 hr	WM3623.CCG_222740.24hr
SAMN12280552	SRR9689952	2019-07-17T16:40:09Z	2019-07-15T19:55:04Z	19984268	999213400	0	50	350		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689952/SRR9689952.1	SRX6449300		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102926	simple	9606	Homo sapiens	GSM3942170							no					GEO	SRA921270		public	DBCE5B013CCC424689FB9D92758AABCE	33FE1B41C39C991B4F012078BBA566E4	12280552	WM3623_24h_N2	Michigan State University	9606	SRS5102926	GSM3942170	melanoma cell line WM3623	Melanoma Cell Line	CCG-222740	24 hr	WM3623.CCG_222740.24hr
SAMN12280553	SRR9689950	2019-07-17T16:40:09Z	2019-07-15T19:59:14Z	39135807	1956790350	0	50	685		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689950/SRR9689950.1	SRX6449299		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102925	simple	9606	Homo sapiens	GSM3942169							no					GEO	SRA921270		public	D02B896837DD488816AE42DBDBA9CE4E	9AD8E5D1BC89A4AA7E747E3A8EA509CB	12280553	WM3623_24h_N1	Michigan State University	9606	SRS5102925	GSM3942169	melanoma cell line WM3623	Melanoma Cell Line	CCG-222740	24 hr	WM3623.CCG_222740.24hr
SAMN12280554	SRR9689948	2019-07-17T16:40:09Z	2019-07-15T19:55:01Z	19197808	959890400	0	50	342		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689948/SRR9689948.1	SRX6449298		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102924	simple	9606	Homo sapiens	GSM3942168							no					GEO	SRA921270		public	178F35A25139940D9BF8A6FA8211DAB8	4ED6F88DFAB0F0F7CEBD774C3FABEE2D	12280554	WM3623_6h_N2	Michigan State University	9606	SRS5102924	GSM3942168	melanoma cell line WM3623	Melanoma Cell Line	CCG-222740	6 hr	WM3623.CCG_222740.6hr
SAMN12280554	SRR9689949	2019-07-17T16:40:09Z	2019-07-15T19:55:15Z	19094260	954713000	0	50	337		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689949/SRR9689949.1	SRX6449298		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102924	simple	9606	Homo sapiens	GSM3942168							no					GEO	SRA921270		public	7E48EF0F184D3C3F19C1536A17EA48BC	86B6FDFEEBFDC678FAC032CE6466F912	12280554	WM3623_6h_N2	Michigan State University	9606	SRS5102924	GSM3942168	melanoma cell line WM3623	Melanoma Cell Line	CCG-222740	6 hr	WM3623.CCG_222740.6hr
SAMN12280555	SRR9689945	2019-07-17T16:40:09Z	2019-07-15T19:54:22Z	18282581	914129050	0	50	311		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9689945/SRR9689945.1	SRX6449297		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102923	simple	9606	Homo sapiens	GSM3942167							no					GEO	SRA921270		public	568C4F0C2FE67DA3FBE4C7AD2CB1B286	B772A0CEA23B7826EB44D60BAEAB1ABB	12280555	WM3623_6h_N1	Michigan State University	9606	SRS5102923	GSM3942167	melanoma cell line WM3623	Melanoma Cell Line	CCG-222740	6 hr	WM3623.CCG_222740.6hr
SAMN12280555	SRR9689946	2019-07-17T16:40:09Z	2019-07-15T19:53:39Z	15146787	757339350	0	50	260		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689946/SRR9689946.1	SRX6449297		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102923	simple	9606	Homo sapiens	GSM3942167							no					GEO	SRA921270		public	279ABC6392C42F03AAE80EF78A26201A	4565CB8E688E93F4F2543F12EDB0C965	12280555	WM3623_6h_N1	Michigan State University	9606	SRS5102923	GSM3942167	melanoma cell line WM3623	Melanoma Cell Line	CCG-222740	6 hr	WM3623.CCG_222740.6hr
SAMN12280555	SRR9689947	2019-07-17T16:40:09Z	2019-07-15T19:50:09Z	81455	4072750	0	50	1		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-25/SRR9689947/SRR9689947.1	SRX6449297		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102923	simple	9606	Homo sapiens	GSM3942167							no					GEO	SRA921270		public	F4BB46D18BF6A76640F7AEE4F52D2C30	545C581CBC7FFD82C342165204BDC765	12280555	WM3623_6h_N1	Michigan State University	9606	SRS5102923	GSM3942167	melanoma cell line WM3623	Melanoma Cell Line	CCG-222740	6 hr	WM3623.CCG_222740.6hr
SAMN12280556	SRR9689943	2019-07-17T16:40:08Z	2019-07-15T19:55:57Z	19535738	976786900	0	50	349		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689943/SRR9689943.1	SRX6449296		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102922	simple	9606	Homo sapiens	GSM3942166							no					GEO	SRA921270		public	557C493AEAEB49D6504DF2F6DF7C6E8E	A137EBD668925A2EF46ECFEF1E2781B0	12280556	WM3623_2h_N2	Michigan State University	9606	SRS5102922	GSM3942166	melanoma cell line WM3623	Melanoma Cell Line	CCG-222740	2 hr	WM3623.CCG_222740.2hr
SAMN12280556	SRR9689944	2019-07-17T16:40:08Z	2019-07-15T19:55:17Z	20665137	1033256850	0	50	366		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9689944/SRR9689944.1	SRX6449296		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102922	simple	9606	Homo sapiens	GSM3942166							no					GEO	SRA921270		public	521D81257B8D829795C23F1330443E43	FC7D87BE0F64F04E7D44C55ECC4C13CE	12280556	WM3623_2h_N2	Michigan State University	9606	SRS5102922	GSM3942166	melanoma cell line WM3623	Melanoma Cell Line	CCG-222740	2 hr	WM3623.CCG_222740.2hr
SAMN12280557	SRR9689942	2019-07-17T16:40:08Z	2019-07-15T20:01:23Z	40168053	2008402650	0	50	700		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689942/SRR9689942.1	SRX6449295		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102921	simple	9606	Homo sapiens	GSM3942165							no					GEO	SRA921270		public	3FF5CD1B7DFC7833910A43B75018FB38	FF538B23431F59A7FD4495721C1EFFE5	12280557	WM3623_2h_N1	Michigan State University	9606	SRS5102921	GSM3942165	melanoma cell line WM3623	Melanoma Cell Line	CCG-222740	2 hr	WM3623.CCG_222740.2hr
SAMN12280558	SRR9689940	2019-07-17T16:40:08Z	2019-07-15T19:54:45Z	19431537	971576850	0	50	345		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689940/SRR9689940.1	SRX6449294		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102920	simple	9606	Homo sapiens	GSM3942164							no					GEO	SRA921270		public	185429519417E7B25CAACCE066313E9B	1C7A6402CEC2CEC211182CA01BF55CAF	12280558	WM3623_0h_N2	Michigan State University	9606	SRS5102920	GSM3942164	melanoma cell line WM3623	Melanoma Cell Line	control	0 hr	WM3623.control.0hr
SAMN12280558	SRR9689941	2019-07-17T16:40:08Z	2019-07-15T19:55:02Z	20981609	1049080450	0	50	370		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9689941/SRR9689941.1	SRX6449294		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102920	simple	9606	Homo sapiens	GSM3942164							no					GEO	SRA921270		public	73D02E8210B03DFD4BACED6BB707B3EE	ADFE31E63CCFB596DCE32B4BB0ED392A	12280558	WM3623_0h_N2	Michigan State University	9606	SRS5102920	GSM3942164	melanoma cell line WM3623	Melanoma Cell Line	control	0 hr	WM3623.control.0hr
SAMN12280559	SRR9689939	2019-07-17T16:40:08Z	2019-07-15T20:02:29Z	52599521	2629976050	0	50	919		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689939/SRR9689939.1	SRX6449293		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102919	simple	9606	Homo sapiens	GSM3942163							no					GEO	SRA921270		public	5F47FE62A9C18CCAD98C15923C7FFF58	057F0137E958DBD0231E9DF1A32D2AFC	12280559	WM3623_0h_N1	Michigan State University	9606	SRS5102919	GSM3942163	melanoma cell line WM3623	Melanoma Cell Line	control	0 hr	WM3623.control.0hr
SAMN12280560	SRR9689933	2019-07-17T16:40:08Z	2019-07-15T19:56:47Z	23913207	1195660350	0	50	421		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9689933/SRR9689933.1	SRX6449290		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102916	simple	9606	Homo sapiens	GSM3942160							no					GEO	SRA921270		public	496435A12FF29990890573FE17D2CA44	7BB6F56520C79ADF027CA53E1B81C8E3	12280560	WM3451_6h_N2	Michigan State University	9606	SRS5102916	GSM3942160	melanoma cell line WM3451	Melanoma Cell Line	CCG-222740	6 hr	WM3451.CCG_222740.6hr
SAMN12280560	SRR9689934	2019-07-17T16:40:08Z	2019-07-15T19:56:03Z	25378823	1268941150	0	50	444		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689934/SRR9689934.1	SRX6449290		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102916	simple	9606	Homo sapiens	GSM3942160							no					GEO	SRA921270		public	535DB831600F6B11D519879497B8B674	09021E766E96DC9B910D51A369BA63D7	12280560	WM3451_6h_N2	Michigan State University	9606	SRS5102916	GSM3942160	melanoma cell line WM3451	Melanoma Cell Line	CCG-222740	6 hr	WM3451.CCG_222740.6hr
SAMN12280561	SRR9689931	2019-07-17T16:40:08Z	2019-07-15T19:55:57Z	21625507	1081275350	0	50	379		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689931/SRR9689931.1	SRX6449289		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102915	simple	9606	Homo sapiens	GSM3942159							no					GEO	SRA921270		public	C002F5C02F4088FDCAF9F4BADBD7DDC1	E60834F24587DFB2E1DD30201B4FCADD	12280561	WM3451_6h_N1	Michigan State University	9606	SRS5102915	GSM3942159	melanoma cell line WM3451	Melanoma Cell Line	CCG-222740	6 hr	WM3451.CCG_222740.6hr
SAMN12280561	SRR9689932	2019-07-17T16:40:08Z	2019-07-15T19:55:13Z	22458298	1122914900	0	50	391		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9689932/SRR9689932.1	SRX6449289		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102915	simple	9606	Homo sapiens	GSM3942159							no					GEO	SRA921270		public	B5E638F10C9E914653AF4484EE0150BB	7C85E2D1E6353C61CAC50FFAFF645AD6	12280561	WM3451_6h_N1	Michigan State University	9606	SRS5102915	GSM3942159	melanoma cell line WM3451	Melanoma Cell Line	CCG-222740	6 hr	WM3451.CCG_222740.6hr
SAMN12280562	SRR9689929	2019-07-17T16:40:08Z	2019-07-15T19:55:51Z	23372657	1168632850	0	50	417		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689929/SRR9689929.1	SRX6449288		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102914	simple	9606	Homo sapiens	GSM3942158							no					GEO	SRA921270		public	48A3F67F73B52CB06F0DB118E1A6974F	FF7CFDFAECA18A4B8BCAD74DB1A279E7	12280562	WM3451_2h_N2	Michigan State University	9606	SRS5102914	GSM3942158	melanoma cell line WM3451	Melanoma Cell Line	CCG-222740	2 hr	WM3451.CCG_222740.2hr
SAMN12280562	SRR9689930	2019-07-23T09:53:12Z	2019-07-23T09:48:26Z	23981536	1199076800	0	50	425		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689930/SRR9689930.1	SRX6449288		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102914	simple	9606	Homo sapiens	GSM3942158							no					GEO	SRA921270		public	03CC02856C67C99BE4D22CEEB9991E12	CC205344AE71686E4E92398791DCF639	12280562	WM3451_2h_N2	Michigan State University	9606	SRS5102914	GSM3942158	melanoma cell line WM3451	Melanoma Cell Line	CCG-222740	2 hr	WM3451.CCG_222740.2hr
SAMN12280563	SRR9689911	2019-07-17T16:40:08Z	2019-07-15T19:55:31Z	22957711	1147885550	0	50	407		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9689911/SRR9689911.1	SRX6449279		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102905	simple	9606	Homo sapiens	GSM3942149							no					GEO	SRA921270		public	4281ADA39430CA287144B181A6BB63D7	4D643FEF7E28BAD2766DBA45D5011147	12280563	SKMel147_2h_N1	Michigan State University	9606	SRS5102905	GSM3942149	melanoma cell line SKMel147	Melanoma Cell Line	CCG-222740	2 hr	SKMel147.CCG_222740.2hr
SAMN12280563	SRR9689912	2019-07-17T16:40:08Z	2019-07-15T19:57:14Z	24780580	1239029000	0	50	437		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9689912/SRR9689912.1	SRX6449279		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102905	simple	9606	Homo sapiens	GSM3942149							no					GEO	SRA921270		public	CCFB24CC0C45BC07B94EB97AAA2459C6	C99EF08FFB9BA344BA49B3BBDA5C7E0E	12280563	SKMel147_2h_N1	Michigan State University	9606	SRS5102905	GSM3942149	melanoma cell line SKMel147	Melanoma Cell Line	CCG-222740	2 hr	SKMel147.CCG_222740.2hr
SAMN12280564	SRR9689909	2019-07-17T16:40:08Z	2019-07-15T19:54:53Z	20965508	1048275400	0	50	364		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9689909/SRR9689909.1	SRX6449278		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102904	simple	9606	Homo sapiens	GSM3942148							no					GEO	SRA921270		public	19F6241C1A01F26F2A21BFDA8A9FBE49	56075B36A2545BFEE3D4A49E2B3513D0	12280564	SKMel147_0h_N2	Michigan State University	9606	SRS5102904	GSM3942148	melanoma cell line SKMel147	Melanoma Cell Line	control	0 hr	SKMel147.control.0hr
SAMN12280564	SRR9689910	2019-07-17T16:40:08Z	2019-07-15T19:55:34Z	22327153	1116357650	0	50	387		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9689910/SRR9689910.1	SRX6449278		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102904	simple	9606	Homo sapiens	GSM3942148							no					GEO	SRA921270		public	6ED84668FD717D04B49AAB9DC209DC02	7FB7B400874726CB664C0B2820818330	12280564	SKMel147_0h_N2	Michigan State University	9606	SRS5102904	GSM3942148	melanoma cell line SKMel147	Melanoma Cell Line	control	0 hr	SKMel147.control.0hr
SAMN12280565	SRR9689907	2019-07-17T16:40:08Z	2019-07-15T19:53:59Z	16757144	837857200	0	50	288		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9689907/SRR9689907.1	SRX6449277		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102903	simple	9606	Homo sapiens	GSM3942147							no					GEO	SRA921270		public	AC2A020BBBA2F25085D6FCF197F65CFE	7EB7E8ABCE1BE63BE40B8D2C59D9CB6D	12280565	SKMel147_0h_N1	Michigan State University	9606	SRS5102903	GSM3942147	melanoma cell line SKMel147	Melanoma Cell Line	control	0 hr	SKMel147.control.0hr
SAMN12280565	SRR9689908	2019-07-17T16:40:08Z	2019-07-15T19:54:36Z	18877234	943861700	0	50	324		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9689908/SRR9689908.1	SRX6449277		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 4000	SRP214725	PRJNA554700	3	554700	SRS5102903	simple	9606	Homo sapiens	GSM3942147							no					GEO	SRA921270		public	FD03DC6EAEC58649F29CEBD7C536F0CF	337E5E627A95A490E4F51B04C5C289CE	12280565	SKMel147_0h_N1	Michigan State University	9606	SRS5102903	GSM3942147	melanoma cell line SKMel147	Melanoma Cell Line	control	0 hr	SKMel147.control.0hr
