BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	er status	gender	source_name	tissue	treatment	group
SAMN04166671	SRR2654013	2017-01-03T09:55:17Z	2015-10-14T23:10:21Z	18185660	901399518	0	49	563		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654013/SRR2654013.1	SRX1337008		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114765	simple	9606	Homo sapiens	GSM1908554							no					GEO	SRA304889		public	1C4A8D28990B463A624FD3C348702A72	E0D5EA8CB9A25D6BF9814CC5D34CDD44	4166671	GSK343_2 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114765	GSM1908554	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	GSK343	gsk343
SAMN04166672	SRR2654014	2017-01-03T09:55:17Z	2015-10-14T23:11:44Z	37268335	1847507698	0	49	1155		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654014/SRR2654014.1	SRX1337009		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114764	simple	9606	Homo sapiens	GSM1908555							no					GEO	SRA304889		public	308A50F2A2E3CA6863ED0C146D60500E	047D688C4A2CB13F31DBA242BCF56437	4166672	DAC+GSK343_2 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114764	GSM1908555	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	DAC+GSK343	dac_gsk343
SAMN04166672	SRR2654015	2017-01-03T09:55:17Z	2015-10-14T23:11:32Z	37817235	1874727081	0	49	1172		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654015/SRR2654015.1	SRX1337009		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114764	simple	9606	Homo sapiens	GSM1908555							no					GEO	SRA304889		public	B32B24E015C3B720B3C1AD23157E7E80	42FA0D5A7BFA64B5BAAF481E44C65175	4166672	DAC+GSK343_2 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114764	GSM1908555	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	DAC+GSK343	dac_gsk343
SAMN04166673	SRR2654016	2017-01-03T09:55:17Z	2015-10-14T23:09:01Z	26262625	1301746881	0	49	802		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654016/SRR2654016.1	SRX1337010		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114763	simple	9606	Homo sapiens	GSM1908556							no					GEO	SRA304889		public	4B52B8072DB1B264E05C2150C3FDDFCB	E1FB736A4612A86110CFD9BE719BE13C	4166673	Depsi_2 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114763	GSM1908556	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	Depsi	depsi
SAMN04166673	SRR2654017	2017-01-03T09:55:17Z	2015-10-14T23:12:40Z	26596348	1318268861	0	49	819		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654017/SRR2654017.1	SRX1337010		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114763	simple	9606	Homo sapiens	GSM1908556							no					GEO	SRA304889		public	61DD8CB148E5799F6AD774BE7B0B3402	C25EE2E2771871491A51A99C022F953F	4166673	Depsi_2 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114763	GSM1908556	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	Depsi	depsi
SAMN04166674	SRR2654018	2017-01-03T09:55:17Z	2015-10-14T23:08:40Z	25318504	1254968778	0	49	777		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654018/SRR2654018.1	SRX1337011		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114762	simple	9606	Homo sapiens	GSM1908557							no					GEO	SRA304889		public	EC830C996090ACCFFE3E8309751B2F06	947AF87E1C28C6757B37855EC625C950	4166674	DAC+Depsi_2 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114762	GSM1908557	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	DAC+Depsi	dac_depsi
SAMN04166674	SRR2654019	2017-01-03T09:55:17Z	2015-10-14T23:07:47Z	25636341	1270717972	0	49	792		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654019/SRR2654019.1	SRX1337011		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114762	simple	9606	Homo sapiens	GSM1908557							no					GEO	SRA304889		public	C43F5F9963F7479BF3D3A958C610C24D	F064EEAA0929FA0E4DCECF3914752019	4166674	DAC+Depsi_2 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114762	GSM1908557	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	DAC+Depsi	dac_depsi
SAMN04166675	SRR2654020	2017-01-03T09:55:17Z	2015-10-14T23:23:42Z	37479476	1857938138	0	49	1151		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654020/SRR2654020.1	SRX1337012		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114761	simple	9606	Homo sapiens	GSM1908558							no					GEO	SRA304889		public	EE1F69D9CA9C3FAF3E0EEA199797EB96	F32C59B1EC1FBED6AC5804B4DE55B0F0	4166675	Cntrl_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114761	GSM1908558	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	Cntrl	dmso
SAMN04166675	SRR2654021	2017-01-03T09:55:17Z	2015-10-14T23:10:34Z	37904723	1879008681	0	49	1172		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654021/SRR2654021.1	SRX1337012		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114761	simple	9606	Homo sapiens	GSM1908558							no					GEO	SRA304889		public	BA5BA68FBBFF467589E389788D103A32	FB8250B86FF12BB4C07A595D514CF31B	4166675	Cntrl_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114761	GSM1908558	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	Cntrl	dmso
SAMN04166659	SRR2654022	2017-01-03T09:55:17Z	2015-10-14T23:12:05Z	37333084	1850786671	0	49	1150		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654022/SRR2654022.1	SRX1337013		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114790	simple	9606	Homo sapiens	GSM1908559							no					GEO	SRA304889		public	4A5E90A439E76950FD1BCD9DFD51F98A	50BB33BFC86F1B0204F67A84BD17FA53	4166659	DAC_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114790	GSM1908559	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	DAC	dac
SAMN04166659	SRR2654023	2017-01-03T09:55:17Z	2015-10-14T23:11:43Z	37765305	1872204110	0	49	1172		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654023/SRR2654023.1	SRX1337013		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114790	simple	9606	Homo sapiens	GSM1908559							no					GEO	SRA304889		public	91635051EF91E195A44374B202FE1A65	853942932B6D836C1D7C40B5FD1B7102	4166659	DAC_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114790	GSM1908559	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	DAC	dac
SAMN04166660	SRR2654024	2017-01-03T09:55:17Z	2015-10-14T23:04:48Z	12926868	640733746	0	49	397		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654024/SRR2654024.1	SRX1337014		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114789	simple	9606	Homo sapiens	GSM1908560							no					GEO	SRA304889		public	ADCC250C4B5D3BCEAFD6584B92CB5F6A	E24506D737156CA00FCDECC07A16C385	4166660	S2101_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114789	GSM1908560	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	S2101	s2101
SAMN04166660	SRR2654025	2017-01-03T09:55:17Z	2015-10-14T23:07:27Z	13089029	648768445	0	49	405		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654025/SRR2654025.1	SRX1337014		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114789	simple	9606	Homo sapiens	GSM1908560							no					GEO	SRA304889		public	9B2B04B07EA01C0D5756134483EE0266	04C2C4006E51465432FCC0CF8AE34A16	4166660	S2101_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114789	GSM1908560	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	S2101	s2101
SAMN04166661	SRR2654026	2017-01-03T09:55:17Z	2015-10-14T23:13:19Z	34367939	1703742209	0	49	1055		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654026/SRR2654026.1	SRX1337015		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114788	simple	9606	Homo sapiens	GSM1908561							no					GEO	SRA304889		public	51D45BF2F66F6EAA7C7615A951C0879A	BF4E73A0CDCF3A1EC51881DD8069C8E3	4166661	DAC+S2101_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114788	GSM1908561	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	DAC+S2101	dac_s2101
SAMN04166661	SRR2654027	2017-01-03T09:55:17Z	2015-10-14T23:09:31Z	34736470	1721994062	0	49	1074		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654027/SRR2654027.1	SRX1337015		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114788	simple	9606	Homo sapiens	GSM1908561							no					GEO	SRA304889		public	AB5082BC5EF75F6F02DB8929F3FE72A3	1788A06EC69F5BDFF5E1424F4060C7F9	4166661	DAC+S2101_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114788	GSM1908561	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	DAC+S2101	dac_s2101
SAMN04166662	SRR2654028	2017-01-03T09:55:17Z	2015-10-14T23:12:22Z	22400931	1110457558	0	49	639		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654028/SRR2654028.1	SRX1337016		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114787	simple	9606	Homo sapiens	GSM1908562							no					GEO	SRA304889		public	3F00D00BF9B780F7B8748B4A46DA18BF	20A46644F0187721F47F506F3850A46F	4166662	UNC0638_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114787	GSM1908562	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	UNC0638	unc0638
SAMN04166662	SRR2654029	2017-01-03T09:55:17Z	2015-10-14T23:11:52Z	22196389	1100313981	0	49	634		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654029/SRR2654029.1	SRX1337016		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114787	simple	9606	Homo sapiens	GSM1908562							no					GEO	SRA304889		public	BB5913D62E3EC68A936855E9C9F9B829	C51A750A8968167A3FC9EFB115D9EB8A	4166662	UNC0638_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114787	GSM1908562	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	UNC0638	unc0638
SAMN04166663	SRR2654030	2017-01-03T09:55:17Z	2015-10-14T23:07:26Z	25172594	1247932183	0	49	719		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654030/SRR2654030.1	SRX1337017		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114786	simple	9606	Homo sapiens	GSM1908563							no					GEO	SRA304889		public	F77E0031B72B8591EA47F41D70CDC55B	82E09B8AE292A71CFC0F5279CA08A4C8	4166663	DAC+UNC0638_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114786	GSM1908563	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	DAC+UNC0638	dac_unc0638
SAMN04166663	SRR2654031	2017-01-03T09:55:17Z	2015-10-14T23:08:15Z	24953336	1237052419	0	49	713		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654031/SRR2654031.1	SRX1337017		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114786	simple	9606	Homo sapiens	GSM1908563							no					GEO	SRA304889		public	1A1A5ED9D6901A8843157E07F5CF9276	BF3BBCB7F914A4546E6DD48D9977EA54	4166663	DAC+UNC0638_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114786	GSM1908563	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	DAC+UNC0638	dac_unc0638
SAMN04166664	SRR2654032	2017-01-03T09:55:17Z	2015-10-14T23:07:37Z	26850367	1330980408	0	49	765		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654032/SRR2654032.1	SRX1337018		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114785	simple	9606	Homo sapiens	GSM1908564							no					GEO	SRA304889		public	47B343C7E75195BEE923741CC532D832	9F0E81908270BC9BF5DC466770C18BB6	4166664	GSK343_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114785	GSM1908564	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	GSK343	gsk343
SAMN04166664	SRR2654033	2017-01-03T09:55:17Z	2015-10-14T23:07:39Z	26637692	1320426509	0	49	759		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654033/SRR2654033.1	SRX1337018		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114785	simple	9606	Homo sapiens	GSM1908564							no					GEO	SRA304889		public	6BCB560260E8209512CAC8AAFFEF7FD2	88AF817ECAA61D0A0D83512AB6A82138	4166664	GSK343_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114785	GSM1908564	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	GSK343	gsk343
SAMN04166665	SRR2654034	2017-01-03T09:55:17Z	2015-10-14T23:10:48Z	35073739	1738582844	0	49	1003		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654034/SRR2654034.1	SRX1337019		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114784	simple	9606	Homo sapiens	GSM1908565							no					GEO	SRA304889		public	A01A3417DE200077DBC81920D923F380	CDD674AB2883974C06DE5C3B06F40788	4166665	DAC+GSK343_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114784	GSM1908565	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	DAC+GSK343	dac_gsk343
SAMN04166665	SRR2654035	2017-01-03T09:55:17Z	2015-10-14T23:09:32Z	34780669	1724050878	0	49	995		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654035/SRR2654035.1	SRX1337019		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114784	simple	9606	Homo sapiens	GSM1908565							no					GEO	SRA304889		public	A1291417F2397083C225B50954441018	D5187F8951E00A282460DF9590D26EB4	4166665	DAC+GSK343_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114784	GSM1908565	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	DAC+GSK343	dac_gsk343
SAMN04166666	SRR2654036	2017-01-03T09:55:17Z	2015-10-14T23:06:02Z	20057801	994032932	0	49	571		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654036/SRR2654036.1	SRX1337020		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114783	simple	9606	Homo sapiens	GSM1908566							no					GEO	SRA304889		public	D60009F1B75642A84655BD0203F83461	02E8A68D6156803CD26452F74407E8DE	4166666	Depsi_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114783	GSM1908566	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	Depsi	depsi
SAMN04166666	SRR2654037	2017-01-03T09:55:17Z	2015-10-14T23:06:06Z	19934767	987925313	0	49	567		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654037/SRR2654037.1	SRX1337020		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114783	simple	9606	Homo sapiens	GSM1908566							no					GEO	SRA304889		public	F4557C8C920241F36AE3C8A0393335DB	DE64D13D23E17FBD380DF89E78C5A6EE	4166666	Depsi_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114783	GSM1908566	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	Depsi	depsi
SAMN04166667	SRR2654038	2017-01-03T09:55:17Z	2015-10-14T23:07:56Z	27667427	1371467629	0	49	788		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654038/SRR2654038.1	SRX1337021		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114782	simple	9606	Homo sapiens	GSM1908567							no					GEO	SRA304889		public	83ACC50C51902CC15226BC24C891B0D8	A1E52EC6CAB442594ED42A7391CAC951	4166667	DAC+Depsi_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114782	GSM1908567	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	DAC+Depsi	dac_depsi
SAMN04166667	SRR2654039	2017-01-03T09:55:17Z	2015-10-14T23:07:56Z	27414212	1358912691	0	49	781		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2654039/SRR2654039.1	SRX1337021		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP064832	PRJNA298835	2	298835	SRS1114782	simple	9606	Homo sapiens	GSM1908567							no					GEO	SRA304889		public	C23E4431963A54AE5930944E0B1A5957	8A8CFA70F5D34628721D0D956D2877B6	4166667	DAC+Depsi_3 (MCF7)	Fels Institute for Cancer Research and Molecular Biology, Temple University	9606	SRS1114782	GSM1908567	MCF7	positive	female	MCF7 breast cancer cell line	mammary gland, breast	DAC+Depsi	dac_depsi
